Player,Value,Squad
Petar Golubovic,0.35,FC Khimki
Khetag Khosonov,1.0,FC Khimki
Robert Mejía,1.0,FC Khimki
Kirill Kaplenko,0.5,FC Khimki
Saminu Abdullahi,0.3,FC Khimki
Lucas Vera,3.5,FC Khimki
Àlex Corredera,0.8,FC Khimki
Boni Amian,0.15,FC Khimki
Denis Glushakov,0.0,FC Khimki
Artur Yusupov,0.0,FC Khimki
Ruslan Ozdoev,0.0,FC Khimki
Butta Magomedov,0.6,FC Khimki
Ilya Berkovskiy,0.4,FC Khimki
Aleksandr Rudenko,1.0,FC Khimki
Reziuan Mirzov,0.5,FC Khimki
Timur Kasimov,0.3,FC Khimki
Pavel Malozemov,0.0,FC Khimki
Alisher Odilov,0.6,FC Khimki
Kirill Panchenko,0.0,FC Khimki
Anton Zabolotnyi,0.7,FC Khimki
Ilya Sadygov,0.1,FC Khimki
Oleg Trofimov,0.0,FC Khimki
Sergey Volkov,1.0,FK Akron Tolyatti
Aleksandr Vasyutin,0.9,FK Akron Tolyatti
Dmitriy Nagaev,0.0,FK Akron Tolyatti
Ignat Terekhovskiy,0.0,FK Akron Tolyatti
Ionuț Nedelcearu,0.9,FK Akron Tolyatti
Rodrigo Escoval,0.9,FK Akron Tolyatti
Paulo Vitor,0.8,FK Akron Tolyatti
Marat Bokoev,0.6,FK Akron Tolyatti
Nikita Baranok,0.25,FK Akron Tolyatti
Aleksandr Alekhin,0.125,FK Akron Tolyatti
Roberto Fernández,1.2,FK Akron Tolyatti
Bojan Dimoski,0.5,FK Akron Tolyatti
Vyacheslav Bardybakhin,0.5,FK Akron Tolyatti
Aleksey Solovyov,0.1,FK Akron Tolyatti
Konstantin Savichev,0.9,FK Akron Tolyatti
Aleksa Djurasovic,2.0,FK Akron Tolyatti
Stefan Loncar,1.5,FK Akron Tolyatti
Vladimir Moskvichev,0.5,FK Akron Tolyatti
Aksentiy Chaligava,0.0,FK Akron Tolyatti
Ifet Djakovac,2.5,FK Akron Tolyatti
Sherzod Esanov,0.3,FK Akron Tolyatti
Maksim Kuzmin,0.9,FK Akron Tolyatti
Artur Galoyan,0.5,FK Akron Tolyatti
Maksim Palienko,0.35,FK Akron Tolyatti
Maksim Boldyrev,0.15,FK Akron Tolyatti
Mavis Tchibota,0.3,FK Akron Tolyatti
Nikita Shershov,0.0,FK Akron Tolyatti
Dmitriy Pestryakov,0.9,FK Akron Tolyatti
Kirill Danilin,0.7,FK Akron Tolyatti
Soltmurad Bakaev,0.7,FK Akron Tolyatti
Arseniy Dmitriev,0.2,FK Akron Tolyatti
Artem Dzyuba,1.5,FK Akron Tolyatti
Benchimol,0.7,FK Akron Tolyatti
Ivan Timoshenko,0.65,FK Akron Tolyatti
Abu-Said Eldarushev,0.4,FK Akron Tolyatti
Sergey Gribov,0.25,FK Akron Tolyatti
Bogdan Moskvichev,0.8,Orenburg
Nikolay Sysuev,0.8,Orenburg
Aleksey Kenyaykin,0.35,Orenburg
Egor Skichko,0.0,Orenburg
Nikolay Tyulenev,0.0,Orenburg
Matías Pérez,2.8,Orenburg
Danila Prokhin,1.5,Orenburg
Aleksey Tataev,0.8,Orenburg
Artem Kasimov,0.6,Orenburg
Danila Khotulev,0.4,Orenburg
Maksim Syshchenko,0.2,Orenburg
Nikolay Koserik,0.0,Orenburg
Kazımcan Karataş,1.2,Orenburg
Maksim Sidorov,0.75,Orenburg
Vladimir Kerin,0.0,Orenburg
Semen Stolbov,0.1,Orenburg
Andrey Malykh,0.05,Orenburg
Georgiy Zotov,0.05,Orenburg
Mohammad Ghorbani,1.3,Orenburg
Ivan Basic,1.2,Orenburg
Yaroslav Mikhailov,0.8,Orenburg
Tomás Muro,0.4,Orenburg
Dmitriy Miller,0.0,Orenburg
Dmitriy Rybchinskiy,0.8,Orenburg
Gabriel Florentín,1.5,Orenburg
Aleksey Baranovskiy,0.25,Orenburg
Semen Yurin,0.05,Orenburg
Brian Mansilla,1.8,Orenburg
Emircan Gürlük,0.6,Orenburg
Jimmy Marín,0.6,Orenburg
Jordhy Thompson,0.35,Orenburg
Stepan Oganesyan,0.3,Orenburg
Atsamaz Revazov,0.15,Orenburg
Saeed Saharkhizan,1.0,Orenburg
Maksim Saveljev,0.5,Orenburg
Justin Cuero,0.25,Orenburg
Timofey Martynov,0.15,Orenburg
Nikita Medvedev,0.8,Nizhny Novgorod
Vadim Lukyanov,0.3,Nizhny Novgorod
Ivan Kukushkin,0.1,Nizhny Novgorod
Konstantin Melentjev,0.0,Nizhny Novgorod
Egor Koshkin,0.0,Nizhny Novgorod
Viktor Aleksandrov,1.2,Nizhny Novgorod
Nikita Kakkoev,1.2,Nizhny Novgorod
Sven Karic,1.0,Nizhny Novgorod
Stanislav Magkeev,0.9,Nizhny Novgorod
Kirill Gotsuk,0.7,Nizhny Novgorod
Dmitriy Tikhiy,0.35,Nizhny Novgorod
Kirill Glushchenkov,0.3,Nizhny Novgorod
Evgeniy Lukinykh,0.075,Nizhny Novgorod
Artem Varganov,0.0,Nizhny Novgorod
Artem Chistyakov,0.0,Nizhny Novgorod
Mateo Stamatov,0.5,Nizhny Novgorod
Juan Camilo Castillo,0.5,Nizhny Novgorod
Maksim Shnaptsev,0.3,Nizhny Novgorod
Yaroslav Krashevskiy,0.2,Nizhny Novgorod
Danila Vedernikov,0.0,Nizhny Novgorod
Kirill Bozhenov,0.35,Nizhny Novgorod
Nikolay Kalinskiy,1.2,Nizhny Novgorod
Mamadou Maiga,0.9,Nizhny Novgorod
