Player,Value,Squad
Cameron Archer,12.0,Southampton
Ben Brereton Díaz,7.5,Southampton
Paul Onuachu,6.0,Southampton
Ross Stewart,4.0,Southampton
Arijanet Murić,5.0,Ipswich Town
Christian Walton,1.0,Ipswich Town
Alex Palmer,1.0,Ipswich Town
Cieran Slicker,0.3,Ipswich Town
Jacob Greaves,18.0,Ipswich Town
Dara O'Shea,14.0,Ipswich Town
Ben Godfrey,6.0,Ipswich Town
Axel Tuanzebe,5.0,Ipswich Town
Luke Woolfenden,2.0,Ipswich Town
Cameron Burgess,2.0,Ipswich Town
George Edmundson,0.8,Ipswich Town
Leif Davis,22.0,Ipswich Town
Conor Townsend,0.8,Ipswich Town
Somto Boniface,0.0,Ipswich Town
Ben Johnson,8.0,Ipswich Town
Harry Clarke,4.5,Ipswich Town
Kalvin Phillips,12.0,Ipswich Town
Jens Cajuste,12.0,Ipswich Town
Jack Taylor,3.0,Ipswich Town
Sam Morsy,0.5,Ipswich Town
Massimo Luongo,0.4,Ipswich Town
Wes Burns,2.0,Ipswich Town
Julio Enciso,22.0,Ipswich Town
Omari Hutchinson,22.0,Ipswich Town
Sammie Szmodics,10.0,Ipswich Town
Marcus Harness,0.8,Ipswich Town
Jaden Philogene,16.0,Ipswich Town
Jack Clarke,15.0,Ipswich Town
Nathan Broadhead,4.5,Ipswich Town
Chiedozie Ogbene,7.0,Ipswich Town
Conor Chaplin,6.0,Ipswich Town
Liam Delap,40.0,Ipswich Town
George Hirst,4.0,Ipswich Town
Ali Al-Hamadi,2.5,Ipswich Town
Tom Taylor,0.0,Ipswich Town
Mads Hermansen,15.0,Leicester City
Daniel Iversen,2.5,Leicester City
Danny Ward,1.2,Leicester City
Jakub Stolarczyk,1.0,Leicester City
Wout Faes,15.0,Leicester City
Caleb Okoli,10.0,Leicester City
Harry Souttar,6.0,Leicester City
Conor Coady,2.2,Leicester City
Jannik Vestergaard,2.0,Leicester City
Ben Nelson,0.5,Leicester City
Tom Wilson-Brown,0.0,Leicester City
Victor Kristiansen,15.0,Leicester City
Luke Thomas,6.0,Leicester City
James Justin,13.0,Leicester City
Ricardo Pereira,4.5,Leicester City
Woyo Coulibaly,2.0,Leicester City
Olabade Aluko,0.0,Leicester City
Wilfred Ndidi,15.0,Leicester City
Boubakary Soumaré,12.0,Leicester City
Oliver Skipp,10.0,Leicester City
Hamza Choudhury,4.5,Leicester City
Sammy Braybrooke,0.3,Leicester City
Harry Winks,9.0,Leicester City
Michael Golding,2.0,Leicester City
Henry Cartwright,0.0,Leicester City
Kasey McAteer,2.0,Leicester City
Bilal El Khannouss,28.0,Leicester City
Facundo Buonanotte,20.0,Leicester City
Will Alves,0.4,Leicester City
Stephy Mavididi,10.0,Leicester City
Jeremy Monga,0.0,Leicester City
Issahaku Fatawu,11.0,Leicester City
Bobby De Cordova-Reid,2.5,Leicester City
Tom Cannon,10.0,Leicester City
Patson Daka,9.0,Leicester City
Odsonne Édouard,8.0,Leicester City
Jordan Ayew,2.5,Leicester City
Jamie Vardy,1.0,Leicester City
Jake Evans,0.15,Leicester City
Chris Popov,0.1,Leicester City
