Player,Value,Squad
Noahkai Banks,6.0,Augsburg
Maximilian Bauer,2.0,Augsburg
Jeffrey Gouweleeuw,1.5,Augsburg
Reece Oxford,0.5,Augsburg
Felix Meiser,0.15,Augsburg
David Deger,0.1,Augsburg
Dimitrios Giannoulis,3.0,Augsburg
Mads Pedersen,2.0,Augsburg
Marius Wolf,3.0,Augsburg
Henri Koudossou,2.0,Augsburg
Robert Gumny,1.5,Augsburg
Kristijan Jakic,6.5,Augsburg
Niklas Dorsch,3.5,Augsburg
Tim Breithaupt,2.5,Augsburg
Mahmut Kücüksahin,0.175,Augsburg
Arne Engels,12.0,Augsburg
Frank Onyeka,7.0,Augsburg
Arne Maier,4.0,Augsburg
Elvis Rexhbecaj,3.5,Augsburg
Alexis Claude-Maurice,12.0,Augsburg
Mert Kömür,5.0,Augsburg
Fredrik Jensen,3.5,Augsburg
Juan Cabrera,0.3,Augsburg
Rubén Vargas,7.0,Augsburg
Yusuf Kabadayi,1.5,Augsburg
Phillip Tietz,5.0,Augsburg
Samuel Essende,4.5,Augsburg
Mergim Berisha,3.5,Augsburg
Steve Mounié,2.0,Augsburg
Frederik Rönnow,3.0,Union Berlin
Alexander Schwolow,0.5,Union Berlin
Carl Klaus,0.35,Union Berlin
Diogo Leite,17.0,Union Berlin
Danilho Doekhi,13.0,Union Berlin
Leopold Querfeld,13.0,Union Berlin
Paul Jaeckel,1.0,Union Berlin
Kevin Vogt,1.0,Union Berlin
Oluwaseun Ogbemudia,0.0,Union Berlin
Tom Rothe,10.0,Union Berlin
Robin Gosens,8.0,Union Berlin
Jérôme Roussillon,0.8,Union Berlin
Josip Juranovic,4.0,Union Berlin
Christopher Trimmel,0.6,Union Berlin
Aljoscha Kemlein,7.0,Union Berlin
Rani Khedira,2.5,Union Berlin
András Schäfer,5.0,Union Berlin
László Bénes,3.0,Union Berlin
Janik Haberer,2.5,Union Berlin
Lucas Tousart,2.5,Union Berlin
Robert Skov,4.0,Union Berlin
Woo-yeong Jeong,4.0,Union Berlin
Kevin Volland,0.7,Union Berlin
David Preu,0.4,Union Berlin
Benedict Hollerbach,12.0,Union Berlin
Yorbe Vertessen,6.0,Union Berlin
Andrej Ilic,4.0,Union Berlin
Marin Ljubicic,4.0,Union Berlin
Jordan,3.0,Union Berlin
Tim Skarke,2.0,Union Berlin
Ivan Prtajin,1.2,Union Berlin
Michael Zetterer,4.5,Werder Bremen
Mio Backhaus,2.0,Werder Bremen
Markus Kolke,0.3,Werder Bremen
Marco Friedl,12.0,Werder Bremen
Niklas Stark,4.0,Werder Bremen
Amos Pieper,3.5,Werder Bremen
Milos Veljkovic,3.0,Werder Bremen
Julián Malatini,2.5,Werder Bremen
Anthony Jung,1.0,Werder Bremen
