Player,Value,Squad
Kobe Cools,0.8,Dender
Gilles Ruyssen,0.6,Dender
Darryl Nkulikiyimana,0.0,Dender
Fabio Ferraro,1.3,Dender
Bryan Goncalves,0.6,Dender
Karol Fila,0.6,Dender
Dembo Sylla,0.5,Dender
Nathan Rôdes,1.4,Dender
Malcolm Viltard,0.75,Dender
Kéres Masangu,0.2,Dender
Roman Kvet,1.5,Dender
Noah Mbamba,1.5,Dender
Desmond Acquah,0.3,Dender
Jasper Van Oudenhove,0.2,Dender
Danny Fofana,0.05,Dender
Antoine De Bodt,0.0,Dender
David Hrncar,1.2,Dender
Ridwane M'Barki,0.25,Dender
Lennard Hens,0.4,Dender
Ragnar Oratmangoen,0.6,Dender
Abdoulaye Yahaya,0.2,Dender
Mohamed Berte,1.2,Dender
Bruny Nsimba,2.0,Dender
Aurélien Scheidler,1.8,Dender
Jordy Soladio,0.35,Dender
Ali Akman,0.35,Dender
Jordan Kadiri,0.2,Dender
Michael Lallemand,0.15,Dender
Nick Shinton,0.6,Beerschot
Davor Matijas,0.4,Beerschot
Emile Doucouré,0.3,Beerschot
Loïc Mbe Soh,2.0,Beerschot
Omar Fayed,1.0,Beerschot
Apostolos Konstantopoulos,0.8,Beerschot
Brian Plat,0.7,Beerschot
Hervé Matthys,0.6,Beerschot
Emir Ortakaya,0.5,Beerschot
Félix Nzouango,0.15,Beerschot
Derrick Tshimanga,0.1,Beerschot
Cheick Thiam,0.05,Beerschot
Ar'jany Martha,0.7,Beerschot
Djevencio van der Kust,0.6,Beerschot
Marco Weymans,0.3,Beerschot
Colin Dagba,0.7,Beerschot
Hakim Sahabo,1.0,Beerschot
Axl Van Himbeeck,0.325,Beerschot
Ryan Sanusi,0.3,Beerschot
Xander Joosen,0.0,Beerschot
Rayhan El Grafel,0.0,Beerschot
Faisal Al-Ghamdi,1.5,Beerschot
Welat Cagro,0.5,Beerschot
Dean Huiberts,0.3,Beerschot
Simion Michez,1.5,Beerschot
Oscar Vargas,0.05,Beerschot
Ewan Henderson,0.6,Beerschot
Thibaud Verlinden,1.7,Beerschot
Marwan Al-Sahafi,1.0,Beerschot
Rajiv van La Parra,0.2,Beerschot
Tom Reyners,0.8,Beerschot
D'Margio Wright-Phillips,0.25,Beerschot
Antoine Colassin,0.75,Beerschot
Daishawn Redan,0.6,Beerschot
Charly Keita,0.55,Beerschot
Florian Krüger,0.5,Beerschot
Ayouba Kosiah,0.3,Beerschot
Ensar Brahic,0.1,Beerschot
