Player,Value,Squad
Edenilson,2.5,Atlético Mineiro
Alan Franco,2.5,Atlético Mineiro
Matías Zaracho,14.0,Atlético Mineiro
Gustavo Scarpa,12.0,Atlético Mineiro
Igor Gomes,7.0,Atlético Mineiro
Robert Santos,0.0,Atlético Mineiro
Paulinho,7.0,Atlético Mineiro
Bernard,3.5,Atlético Mineiro
Caio Maia,0.0,Atlético Mineiro
João Rafael,0.0,Atlético Mineiro
Pedrinho,12.0,Atlético Mineiro
Cristian Pavón,5.0,Atlético Mineiro
Brahian Palacios,0.1,Atlético Mineiro
Alisson,0.0,Atlético Mineiro
Hulk,2.5,Atlético Mineiro
Eduardo Vargas,1.8,Atlético Mineiro
Deyverson,1.5,Atlético Mineiro
Alan Kardec,0.7,Atlético Mineiro
Isaac,0.0,Atlético Mineiro
Cadu,0.0,Atlético Mineiro
Sergio Rochet,4.0,Internacional
Ivan,1.8,Internacional
Keiller,1.0,Internacional
Fabrício,0.1,Internacional
Anthoni,0.1,Internacional
Kauan,0.0,Internacional
Diego Esser,0.0,Internacional
Vitão,6.0,Internacional
Agustín Rogel,4.5,Internacional
Robert Renan,2.0,Internacional
Clayton,0.45,Internacional
Gabriel Mercado,0.25,Internacional
Igor Gomes,0.1,Internacional
Victor Gabriel,0.0,Internacional
Evertow,0.0,Internacional
Alexandro Bernabei,3.0,Internacional
Renê,0.9,Internacional
Thauan Lara,0.4,Internacional
Fabricio Bustos,6.5,Internacional
Hugo Mallo,3.5,Internacional
Nathan,3.0,Internacional
Braian Aguirre,2.8,Internacional
Bruno Gomes,2.0,Internacional
Thiago Maia,6.0,Internacional
Fernando,4.0,Internacional
Gabriel,2.5,Internacional
Rômulo,0.2,Internacional
Matheus Dias,0.1,Internacional
Luis Otávio,0.0,Internacional
Charles Aránguiz,3.5,Internacional
Campanharo,1.2,Internacional
Bruno Henrique,0.7,Internacional
Alan Patrick,5.5,Internacional
Mauricio,4.0,Internacional
Hyoran,3.0,Internacional
Yago Noal,0.0,Internacional
Wanderson,8.0,Internacional
Wesley,7.0,Internacional
Carlos de Pena,4.0,Internacional
Bruno Tabata,4.0,Internacional
Pedro Henrique,2.0,Internacional
Gabriel Barros,0.2,Internacional
Gabriel Carvalho,0.0,Internacional
Gustavo Prado,0.0,Internacional
Rafael Borré,16.0,Internacional
Lucas Alario,5.5,Internacional
Enner Valencia,3.0,Internacional
Luiz Adriano,0.425,Internacional
Lucca,0.0,Internacional
Lucca Drummond,0.0,Internacional
Ricardo Mathias,0.0,Internacional
Jandrei,1.0,São Paulo
Rafael,0.4,São Paulo
Young,0.1,São Paulo
Leandro Mathias,0.0,São Paulo
Felipe Preis,0.0,São Paulo
Ruan,3.8,São Paulo
Diego Costa,3.0,São Paulo
Alan Franco,2.5,São Paulo
Robert Arboleda,2.0,São Paulo
Nahuel Ferraresi,1.5,São Paulo
Sabino,0.9,São Paulo
Igão,0.0,São Paulo
Matheus Belém,0.0,São Paulo
Jamal Lewis,8.0,São Paulo
Welington,2.5,São Paulo
Patryck,1.0,São Paulo
Igor Vinícius,3.0,São Paulo
João Moreira,2.0,São Paulo
Luis Orejuela,1.2,São Paulo
Rafinha,0.25,São Paulo
Igor Felisberto,0.0,São Paulo
Pablo Maia,5.0,São Paulo
Jhegson Méndez,2.5,São Paulo
Santiago Longo,1.0,São Paulo
Luiz Gustavo,1.0,São Paulo
Iba Ly,0.0,São Paulo
Felipe Negrucci,0.0,São Paulo
Marcos Antônio,8.0,São Paulo
Giuliano Galoppo,7.0,São Paulo
Rodrigo Nestor,7.0,São Paulo
Liziero,3.0,São Paulo
Alisson,1.0,São Paulo
Damián Bobadilla,0.7,São Paulo
