Player,Nation,Pos,Squad,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
Roy Kuijpers,NED,MF,NAC Breda,24.0,2.6,0,0,0,2,2,0,11,1,3,,,0
Bas Kuipers,NED,DF,Twente,29.0,19.2,2,1,0,14,21,4,70,18,12,,,0
Luka KulenoviД‡,BIH,FW,Heracles Almelo,24.0,16.2,0,0,0,23,12,8,6,4,10,,,0
Harry Kuster,NED,DF,Twente,18.0,0.1,0,0,0,2,1,0,0,0,0,,,0
Dave Kwakman,NED,MF,Groningen,19.0,13.1,1,0,0,10,32,1,10,7,20,,,0
Amine Lachkar,NED,MF,Willem II,21.0,19.3,5,0,0,18,12,0,3,22,32,,,0
Gustaf Lagerbielke,SWE,DF,Twente,24.0,16.1,3,0,0,13,13,0,0,19,21,,,0
Samir Lagsir,NED,MF,Zwolle,21.0,0.0,0,0,0,0,0,0,0,0,0,,,0
Mayckel Lahdo,SWE,"MF,FW",AZ Alkmaar,21.0,9.7,0,0,0,12,13,4,26,2,6,,,0
Boris lambert,BEL,"MF,DF",Willem II,24.0,16.6,5,0,0,16,6,3,5,34,22,,,0
Sam Lammers,NED,FW,Twente,27.0,16.7,0,0,0,14,8,8,9,4,4,,,0
Kostas Lamprou,GRE,GK,NAC Breda,32.0,1.0,0,0,0,0,0,0,0,0,0,,,0
Tygo Land,NED,MF,PSV,18.0,0.4,0,0,0,1,0,0,0,0,0,,,0
Noa Lang,NED,"FW,MF",PSV,25.0,21.0,1,0,0,10,26,2,112,5,17,,,0
Tobias Lauritsen,NOR,FW,Sparta Rotterdam,26.0,30.1,2,0,0,23,52,15,7,0,6,,,0
James Lawrence,WAL,DF,Almere City,31.0,19.5,0,0,0,16,7,4,4,18,16,,,1
Richy Ledezma,USA,DF,PSV,23.0,19.0,5,0,0,12,14,0,62,16,19,,,0
Clint Leemans,NED,MF,NAC Breda,28.0,18.8,4,0,0,15,6,2,85,5,18,,,0
Julian Lelieveld,NED,"DF,MF",RKC Waalwijk,26.0,23.9,3,0,0,34,17,1,37,23,42,,,0
Bryan Limbombe,BEL,MF,Heracles Almelo,23.0,4.2,0,0,0,4,5,1,15,0,2,,,0
Marcus Linday,SWE,MF,Heerenveen,21.0,14.0,2,0,0,17,19,0,2,12,26,,,0
Bryan Linssen,NED,FW,NEC Nijmegen,33.0,9.0,3,0,0,15,6,5,3,1,7,,,0
Evert Linthorst,NED,MF,Go Ahead Eagles,24.0,27.9,3,0,0,11,9,0,18,18,11,,,0
Enric Llansana,NED,MF,Go Ahead Eagles,23.0,30.2,4,1,0,58,38,0,16,41,67,,,0
Chris Lokesa,BEL,MF,RKC Waalwijk,19.0,11.2,3,0,0,10,17,2,8,10,7,,,0
Tim van de Loo,,MF,RKC Waalwijk,,20.2,0,0,0,17,8,0,6,31,36,,,0
Marcos LГіpez,PER,MF,Feyenoord,24.0,1.0,0,0,0,0,5,0,5,0,0,,,0
Jordan Lotomba,SUI,DF,Feyenoord,25.0,5.4,0,0,0,5,10,1,5,9,8,,,0
Hirving Lozano,MEX,FW,PSV,29.0,3.2,0,0,0,5,8,3,6,1,7,,,0
Sayfallah Ltaief,TUN,MF,Twente,24.0,13.4,0,0,0,16,26,4,33,3,13,,,0
Boyd Lucassen,NED,"DF,MF",NAC Breda,26.0,13.6,6,0,0,17,15,3,22,15,27,,,0
Milos Lukovic,SRB,FW,Heerenveen,18.0,8.0,0,0,0,13,8,5,3,0,3,,,0
Thierry Lutonda,BEL,DF,Zwolle,23.0,5.2,3,1,1,7,3,0,5,7,13,,,0
Leftheris Lyratzis,GRE,DF,NEC Nijmegen,24.0,7.6,0,0,0,10,2,0,42,5,3,,,0
Enes Mahmutovic,LUX,DF,NAC Breda,27.0,7.9,0,1,0,11,9,0,1,16,7,,,0
Seiya Maikuma,JPN,DF,AZ Alkmaar,26.0,21.2,2,0,0,17,28,0,33,27,53,,,0
Tyrell Malacia,NED,DF,PSV,24.0,4.3,1,0,0,3,1,0,18,5,3,,,0
Christopher Mamengi,NED,DF,Almere City,23.0,2.5,1,0,0,3,1,0,0,4,2,,,0
Sivert Mannsverk,NOR,MF,Ajax,22.0,2.0,1,0,0,3,1,0,1,1,2,,,0
Braydon Manu,GHA,MF,Zwolle,27.0,0.7,0,0,0,2,3,0,2,0,0,,,0
ElГ­as MГЎr Г“marsson,ISL,FW,NAC Breda,29.0,25.5,0,0,0,20,14,3,3,3,10,,,0
Richonell Margaret,SUR,"FW,MF",RKC Waalwijk,23.0,27.9,1,0,0,32,54,14,100,9,25,,,0
Maxim Mariani,NED,DF,Groningen,19.0,0.2,0,0,0,0,0,0,0,0,0,,,0
IvГЎn MГЎrquez,ESP,DF,NEC Nijmegen,30.0,24.6,4,0,0,27,14,1,1,36,14,,,1
Bruno Martins Indi,NED,DF,AZ Alkmaar,32.0,6.1,1,0,0,8,7,1,0,4,3,,,0
Matheus,BRA,GK,Ajax,32.0,9.0,0,0,0,1,0,0,0,0,0,,,0
Jens Mathijsen,,DF,Willem II,,1.4,2,0,0,2,0,0,1,0,6,,,0
Faiz Mattoir,COM,MF,Almere City,24.0,3.1,0,0,0,3,5,0,8,1,2,,,0
Faissal Al Mazyani,BEL,DF,RKC Waalwijk,19.0,18.2,4,2,1,17,13,0,32,39,31,,,0
Dylan Mbayo,BEL,"MF,FW",Zwolle,22.0,23.4,2,0,0,22,43,11,32,7,19,,,0
Mexx Meerdink,NED,"FW,MF",AZ Alkmaar,21.0,10.1,2,0,0,11,18,5,5,1,4,,,0
Ringo Meerveld,NED,"MF,FW",Willem II,23.0,32.2,2,0,0,9,55,0,33,13,14,,,0
Aaron Meijers,NED,"DF,MF",RKC Waalwijk,36.0,8.4,1,1,0,5,9,1,35,8,8,,,0
Rick Meissen,NED,DF,Sparta Rotterdam,22.0,8.5,1,0,0,3,3,0,0,12,6,,,0
Rui Mendes,GER,"MF,FW",Groningen,24.0,5.7,3,0,0,8,4,0,2,0,3,,,0
Julien Mesbahi,MAR,DF,Twente,18.0,0.0,0,0,0,0,0,0,0,0,0,,,0
Ivan MesГ­k,SVK,DF,Heracles Almelo,23.0,32.3,9,0,0,38,26,5,5,38,14,,,1
Metinho,BRA,MF,Sparta Rotterdam,21.0,4.0,3,0,0,9,8,0,3,3,7,,,0
Edouard Michut,FRA,MF,Fortuna Sittard,21.0,11.4,5,1,1,23,28,0,14,16,26,,,0
Sven Mijnans,NED,MF,AZ Alkmaar,24.0,24.7,4,0,0,19,25,10,90,16,17,,,0
Antoni Milambo,NED,MF,Feyenoord,19.0,22.0,2,0,0,14,27,1,4,10,26,,,0
Lorenzo Milani,ITA,DF,Heracles Almelo,23.0,3.1,1,0,0,6,9,2,20,3,1,,,0
Mateja Milovanovic,SRB,DF,Heerenveen,20.0,0.2,0,0,0,1,1,0,0,0,0,,,0
David Min,NED,FW,Utrecht,25.0,13.9,2,0,0,26,21,6,1,1,7,,,0
Damon Mirani,NED,DF,Heracles Almelo,28.0,33.5,3,0,0,28,10,0,6,36,32,,,0
Jeyland Mitchell,CRC,DF,Feyenoord,19.0,0.2,0,0,0,0,0,0,0,0,0,,,0
Shunsuke Mito,JPN,"MF,FW",Sparta Rotterdam,21.0,16.5,0,0,0,11,20,2,45,11,20,,,0
Josip MitroviД‡,CRO,"MF,DF",Fortuna Sittard,24.0,10.3,1,0,0,6,25,0,30,15,16,,,0
Jakub Moder,POL,MF,Feyenoord,25.0,13.3,1,0,0,14,13,0,9,15,19,,,0
Jorthy Mokio,BEL,"MF,DF",Ajax,16.0,5.7,1,0,0,6,5,0,5,5,8,,,0
Lars Mol,NED,MF,NAC Breda,19.0,2.7,0,1,0,3,1,0,3,3,0,,,0
Jamiro Monteiro,CPV,MF,Zwolle,30.0,22.0,5,0,0,37,52,4,66,15,38,,,0
Alex Mortensen,SWE,MF,Groningen,22.0,0.1,0,0,0,0,0,0,0,0,0,,,0
David MГёller Wolfe,NOR,DF,AZ Alkmaar,22.0,27.8,5,1,0,22,31,2,60,30,27,,,1
Chris Nadje,FRA,MF,Feyenoord,22.0,2.2,1,0,0,2,7,0,2,1,1,,,0
Adamo Nagalo,BFA,DF,PSV,21.0,1.9,0,0,0,3,2,0,0,3,1,,,0
Adi Nalic,BIH,"MF,FW",Almere City,26.0,7.7,2,0,0,11,7,0,16,9,9,,,0
Younes Namli,DEN,MF,Zwolle,30.0,12.4,1,1,0,14,13,1,60,5,13,,,0
Mohamed Nassoh,NED,MF,Sparta Rotterdam,21.0,18.0,1,0,0,19,21,1,76,8,20,,,0
Gerrit Nauber,GER,DF,Go Ahead Eagles,32.0,29.7,5,1,1,16,6,3,0,18,17,,,1
Camiel Neghli,NED,MF,Sparta Rotterdam,22.0,15.4,2,0,0,12,9,4,56,13,10,,,0
Ion Nicolaescu,MDA,FW,Heerenveen,25.0,14.1,1,0,0,18,17,2,2,0,3,,,0
Reuven Niemeijer,NED,MF,RKC Waalwijk,29.0,2.5,1,0,0,2,1,0,3,1,4,,,0
Bart Nieuwkoop,NED,"DF,MF",Feyenoord,28.0,5.2,2,0,0,10,5,0,8,8,11,,,0
Olivier de Nijs,NED,MF,Almere City,19.0,0.3,0,0,0,0,0,0,0,0,1,,,0
Rob Nizet,BEL,"DF,MF",Willem II,22.0,10.6,3,0,0,12,13,1,36,20,16,,,0
Kristian NГ¶kkvi Hlynsson,ISL,"MF,FW",Ajax,20.0,15.6,0,0,0,10,21,2,43,9,15,,,0
Andries Noppert,NED,GK,Heerenveen,30.0,15.2,1,0,0,1,2,0,0,0,0,,,0
ChГ© Nunnely,NED,MF,Heerenveen,25.0,2.9,0,0,0,10,9,0,12,2,6,,,0
Bram Nuytinck,NED,DF,NEC Nijmegen,34.0,18.8,4,0,0,14,9,1,1,19,12,,,0
Armando Obispo,CUW,DF,PSV,25.0,4.7,1,0,0,3,0,1,0,4,1,,,0
Koki Ogawa,JPN,FW,NEC Nijmegen,26.0,17.8,1,0,0,14,19,4,0,3,3,,,0
Noah Ohio,NED,FW,Utrecht,21.0,7.5,4,0,0,12,13,4,3,1,1,,,0
Lars Olden Larsen,NOR,"MF,FW",NEC Nijmegen,25.0,3.8,0,0,0,1,2,0,9,1,3,,,0
Fredrik Oldrup Jensen,NOR,MF,NAC Breda,31.0,14.3,1,0,0,9,20,0,3,12,26,,,1
Nick Olij,NED,GK,Sparta Rotterdam,28.0,34.0,1,0,0,1,3,0,0,0,0,,,0
Lucas Oliveira Rosa,BRA,DF,Ajax,24.0,2.7,1,0,0,6,2,0,3,4,3,,,0
Simon Olsson,SWE,MF,Heerenveen,26.0,8.7,1,0,0,16,5,0,2,6,9,,,0
Basar Onal,TUR,MF,NEC Nijmegen,20.0,15.4,3,0,0,14,19,6,63,9,14,,,0
Diego van Oorschot,NED,FW,Heracles Almelo,18.0,0.3,0,0,0,1,0,0,0,0,1,,,0
Thijs Oosting,NED,"FW,MF",Groningen,24.0,8.7,0,0,0,11,4,4,21,2,4,,,0
Fredrik Oppegard,NOR,DF,PSV,21.0,3.1,0,0,0,3,3,1,9,1,1,,,0
Yanick van Osch,NED,GK,RKC Waalwijk,27.0,3.0,0,0,0,0,0,0,0,0,0,,,0
Ibrahim Osman,GHA,"MF,FW",Feyenoord,19.0,8.8,2,0,0,7,17,3,21,6,6,,,0
Sami Ouaissa,NED,"MF,FW",NEC Nijmegen,19.0,20.5,3,0,0,27,34,3,43,17,8,,,0
Ayoub Oufkir,NED,FW,Sparta Rotterdam,18.0,0.5,0,0,0,1,1,0,10,0,3,,,0
Yassin Oukili,NED,MF,RKC Waalwijk,23.0,24.5,4,1,1,31,24,1,13,26,42,,,1
Thomas Ouwejan,NED,"MF,DF",NEC Nijmegen,27.0,19.9,1,0,0,21,6,2,204,20,32,,,1
Rome-Jayden Owusu-Oduro,NED,GK,AZ Alkmaar,20.0,28.0,0,0,0,0,1,0,0,0,0,,,0
Igor PaixГЈo,BRA,"MF,FW",Feyenoord,24.0,31.9,0,0,0,20,53,7,159,13,26,,,0
Troy Parrott,IRL,FW,AZ Alkmaar,22.0,24.2,0,0,0,20,31,13,13,2,13,,,0
Remko Pasveer,NED,GK,Ajax,40.0,24.0,0,0,0,0,2,0,0,1,1,,,1
Raul Paula,GER,"MF,FW",NAC Breda,20.0,8.2,0,0,0,7,11,0,18,3,5,,,0
Marcus Pedersen,NOR,"DF,MF",Feyenoord,24.0,0.1,0,0,0,0,0,0,0,0,0,,,0
Marvin Peersman,BEL,DF,Groningen,33.0,20.1,7,1,0,14,37,1,25,25,28,,,0
Joey Pelupessy,IDN,MF,Groningen,31.0,3.3,0,0,0,2,3,0,0,1,4,,,0
Alexandre Penetra,POR,DF,AZ Alkmaar,22.0,28.8,5,1,1,14,20,0,5,38,13,,,0
Ricardo Pepi,USA,FW,PSV,21.0,7.7,1,0,0,4,4,2,0,1,5,,,0
Brayann Pereira,FRA,DF,NEC Nijmegen,21.0,23.3,3,0,0,33,48,0,86,19,46,,,0
Lucas PГ©rez,ESP,"FW,MF",PSV,35.0,0.2,0,0,0,0,0,0,0,0,1,,,0
Ivan PeriЕЎiД‡,CRO,"FW,MF",PSV,35.0,20.0,4,0,0,17,7,5,155,6,18,,,0
Kristoffer Peterson,SWE,"MF,FW",Fortuna Sittard,29.0,20.2,5,0,0,25,15,5,105,9,17,,,0
Hristiyan Petrov,BUL,DF,Heerenveen,22.0,4.0,0,0,0,2,1,0,3,6,9,,,0
Oscar Pettersson,SWE,MF,Go Ahead Eagles,24.0,2.1,0,0,0,0,1,1,8,1,0,,,0
Ivo Pinto,POR,"DF,MF",Fortuna Sittard,34.0,27.9,3,0,0,21,10,1,94,25,38,,,0
Miodrag Pivas,SRB,MF,Willem II,19.0,0.4,0,0,0,1,0,0,0,0,0,,,0
Luca Plogmann,GER,GK,Go Ahead Eagles,24.0,18.0,0,0,0,0,1,0,0,0,0,,,0
Jan Plug,NED,DF,Feyenoord,19.0,0.0,0,0,0,0,0,0,0,0,0,,,0
Suf Podgoreanu,ISR,MF,Heracles Almelo,22.0,26.0,3,0,0,36,32,6,88,14,28,,,1
Emanuel Poku,NED,FW,Almere City,19.0,1.6,1,0,0,3,0,0,0,1,0,,,0
Ernest Poku,NED,"MF,FW",AZ Alkmaar,20.0,17.1,2,0,0,6,5,1,14,3,14,,,0
Romano Postema,NED,"FW,MF",Groningen,22.0,13.4,2,0,0,12,16,4,7,5,6,,,0
Wouter Prins,NED,DF,Groningen,20.0,18.5,2,0,0,27,17,0,47,21,42,,,0
Dirk Proper,NED,MF,NEC Nijmegen,22.0,24.0,3,0,0,31,25,1,5,19,30,,,0
Ruben Providence,HAI,MF,Almere City,23.0,5.8,2,0,0,12,8,1,15,2,4,,,0
Jeffry Puriel,BOE,FW,Almere City,21.0,0.3,0,0,0,0,0,0,0,0,0,,,0
Teo Quintero,VEN,DF,Sparta Rotterdam,25.0,6.4,1,0,0,7,3,0,0,6,10,,,0
Bojan Radulovic,SRB,FW,Fortuna Sittard,24.0,6.0,1,0,0,10,17,3,1,0,5,,,0
Dimitris Rallis,GRE,"FW,MF",Heerenveen,19.0,9.7,1,0,0,16,10,8,4,1,3,,,0
Diant Ramaj,GER,GK,Ajax,22.0,1.0,0,0,0,0,0,0,0,0,0,,,0
Christian Rasmussen,DEN,FW,Ajax,21.0,2.4,1,0,0,7,2,1,12,0,2,,,0
Khaled Razak,NED,FW,Willem II,18.0,0.1,0,0,0,0,0,0,0,0,0,,,0
Givairo Read,NED,DF,Feyenoord,18.0,22.0,2,1,0,10,18,0,44,17,40,,,0
Tim Receveur,NED,MF,Almere City,33.0,1.5,0,0,0,6,1,0,0,2,4,,,0
Zepiqueno Redmond,NED,FW,Feyenoord,18.0,1.8,0,0,0,1,4,1,0,0,1,,,0
Youri Regeer,NED,MF,Twente,20.0,16.2,3,0,0,30,25,0,30,14,15,,,0
Eliano Reijnders,IDN,DF,Zwolle,23.0,13.4,1,0,0,7,4,0,18,18,15,,,0
Boyd Reith,NED,DF,Sparta Rotterdam,25.0,9.7,2,0,0,10,7,0,44,8,21,,,1
Devyne Rensch,NED,DF,Ajax,21.0,12.4,2,0,0,5,20,2,15,17,23,,,0
Marco Rente,GER,DF,Groningen,27.0,28.8,4,1,1,18,16,0,37,56,39,,,0
Stije Resink,NED,MF,Groningen,21.0,26.200000000000003,8,0,0,40,25,0,20,25,67,,,0
Milan Robberechts,BEL,MF,Fortuna Sittard,20.0,0.1,0,0,0,3,0,0,0,0,1,,,0
Thomas Robinet,FRA,"MF,FW",Almere City,27.0,30.0,4,0,0,32,17,6,21,16,22,,,0
Miguel RodrГ­guez,ESP,MF,Utrecht,21.0,13.8,5,0,0,17,32,0,40,21,18,,,0
Robin Roefs,NED,GK,NEC Nijmegen,21.0,32.0,0,0,0,0,6,0,0,1,0,,,1
Godfried Roemeratoe,CUW,MF,RKC Waalwijk,24.0,16.9,3,0,0,23,12,0,1,18,21,,,0
Ole Romeny,IDN,MF,Utrecht,24.0,8.1,2,0,0,10,16,3,26,6,5,,,0
Bart van Rooij,NED,DF,NEC Nijmegen,23.0,33.7,1,0,0,25,31,0,105,41,48,,,0
Kaj de Rooij,NED,"FW,MF",Zwolle,23.0,3.7,3,0,0,9,14,1,3,3,3,,,0
Ruben Roosken,NED,DF,Heracles Almelo,24.0,13.6,4,0,0,18,7,1,60,16,19,,,0
Loreintz Rosier,FRA,"MF,DF",Fortuna Sittard,25.0,23.9,6,0,0,29,27,0,8,36,26,,,0
Daan Rots,NED,MF,Twente,23.0,24.1,4,0,0,19,42,5,35,8,35,,,0
Mats Rots,NED,DF,Heracles Almelo,18.0,14.6,0,0,0,8,10,0,15,19,23,,,0
Manu Royo,ESP,DF,NAC Breda,30.0,1.2,0,0,0,1,1,0,2,2,0,,,0
Daniele Rugani,ITA,DF,Ajax,30.0,7.9,1,0,0,10,2,1,1,13,3,,,0
Pim Saathof,NED,DF,Go Ahead Eagles,20.0,0.9,0,0,0,0,0,0,0,1,0,,,0
Michal SadГ­lek,CZE,MF,Twente,25.0,17.8,3,0,0,19,25,1,71,18,25,,,0
Ibrahim Sadiq,GHA,"MF,FW",AZ Alkmaar,24.0,10.8,1,0,0,19,18,1,19,7,10,,,0
Danilo Al Saed,IRQ,MF,Heerenveen,25.0,2.2,0,0,0,2,1,0,1,1,5,,,0
Ismael Saibari,MAR,MF,PSV,23.0,19.8,2,0,0,24,20,5,15,12,20,,,0
Anass Salah-Eddine,MAR,DF,Twente,22.0,14.2,1,0,0,9,16,1,28,17,19,,,0
Giandro Sambo,CUW,FW,Heracles Almelo,17.0,0.2,0,0,0,2,1,0,1,0,2,,,0
Philippe Sandler,NED,DF,NEC Nijmegen,27.0,15.6,1,0,0,12,11,1,2,22,15,,,0
Cisse Sandra,BEL,"MF,FW",Willem II,20.0,20.8,1,0,0,31,12,2,23,14,1,,,0
Kodai Sano,JPN,MF,NEC Nijmegen,20.0,21.9,3,1,0,31,39,1,16,27,21,,,0
Leo Sauer,SVK,"MF,FW",NAC Breda,18.0,27.6,2,0,0,21,46,3,82,4,26,,,0
Yousri Sbai,NED,MF,NEC Nijmegen,19.0,0.1,0,0,0,0,0,0,0,0,0,,,0
Jasper Schendelaar,NED,GK,Zwolle,23.0,30.0,0,0,0,0,7,0,0,0,0,,,1
Tristan Schenkhuizen,NED,MF,Fortuna Sittard,20.0,0.1,0,0,0,1,0,0,0,0,0,,,0
Sem Scheperman,NED,MF,Heracles Almelo,22.0,18.2,7,1,0,36,14,1,3,29,42,,,0
Lasse SchГ¶ne,DEN,MF,NEC Nijmegen,38.0,3.3,1,1,0,4,3,0,10,6,2,,,0
Erik Schouten,NED,DF,Willem II,32.0,17.5,2,0,0,6,7,0,0,13,18,,,0
Jerdy Schouten,NED,MF,PSV,27.0,14.4,1,0,0,11,15,0,2,9,6,,,0
Lewis Schouten,NED,"DF,MF",AZ Alkmaar,20.0,0.0,0,0,0,0,0,0,0,0,0,,,0
Jorg Schreuders,NED,MF,Groningen,19.0,21.6,2,0,0,19,19,3,19,11,26,,,0
Ilias Sebaoui,BEL,MF,Heerenveen,22.0,21.4,0,1,0,27,25,9,35,11,13,,,0
Mats Seuntjens,NED,MF,Groningen,32.0,7.4,0,0,0,9,4,0,53,1,10,,,0
Kento Shiogai,JPN,FW,NEC Nijmegen,19.0,6.2,0,0,0,12,4,2,1,1,8,,,0
Kaj Sierhuis,NED,"FW,MF",Fortuna Sittard,26.0,5.9,1,0,0,6,8,6,3,1,1,,,0
Oskar Siira Sivertsen,NOR,MF,Go Ahead Eagles,20.0,1.6,0,0,0,2,0,0,6,2,3,,,0
Daley Sinkgraven,NED,MF,Fortuna Sittard,29.0,0.9,1,0,0,2,0,0,4,2,3,,,0
Aymen Sliti,NED,FW,Feyenoord,18.0,1.0,0,0,0,1,1,0,2,1,0,,,0
Gijs Smal,NED,"DF,MF",Feyenoord,26.0,15.0,0,0,0,7,7,1,50,11,10,,,0
Levi Smans,NED,MF,Heerenveen,20.0,25.5,2,0,0,23,27,6,102,12,16,,,0
Kees Smit,NED,MF,AZ Alkmaar,18.0,11.0,2,0,0,13,11,0,4,4,18,,,0
Milan Smit,NED,FW,Go Ahead Eagles,21.0,9.3,0,0,0,6,23,4,6,3,3,,,0
Kamal Sowah,GHA,"MF,FW",NAC Breda,24.0,9.5,4,0,0,12,5,3,9,5,13,,,0
Mark Spenkelink,NED,GK,RKC Waalwijk,27.0,4.0,0,0,0,0,0,0,0,0,0,,,0
Tommy St. Jago,NED,DF,Willem II,24.0,32.5,3,0,0,20,21,0,20,39,49,,,1
Finn Stam,NED,DF,Groningen,21.0,9.2,3,0,0,10,9,1,12,10,11,,,0
Casper Staring,NED,MF,NAC Breda,23.0,7.0,1,0,0,9,0,0,6,10,8,,,0
Sem Steijn,NED,MF,Twente,22.0,30.7,3,0,0,16,15,7,29,10,9,,,0
Calvin Stengs,NED,"MF,FW",Feyenoord,25.0,7.0,2,0,0,9,7,1,27,2,4,,,0
Sean Steur,NED,MF,Ajax,16.0,0.1,0,0,0,0,1,0,0,0,0,,,0
Finn Stokkers,NED,FW,Go Ahead Eagles,28.0,4.9,1,0,0,7,5,8,2,6,1,,,0
Mathis Suray,BEL,MF,Go Ahead Eagles,23.0,16.2,4,0,0,23,15,3,35,5,20,,,0
Josip Е utalo,CRO,DF,Ajax,24.0,27.2,3,0,0,13,15,0,3,65,18,,,0
Youssuf Sylla,BEL,FW,Willem II,21.0,2.0,1,0,0,3,6,2,1,0,0,,,0
Anas Tahiri,BEL,MF,Almere City,29.0,19.6,1,0,0,5,4,0,3,10,12,,,0
Benjamin Tahirovic,BIH,MF,Ajax,21.0,0.8,0,0,0,1,0,0,0,0,0,,,0
Juho Talvitie,FIN,MF,Heracles Almelo,19.0,16.8,1,0,0,12,19,0,35,15,11,,,0
Oussama Targhalline,MAR,MF,Feyenoord,22.0,3.1,0,0,0,1,7,0,3,3,8,,,0
Kenneth Taylor,NED,"MF,FW",Ajax,22.0,27.2,3,0,0,38,38,5,49,17,20,,,0
SГёren Tengstedt,DEN,MF,Go Ahead Eagles,24.0,4.7,0,0,0,2,8,0,4,0,5,,,0
Jordan Teze,NED,DF,PSV,24.0,0.4,0,0,0,0,1,0,1,1,2,,,0
Ryan Thomas,NZL,MF,Zwolle,29.0,9.4,4,0,0,12,11,0,1,23,20,,,0
Guus Til,NED,MF,PSV,26.0,22.4,2,0,0,22,20,3,44,5,16,,,0
Malik Tillman,USA,"MF,FW",PSV,22.0,21.3,2,0,0,29,36,3,36,30,39,,,0
Quinten Timber,NED,MF,Feyenoord,23.0,15.5,5,0,0,24,27,0,5,8,24,,,0
MickaГ«l Tirpan,BEL,DF,Willem II,30.0,21.6,4,0,0,29,21,0,101,27,35,,,0
Jens Toornstra,NED,MF,Utrecht,35.0,14.8,0,0,0,12,8,3,60,12,12,,,1
Bertrand TraorГ©,BFA,FW,Ajax,28.0,19.1,1,0,0,21,34,7,40,9,10,,,0
Gernot Trauner,AUT,DF,Feyenoord,32.0,15.4,5,0,0,23,9,0,0,34,8,,,0
Jacob Trenskow,DEN,MF,Heerenveen,23.0,19.4,0,0,0,9,9,5,37,16,18,,,0
Luka TunjiД‡,CRO,MF,Fortuna Sittard,18.0,5.3,1,0,0,8,7,0,29,2,4,,,0
Fofin Turay,NED,FW,Groningen,20.0,0.0,0,0,0,0,0,0,0,0,0,,,0
Calvin Twigt,NED,MF,Go Ahead Eagles,21.0,5.0,2,0,0,7,10,0,2,4,5,,,0
PrzemysЕ‚aw TytoЕ„,POL,GK,Twente,37.0,3.0,0,0,0,0,0,0,0,0,0,,,0
Ayase Ueda,JPN,FW,Feyenoord,25.0,13.4,0,0,0,11,29,1,3,1,3,,,0
Lars Unnerstall,GER,GK,Twente,34.0,31.0,0,0,0,0,2,0,0,0,0,,,0
Naci ГњnГјvar,NED,"MF,FW",Twente,21.0,4.3,2,0,0,4,8,2,16,1,4,,,0
Kyan Vaesen,BEL,FW,Willem II,23.0,21.1,2,1,0,30,19,11,6,7,5,,,0
Etienne Vaessen,SUR,GK,Groningen,29.0,32.0,5,0,0,0,9,0,0,0,3,,,0
Luciano Valente,NED,MF,Groningen,20.0,28.7,4,1,0,15,28,7,45,9,13,,,0
Cherrion Valerius,CUW,DF,NAC Breda,18.0,13.3,2,0,0,12,21,0,34,23,32,,,0
Dave Van Den Berg,NED,MF,Zwolle,24.0,24.8,6,1,1,29,18,3,57,18,27,,,0
Jan Van den Bergh,BEL,DF,NAC Breda,29.0,30.0,11,0,0,29,20,7,46,32,39,,,0
Dario Van den Buijs,BEL,DF,RKC Waalwijk,28.0,12.3,1,0,0,5,1,0,2,17,18,,,0
Alec Van Hoorenbeeck,BEL,DF,Twente,25.0,12.4,1,0,0,6,8,1,4,11,14,,,0
Per Van Loon,,FW,Willem II,,0.2,0,0,0,1,0,0,0,0,2,,,0
Syb Van Ottele,NED,"DF,MF",Fortuna Sittard,22.0,20.8,3,0,0,24,21,0,30,36,39,,,0
Joey Veerman,NED,MF,PSV,25.0,20.3,3,0,0,18,8,0,172,7,25,,,0
Odysseus Velanas,NED,"MF,FW",Zwolle,26.0,15.2,1,0,0,18,15,5,52,11,10,,,0
Apostolos Vellios,GRE,FW,Zwolle,32.0,0.1,0,0,0,0,0,1,0,0,0,,,0
Dylan Vente,NED,FW,Zwolle,25.0,28.0,3,0,0,29,27,2,20,4,10,,,0
Calvin Verdonk,IDN,DF,NEC Nijmegen,27.0,31.7,9,0,0,25,8,1,72,44,66,,,1
Valentino Vermeulen,NED,"DF,MF",Willem II,23.0,0.3,1,0,0,2,0,1,1,1,1,,,0
Arno Verschueren,BEL,FW,Twente,27.0,22.4,6,0,0,46,13,1,26,17,21,,,1
Dion Versluis,NED,,NAC Breda,21.0,0.2,0,0,0,0,0,0,0,0,0,,,0
Niklas Vesterlund,DEN,DF,Utrecht,25.0,7.1,1,0,0,4,3,0,6,7,5,,,0
Nick Viergever,NED,DF,Utrecht,34.0,32.8,2,1,0,19,11,0,4,23,34,,,0
Ricardo Visus,ESP,DF,Almere City,23.0,21.8,4,1,0,31,15,1,9,46,22,,,0
Michel Vlap,NED,MF,Twente,27.0,27.8,3,0,0,22,23,2,135,31,30,,,0
Patrick Vroegh,NED,MF,RKC Waalwijk,24.0,0.4,0,0,0,3,0,0,3,2,2,,,0
Wout Weghorst,NED,FW,Ajax,31.0,12.1,2,0,0,16,24,5,5,1,2,,,0
Daouda Weidmann,CIV,MF,RKC Waalwijk,21.0,8.8,3,1,1,16,12,0,10,9,9,,,0
Robbin Weijenberg,NED,"MF,DF",Go Ahead Eagles,19.0,3.4,0,0,0,6,3,1,0,2,11,,,0
