Player,Nation,Pos,Squad,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
Jesse Joronen,FIN,GK,Venezia,31,7.8,0,0,0,1,0,0,0,0,0,,,1
Luka JoviД‡,SRB,FW,Milan,26,6.2,1,0,0,4,7,0,2,1,0,,,0
Mohamed Kaba,FRA,MF,Lecce,22,5.0,1,0,0,6,10,0,1,4,8,,,0
Christian Kabasele,BEL,DF,Udinese,33,12.9,0,0,0,20,16,0,2,14,9,,,0
Pierre Kalulu,FRA,DF,Juventus,24,26.0,2,1,0,26,19,2,22,17,25,,,0
Hassane Kamara,CIV,"MF,DF",Udinese,30,22.2,8,1,1,25,22,1,107,28,25,,,0
Yann Karamoh,FRA,"MF,FW",Torino,26,11.6,2,0,0,12,14,4,24,3,2,,,0
Jesper Karlsson,SWE,"MF,FW",Lecce,26,8.8,3,0,0,10,4,1,31,0,2,,,0
Jesper KarlstrГ¶m,SWE,MF,Udinese,29,35.4,9,0,0,41,25,1,15,35,34,,,0
Lior Kasa,ISR,MF,Genoa,18,2.6,2,0,0,4,3,0,2,3,2,,,0
Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,26,9.7,4,0,0,16,19,1,24,7,15,,,0
Michael Kayode,ITA,DF,Fiorentina,20,1.4,0,0,0,1,2,0,6,2,1,,,0
Moise Kean,ITA,FW,Fiorentina,24,30.0,6,0,0,41,52,57,9,6,5,,,0
Mandela Keita,BEL,MF,Parma,22,20.3,6,1,1,29,33,1,0,17,25,,,0
Lloyd Kelly,ENG,DF,Juventus,25,11.3,1,0,0,14,4,0,13,2,11,,,0
Marc-Oliver Kempf,GER,DF,Como,29,29.1,6,1,1,21,20,0,4,29,21,,,0
Kialonda,ANG,DF,Lecce,26,23.8,3,0,0,9,20,0,3,31,12,,,0
Magnus Kofod Andersen,DEN,MF,Venezia,25,7.7,1,0,0,7,5,0,16,6,4,,,0
Sead KolaЕЎinac,BIH,DF,Atalanta,31,21.1,7,0,0,38,20,3,10,27,26,,,1
Randal Kolo Muani,FRA,FW,Juventus,25,12.9,0,0,0,27,20,6,8,4,7,,,0
Ismael Konate,ITA,FW,Empoli,18,1.3,0,0,0,5,2,0,1,0,2,,,0
Manu KonГ©,FRA,MF,Roma,23,28.6,6,0,0,27,86,2,2,26,26,,,0
Teun Koopmeiners,NED,MF,Juventus,26,22.2,3,0,0,32,9,3,113,8,17,,,0
Odilon Kossounou,CIV,DF,Atalanta,23,12.5,1,0,0,15,6,1,3,13,10,,,0
Christian KouamГ©,CIV,"FW,MF",Empoli,26,12.5,1,0,0,20,29,4,8,1,12,,,0
Viktor Kovalenko,UKR,MF,Empoli,28,0.9,0,0,0,2,2,0,1,0,1,,,0
Mateusz Kowalski,POL,MF,Parma,19,0.6,0,0,0,1,0,0,0,0,0,,,0
Thomas Kristensen,DEN,DF,Udinese,22,19.5,5,0,0,31,3,1,10,21,20,,,0
Nikola KrstoviД‡,MNE,FW,Lecce,24,34.0,6,0,0,57,55,20,8,6,8,,,0
Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,23,13.1,1,0,0,12,33,0,50,4,9,,,0
Giorgos Kyriakopoulos,GRE,MF,Monza,28,31.6,5,0,0,24,36,6,171,25,28,,,1
Mathis Lambourde,FRA,FW,Hellas Verona,18,1.0,1,0,0,4,1,0,1,0,1,,,0
Gianluca Lapadula,PER,FW,Cagliari,34,3.4,1,0,0,9,1,1,3,0,0,,,0
Valentino Lazaro,AUT,MF,Torino,28,25.6,6,0,0,30,13,2,142,10,12,,,0
Darko LazoviД‡,SRB,MF,Hellas Verona,33,16.2,0,0,0,9,5,4,69,11,11,,,0
Manuel Lazzari,ITA,DF,Lazio,30,15.6,3,0,0,12,29,1,97,9,15,,,0
Enzo Le FГ©e,FRA,MF,Roma,24,3.5,1,0,0,6,5,0,7,5,4,,,0
Nicola Leali,ITA,GK,Genoa,31,29.0,1,0,0,1,6,0,0,0,0,,,1
Rafael LeГЈo,POR,"MF,FW",Milan,25,25.8,5,0,0,19,52,7,55,6,11,,,0
Stefan Lekovic,SRB,DF,Monza,20,4.1,0,0,0,5,3,0,0,8,4,,,1
Nunzio Lella,ITA,MF,Venezia,24,0.1,0,0,0,1,1,0,0,0,0,,,0
Giovanni Leoni,ITA,DF,Parma,17,13.3,3,1,0,11,9,0,3,16,9,,,0
Ben Lhassine Kone,CIV,MF,Como,24,0.6,1,0,0,1,1,0,0,1,2,,,0
Mattia Liberali,ITA,MF,Milan,17,0.7,0,0,0,1,0,0,2,0,1,,,0
Karol Linetty,POL,MF,Torino,29,17.1,6,0,0,39,14,0,3,9,22,,,0
Dailon Livramento,CPV,"MF,FW",Hellas Verona,23,10.4,2,1,0,21,6,8,18,3,11,,,0
Stanislav Lobotka,SVK,MF,Napoli,29,29.3,3,0,0,24,31,0,3,21,32,,,0
Manuel Locatelli,ITA,MF,Juventus,26,31.4,9,0,0,46,22,1,24,21,49,,,0
Ruben Loftus-Cheek,ENG,MF,Milan,28,11.5,3,0,0,23,27,0,7,3,8,,,0
Ademola Lookman,NGA,"MF,FW",Atalanta,26,25.0,4,0,0,31,20,26,123,4,16,,,0
Sandi LovriД‡,SVN,MF,Udinese,26,25.6,5,0,0,54,34,0,89,22,30,,,0
Lorenzo Lucca,ITA,FW,Udinese,23,26.1,10,0,0,65,55,16,5,6,6,,,0
Jhon LucumГ­,COL,DF,Bologna,26,29.0,8,1,0,22,16,0,4,24,29,,,0
JosГ© Luis Palomino,ARG,DF,Cagliari,34,12.0,3,0,0,11,2,0,0,21,17,,,0
Douglas Luiz,BRA,MF,Juventus,26,5.9,2,0,0,14,7,0,26,5,8,,,0
Romelu Lukaku,BEL,FW,Napoli,31,31.6,4,0,0,47,36,24,4,1,2,,,0
Sebastiano Luperto,ITA,DF,Cagliari,27,36.0,4,0,0,23,20,1,8,30,28,,,0
Zito Luvumbo,ANG,"FW,MF",Cagliari,22,17.8,2,0,0,38,51,11,65,4,7,,,0
Babis Lykogiannis,GRE,DF,Bologna,30,11.6,3,0,0,10,7,2,105,14,14,,,0
Mathias LГёvik,NOR,MF,Parma,20,1.0,0,0,0,2,0,0,3,2,1,,,0
Giangiacomo Magnani,ITA,DF,Hellas Verona,28,11.8,2,0,0,8,11,0,2,17,15,,,0
Mike Maignan,FRA,GK,Milan,29,36.6,1,0,0,1,7,0,0,0,0,,,0
Antoine Makoumbou,CGO,MF,Cagliari,26,23.9,4,1,1,27,15,0,7,17,22,,,0
Daniel Maldini,ITA,MF,Atalanta,22,17.4,5,0,0,18,46,3,43,6,8,,,0
Youssef Maleh,MAR,MF,Empoli,25,16.8,5,1,1,32,29,1,16,14,24,,,0
Ruslan Malinovskyi,UKR,MF,Genoa,31,4.3,2,0,0,9,5,0,3,1,10,,,0
Dennis Man,ROU,"MF,FW",Parma,25,22.2,0,0,0,8,17,4,33,8,6,,,0
Gianluca Mancini,ITA,DF,Roma,28,34.9,8,0,0,49,34,6,32,33,26,,,0
Christos Mandas,GRE,GK,Lazio,22,9.0,0,0,0,0,3,0,0,0,0,,,0
Rolando Mandragora,ITA,MF,Fiorentina,27,21.5,7,0,0,21,39,2,42,14,14,,,0
Alberto Manzoni,ITA,MF,Atalanta,19,0.1,0,0,0,1,1,0,0,0,0,,,0
Alessandro Marcandalli,ITA,DF,Venezia,21,4.4,2,0,0,9,0,0,0,2,6,,,0
Filip MarchwiЕ„ski,POL,MF,Lecce,22,0.2,0,0,0,0,1,0,0,0,0,,,0
Pablo MarГ­,ESP,DF,Fiorentina,30,30.3,6,1,1,41,10,0,1,61,24,,,0
Luca Marianucci,ITA,DF,Empoli,20,11.9,0,1,0,11,5,0,6,21,12,,,0
Mirko MariД‡,CRO,FW,Venezia,29,5.2,0,0,0,5,6,3,5,2,3,,,0
Rafa MarГ­n,ESP,DF,Napoli,22,1.6,1,0,0,2,1,0,0,1,0,,,0
RДѓzvan Marin,ROU,MF,Cagliari,28,15.6,4,0,0,25,13,0,77,2,14,,,0
Guillermo MaripГЎn,CHI,DF,Torino,30,26.0,4,1,0,29,8,1,1,38,23,,,0
AarГіn MartГ­n,ESP,"DF,MF",Genoa,27,34.3,5,0,0,38,28,4,257,20,48,,,0
Josep Martinez,ESP,GK,Inter,26,5.0,0,0,0,0,1,0,0,0,0,,,0
Lautaro MartГ­nez,ARG,FW,Inter,26,28.5,1,0,0,42,42,21,13,9,15,,,0
Lucas MartГ­nez Quarta,ARG,DF,Fiorentina,28,3.9,1,0,0,8,2,0,0,1,7,,,0
Kevin Martins,ITA,MF,Monza,19,2.0,1,0,0,3,4,0,6,1,4,,,0
Adam MaruЕЎiД‡,MNE,DF,Lazio,31,26.0,1,0,0,20,14,2,54,16,19,,,1
Adam Masina,MAR,DF,Torino,30,21.3,5,0,0,23,18,2,14,26,15,,,0
Patrizio Masini,ITA,MF,Genoa,23,17.1,3,0,0,36,48,0,26,16,28,,,0
Alan Matturro,URU,DF,Genoa,19,10.0,2,0,0,10,5,2,8,14,6,,,0
Andrea Mazza,ITA,GK,Monza,20,0.1,0,0,0,0,0,0,0,0,0,,,0
Luca Mazzitelli,ITA,MF,Como,28,3.7,1,0,0,8,4,0,12,3,7,,,0
Pasquale Mazzocchi,ITA,"MF,DF",Napoli,29,7.8,3,0,0,9,5,1,12,5,7,,,0
Samuel Mbangula,BEL,MF,Juventus,20,7.9,1,0,0,6,14,0,17,3,10,,,0
Weston McKennie,USA,"MF,DF",Juventus,25,25.7,3,0,0,31,19,1,19,15,13,,,0
Scott McTominay,SCO,MF,Napoli,27,32.6,3,0,0,45,60,5,11,23,23,,,0
Filippo Melegoni,ITA,MF,Genoa,25,1.0,0,0,0,0,1,0,2,0,1,,,0
Alex Meret,ITA,GK,Napoli,27,33.4,0,0,0,1,4,0,0,0,0,,,1
Junior Messias,BRA,"MF,FW",Genoa,33,9.4,1,0,0,8,21,0,22,6,7,,,0
Valentin Mihaila,ROU,"MF,FW",Parma,24,14.3,2,0,0,17,20,1,33,7,15,,,0
Vanja MilinkoviД‡-SaviД‡,SRB,GK,Torino,27,37.0,3,0,0,1,10,0,0,0,0,,,0
Yerry Mina,COL,DF,Cagliari,29,28.5,6,1,1,40,57,2,1,39,34,,,0
Juan Miranda,ESP,DF,Bologna,24,25.3,4,1,0,27,32,2,212,23,20,,,0
Fabio Miretti,ITA,MF,Genoa,20,18.6,2,0,0,23,55,3,61,7,15,,,0
Henrikh Mkhitaryan,ARM,MF,Inter,35,26.6,4,0,0,33,24,5,25,14,24,,,0
Rui Modesto,ANG,MF,Udinese,24,6.8,1,0,0,10,5,1,26,8,12,,,0
Lorenzo MontipГІ,ITA,GK,Hellas Verona,28,36.0,0,0,0,0,7,0,0,0,0,,,1
ГЃlvaro Morata,ESP,"FW,MF",Milan,31,12.2,5,0,0,25,18,11,12,5,10,,,0
Alberto Moreno,ESP,DF,Como,32,19.2,4,0,0,17,14,1,49,13,13,,,0
Matias Moreno,ARG,DF,Fiorentina,20,1.6,0,0,0,4,0,0,2,1,8,,,0
Tete Morente,ESP,"MF,FW",Lecce,27,22.5,5,0,0,26,24,0,56,13,16,,,0
Nikola Moro,CRO,MF,Bologna,26,13.4,1,0,0,22,9,0,33,12,27,,,0
Daniel Mosquera,COL,FW,Hellas Verona,24,15.3,4,0,0,44,17,8,2,3,8,,,0
Dany Mota,POR,"MF,FW",Monza,26,23.4,3,0,0,30,36,7,38,8,4,,,0
Bob Murphy Omoregbe,ITA,FW,Milan,20,0.0,0,0,0,1,0,0,0,0,0,,,0
Yunus Musah,USA,"MF,FW",Milan,21,17.5,5,0,0,36,17,1,24,7,18,,,0
Juan Musso,ARG,GK,Atalanta,30,1.0,0,0,0,0,1,0,0,0,0,,,0
Kingstone Mutandwa,ZAM,FW,Cagliari,21,1.4,0,0,0,7,1,0,1,0,0,,,0
Obite N'Dicka,CIV,DF,Roma,24,38.0,2,0,0,37,23,1,0,35,27,,,0
Konan N'dri,CIV,MF,Lecce,23,3.4,0,0,0,7,6,0,13,1,3,,,0
Michel Ndary Adopo,FRA,MF,Cagliari,24,26.8,5,1,1,29,16,0,8,26,34,,,0
Cher Ndour,ITA,MF,Fiorentina,20,4.5,1,0,0,6,6,0,7,2,1,,,0
Dan Ndoye,SUI,"MF,FW",Bologna,23,23.8,4,0,0,23,101,13,43,9,20,,,0
Victor Nelsson,DEN,DF,Roma,25,2.1,0,0,0,2,5,0,0,2,3,,,0
David Neres,BRA,FW,Napoli,27,14.3,1,0,0,14,10,4,92,7,11,,,0
Cyril Ngonge,BEL,FW,Napoli,24,2.4,2,0,0,8,14,1,11,2,5,,,0
Cheikh Niasse,SEN,MF,Hellas Verona,24,8.4,4,0,0,11,14,0,2,16,15,,,0
Hans Nicolussi Caviglia,ITA,MF,Venezia,24,31.8,7,1,1,50,38,0,69,29,29,,,0
Oliver Nielsen,DEN,DF,Lazio,21,0.4,1,0,0,2,0,1,0,1,0,,,0
Alieu Njie,SWE,FW,Torino,19,4.4,1,0,0,12,12,2,6,0,1,,,0
Brooke Norton-Cuffy,ENG,"MF,DF",Genoa,20,8.0,0,0,0,7,3,0,12,3,7,,,0
Tijjani Noslin,NED,"MF,FW",Lazio,25,9.6,2,0,0,20,15,1,15,1,5,,,0
Adam Obert,SVK,"DF,MF",Cagliari,21,12.0,4,0,0,22,7,0,10,21,17,,,0
Jens Odgaard,DEN,MF,Bologna,25,21.7,1,0,0,42,44,4,23,10,13,,,0
Noah Okafor,SUI,"FW,MF",Napoli,24,5.0,0,0,0,8,6,1,16,2,3,,,0
Yllan Okou,FRA,DF,Hellas Verona,21,0.0,0,0,0,0,0,0,0,0,0,,,0
Maduka Okoye,NGA,GK,Udinese,24,25.0,1,0,0,0,1,0,0,0,0,,,1
MathГ­as Olivera,URU,DF,Napoli,26,26.3,4,0,0,28,22,2,22,25,36,,,0
Jean Onana,CMR,MF,Genoa,24,3.4,1,0,0,12,2,0,1,4,6,,,0
Jacob Ondrejka,SWE,MF,Parma,21,4.7,0,0,0,1,8,0,16,7,5,,,0
Gaetano Oristanio,ITA,"FW,MF",Venezia,21,25.7,3,0,0,50,71,11,56,7,14,,,0
Riccardo Orsolini,ITA,"MF,FW",Bologna,27,20.9,2,0,0,27,46,12,70,9,14,,,0
Yordan Osorio,VEN,DF,Parma,30,1.9,0,0,0,5,2,0,0,4,2,,,0
Sebastian Otoa,DEN,DF,Genoa,20,2.0,1,1,0,5,0,0,0,3,0,,,0
Remi Oudin,FRA,MF,Lecce,27,3.3,1,0,0,2,1,0,21,2,1,,,0
Cheick Oumar Conde,GUI,MF,Venezia,24,1.7,2,0,0,5,4,0,0,3,6,,,0
Daniel Oyegoke,ENG,DF,Hellas Verona,21,1.1,1,0,0,2,0,0,4,1,2,,,0
Daniele Padelli,ITA,GK,Udinese,38,1.0,0,0,0,0,0,0,0,0,0,,,0
Simone Pafundi,ITA,FW,Udinese,18,1.3,0,0,0,1,6,0,13,0,3,,,0
TomГЎs Palacios,ARG,DF,Inter,21,5.1,2,0,0,2,10,1,1,10,5,,,0
Alberto Paleari,ITA,GK,Torino,31,1.0,0,0,0,0,1,0,0,0,0,,,0
Marco Palestra,ITA,MF,Atalanta,19,2.5,0,0,0,1,10,1,11,1,4,,,0
Matteo Palma,GER,DF,Udinese,16,0.1,0,0,0,1,0,0,0,0,0,,,0
Leandro Paredes,ARG,MF,Roma,30,15.3,4,0,0,15,16,0,57,20,14,,,0
Fabiano Parisi,ITA,"MF,DF",Fiorentina,23,12.5,3,0,0,17,28,0,13,17,17,,,0
Mario PaЕЎaliД‡,CRO,MF,Atalanta,29,21.9,1,0,0,19,10,2,11,12,16,,,0
Patric,ESP,DF,Lazio,31,6.7,2,0,0,5,5,0,2,3,7,,,0
Rui PatrГ­cio,POR,GK,Atalanta,36,3.0,0,0,0,0,0,0,0,0,0,,,0
Benjamin Pavard,FRA,DF,Inter,28,17.6,4,0,0,18,9,2,11,16,16,,,0
Strahinja PavloviД‡,SRB,DF,Milan,23,20.7,3,1,0,20,18,2,10,16,31,,,0
Leonardo Pavoletti,ITA,FW,Cagliari,35,4.9,5,0,0,25,7,7,0,0,0,,,0
MartГ­n Payero,ARG,MF,Udinese,25,15.3,5,0,0,35,39,0,39,13,15,,,0
NicolГЎs Paz,ARG,"MF,FW",Como,19,29.9,6,0,0,47,33,2,42,20,32,,,0
Marcus Pedersen,NOR,"MF,DF",Torino,24,15.1,3,0,0,16,4,4,56,13,8,,,0
Pedro,ESP,"MF,FW",Lazio,37,12.2,2,0,0,17,24,1,65,2,14,,,0
Pietro Pellegri,ITA,FW,Empoli,23,4.6,2,0,0,10,5,1,3,0,2,,,0
Lorenzo Pellegrini,ITA,MF,Roma,28,18.1,4,0,0,26,26,4,49,6,16,,,0
Luca Pellegrini,ITA,DF,Lazio,25,11.9,5,0,0,18,11,0,86,18,10,,,0
Mateo Pellegrino,ARG,FW,Parma,23,8.2,2,0,0,27,16,0,4,1,2,,,0
Andy Pelmard,MAD,DF,Lecce,24,1.4,1,0,0,2,0,0,0,0,6,,,0
Sergiu Perciun,MDA,MF,Torino,18,1.7,0,0,0,3,4,0,5,1,2,,,0
Pedro Pereira,POR,"MF,DF",Monza,26,29.6,10,0,0,48,9,0,58,23,30,,,0
GastГіn Pereiro,URU,"FW,MF",Genoa,29,0.3,0,0,0,0,1,0,1,0,0,,,0
Kike PГ©rez,ESP,MF,Venezia,27,12.4,4,0,0,31,16,1,48,11,25,,,0
NehuГ©n PГ©rez,ARG,DF,Udinese,24,2.0,0,0,0,3,2,0,0,1,1,,,0
Simone Perilli,ITA,GK,Hellas Verona,29,2.0,0,0,0,0,0,0,0,0,0,,,0
Mattia Perin,ITA,GK,Juventus,31,5.0,0,0,0,0,0,0,0,0,0,,,0
MГЎximo Perrone,ARG,MF,Como,21,20.6,6,0,0,26,13,0,4,20,26,,,0
Matteo Pessina,ITA,MF,Monza,27,9.5,2,0,0,5,13,0,6,11,4,,,0
Andrea Petagna,ITA,FW,Monza,29,3.7,1,0,0,6,4,4,1,1,1,,,0
Giuseppe Pezzella,ITA,MF,Empoli,26,32.0,7,0,0,48,33,6,177,16,32,,,0
Roberto Piccoli,ITA,FW,Cagliari,23,34.7,6,0,0,60,54,23,8,3,10,,,0
Nicholas Pierini,ITA,FW,Venezia,25,0.9,0,0,0,1,2,0,3,0,0,,,0
Santiago Pierotti,ARG,"MF,FW",Lecce,23,21.5,6,1,1,54,13,12,17,11,25,,,0
Balthazar Pierret,FRA,MF,Lecce,24,19.1,2,0,0,34,20,0,9,23,34,,,0
Andrea Pinamonti,ITA,FW,Genoa,25,31.7,4,0,0,21,43,15,17,1,6,,,0
Nicola Pintus,ITA,DF,Cagliari,19,0.0,0,0,0,0,0,0,0,0,0,,,0
NiccolГІ Pisilli,ITA,MF,Roma,19,13.6,7,0,0,19,13,1,10,11,12,,,0
DamiГЎn Pizarro,CHI,FW,Udinese,19,0.2,0,0,0,0,0,0,0,0,0,,,0
Semuel Pizzignacco,ITA,GK,Monza,22,8.2,0,0,0,0,2,0,0,0,0,,,1
Tommaso Pobega,ITA,MF,Bologna,25,13.1,6,2,1,33,14,0,8,15,20,,,0
Joel Pohjanpalo,FIN,FW,Venezia,29,17.8,1,0,0,12,15,10,3,4,3,,,0
Matteo Politano,ITA,"FW,MF",Napoli,30,31.2,3,0,0,14,31,6,229,13,16,,,0
Marin PongraДЌiД‡,CRO,DF,Fiorentina,26,15.2,3,1,1,26,7,0,1,12,12,,,1
Stefan Posch,AUT,DF,Atalanta,27,12.2,1,0,0,27,17,1,23,9,25,,,0
Matteo Prati,ITA,MF,Cagliari,20,6.3,1,0,0,8,6,0,5,7,4,,,0
Ivan Provedel,ITA,GK,Lazio,30,29.0,0,0,0,0,5,0,0,1,0,,,0
Diego Pugno,ITA,DF,Juventus,18,0.1,0,0,0,0,0,0,0,0,0,,,0
Christian Pulisic,USA,"MF,FW",Milan,25,27.5,1,0,0,20,37,3,118,5,29,,,0
IonuИ› Radu,ROU,GK,Venezia,27,15.0,1,0,0,0,1,0,0,0,0,,,0
Hamza Rafia,TUN,MF,Lecce,25,11.8,4,0,0,26,25,0,44,4,28,,,0
Antonio Raimondo,ITA,FW,Venezia,20,1.0,0,0,0,2,1,1,1,0,1,,,0
Ylber Ramadani,ALB,MF,Lecce,28,20.1,4,0,0,18,11,0,6,22,29,,,0
Luca Ranieri,ITA,DF,Fiorentina,25,34.1,7,0,0,25,23,1,8,28,25,,,0
Giacomo Raspadori,ITA,"FW,MF",Napoli,24,12.3,1,0,0,12,20,1,67,3,9,,,0
Federico Ravaglia,ITA,GK,Bologna,24,11.7,0,0,0,0,4,0,0,0,0,,,0
Ante RebiД‡,CRO,"FW,MF",Lecce,30,8.8,3,2,0,19,14,7,32,2,10,,,0
Tijjani Reijnders,NED,MF,Milan,26,34.8,2,1,0,28,22,2,46,37,13,,,0
Pepe Reina,ESP,GK,Como,41,11.5,0,1,0,1,1,0,0,0,0,,,0
Devyne Rensch,NED,"MF,DF",Roma,21,5.2,0,0,0,1,7,1,11,6,12,,,0
Mateo Retegui,ITA,FW,Atalanta,25,26.5,3,0,0,32,34,6,14,3,10,,,0
Samuele Ricci,ITA,MF,Torino,22,31.4,8,1,0,38,70,0,30,27,21,,,0
Amir Richardson,MAR,MF,Fiorentina,22,12.2,6,0,0,31,19,1,5,5,12,,,0
Sergi Roberto,ESP,MF,Como,32,7.7,4,0,0,7,14,0,6,9,10,,,0
Alessio Romagnoli,ITA,DF,Lazio,29,29.7,4,2,0,28,14,2,0,27,27,,,0
Marten de Roon,NED,"MF,DF",Atalanta,33,34.0,5,0,0,48,23,1,28,48,47,,,0
Jonas Rouhi,SWE,DF,Juventus,20,2.3,0,0,0,4,2,0,3,2,1,,,0
NicolГІ Rovella,ITA,MF,Lazio,22,30.2,13,0,0,43,33,2,35,43,52,,,0
Amir Rrahmani,KVX,DF,Napoli,30,37.8,2,0,0,42,16,0,1,27,30,,,1
Tommaso Rubino,ITA,FW,Fiorentina,17,0.1,0,0,0,1,0,0,0,0,0,,,0
Matteo Ruggeri,ITA,"MF,DF",Atalanta,22,19.5,2,0,0,12,5,2,82,24,24,,,0
Stefano Sabelli,ITA,"DF,MF",Genoa,31,22.9,3,0,0,25,23,0,59,21,31,,,0
Alexis Saelemaekers,BEL,DF,Milan,25,16.4,4,0,0,13,32,0,62,10,21,,,0
Richie Sagrado,BEL,"MF,DF",Venezia,20,1.6,1,0,0,2,2,0,0,3,2,,,0
Marco Sala,ITA,"DF,MF",Lecce,25,3.7,3,0,0,6,2,0,17,1,7,,,0
Anass Salah-Eddine,MAR,MF,Roma,22,1.7,0,0,0,2,1,0,6,1,1,,,0
Lazar Samardzic,SRB,MF,Atalanta,22,13.0,3,0,0,19,10,1,60,3,14,,,0
Junior Sambia,FRA,MF,Empoli,27,4.3,0,0,0,5,9,0,28,3,10,,,0
Antonio Sanabria,PAR,FW,Torino,28,14.6,2,0,0,16,14,1,0,1,3,,,0
Alexis SГЎnchez,CHI,FW,Udinese,35,4.9,0,0,0,4,11,4,9,4,1,,,0
Nicola Sansone,ITA,"FW,MF",Lecce,32,0.7,1,0,0,0,1,1,4,0,0,,,0
Amin Sarr,SWE,FW,Hellas Verona,23,21.2,1,0,0,47,20,13,7,3,11,,,0
Razvan Sava,ROU,GK,Udinese,22,12.0,1,0,0,1,1,0,0,0,0,,,0
NicolГІ Savona,ITA,DF,Juventus,21,19.2,5,0,0,13,9,1,34,11,13,,,0
Saba Sazonov,GEO,DF,Torino,22,0.0,0,0,0,0,0,0,0,0,0,,,0
Giorgio Scalvini,ITA,DF,Atalanta,20,3.0,2,0,0,7,1,0,0,5,4,,,0
Gianluca Scamacca,ITA,FW,Atalanta,25,0.1,0,0,0,0,0,0,0,0,0,,,0
JoГ«l Schingtienne,BEL,DF,Venezia,21,12.5,2,0,0,7,1,0,0,11,17,,,0
Simone Scuffet,ITA,GK,Napoli,28,14.0,0,0,0,0,1,0,0,0,0,,,0
Jacopo Seghetti,ITA,GK,Empoli,19,1.0,0,0,0,0,0,0,0,0,0,,,0
Stefano Sensi,ITA,MF,Monza,28,3.0,0,0,0,3,6,0,12,3,5,,,0
Suat Serdar,GER,MF,Hellas Verona,27,15.3,4,1,1,32,18,0,9,7,24,,,0
Stephan El Shaarawy,ITA,"MF,FW",Roma,31,12.2,2,0,0,7,14,5,27,10,12,,,0
Alen Sherri,ALB,GK,Cagliari,26,6.9,0,0,0,0,0,0,0,1,0,,,0
Eldor Shomurodov,UZB,FW,Roma,29,12.2,1,0,0,14,7,3,6,3,6,,,0
Benjamin Siegrist,SUI,GK,Genoa,32,1.7,0,0,0,0,0,0,0,1,0,,,0
Marco Silvestri,ITA,GK,Empoli,33,5.0,0,0,0,0,0,0,0,0,0,,,0
Giovanni Simeone,ARG,FW,Napoli,29,4.7,1,0,0,7,16,2,3,1,0,,,0
ЕЃukasz Skorupski,POL,GK,Bologna,33,26.3,1,0,0,1,4,0,0,1,0,,,0
Ivan SmolДЌiД‡,CRO,DF,Como,23,7.0,2,0,0,11,5,0,4,10,9,,,0
Simon Sohm,SUI,MF,Parma,23,33.2,6,0,0,19,30,1,15,26,16,,,0
Ola Solbakken,NOR,"MF,FW",Empoli,25,8.4,2,0,0,8,2,2,7,3,3,,,0
Oumar Solet,FRA,DF,Udinese,24,18.6,3,1,1,17,14,0,9,16,19,,,0
Daniele Sommariva,ITA,GK,Genoa,27,0.3,0,0,0,0,0,0,0,0,0,,,0
Yann Sommer,SUI,GK,Inter,35,33.0,0,0,0,0,1,0,0,0,0,,,0
Borna Sosa,CRO,"MF,DF",Torino,26,13.1,0,0,0,12,7,1,52,12,16,,,0
Riccardo Sottil,ITA,MF,Milan,25,10.700000000000001,1,0,0,8,36,1,49,5,5,,,0
MatГ¬as SoulГ©,ARG,MF,Roma,21,19.8,3,0,0,12,36,1,87,11,16,,,0
Leonardo Spinazzola,ITA,"DF,MF",Napoli,31,16.9,1,0,0,6,12,1,65,9,10,,,0
Marco Sportiello,ITA,GK,Milan,32,1.4,0,0,0,0,0,0,0,0,0,,,0
Filip Stankovic,SRB,GK,Venezia,22,15.2,1,0,0,0,1,0,0,0,0,,,0
Petar StojanoviД‡,SVN,"DF,MF",Empoli,28,0.0,0,0,0,0,0,0,0,0,0,,,0
Gabriel Strefezza,BRA,"MF,FW",Como,27,29.1,5,0,0,46,71,2,124,13,38,,,0
Ibrahim Sulemana,GHA,MF,Atalanta,21,3.1,1,0,0,2,2,0,0,0,3,,,0
TomГЎЕЎ Suslov,SVK,"MF,FW",Hellas Verona,22,23.1,7,1,1,54,65,2,50,17,38,,,0
Zion Suzuki,JPN,GK,Parma,21,36.8,2,1,1,3,6,0,0,0,0,,,0
Marin Е verko,CRO,DF,Venezia,26,12.4,3,0,0,9,10,0,2,15,9,,,0
Mile Svilar,SRB,GK,Roma,24,38.0,1,0,0,0,8,0,0,0,0,,,0
Michael Svoboda,AUT,DF,Venezia,25,14.6,1,0,0,6,11,0,2,22,16,,,0
Adrien Tameze,CMR,"MF,DF",Torino,30,7.2,3,0,0,8,4,0,9,5,3,,,0
Mehdi Taremi,IRN,FW,Inter,32,9.1,1,0,0,9,13,6,1,0,1,,,0
Nuno Tavares,POR,DF,Lazio,24,18.7,4,1,1,18,30,1,125,22,22,,,0
Loum Tchaouna,FRA,"MF,FW",Lazio,20,7.3,4,1,1,11,7,0,32,4,3,,,0
Jackson Tchatchoua,CMR,"MF,DF",Hellas Verona,22,35.2,7,1,0,26,11,8,118,14,31,,,0
Casper Tengstedt,DEN,FW,Hellas Verona,24,16.9,2,0,0,6,9,6,11,4,5,,,0
