Player,Nation,Pos,Squad,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
Aleksandr Maksimenko,RUS,GK,Spartak Moscow,26,27.0,1,0,0,0,0,0,0,0,0,,,0
Andrei Malykh,RUS,DF,Orenburg,35,14.7,6,0,0,22,6,0,52,16,19,,,0
Ricardo Mangas,POR,DF,Spartak Moscow,26,2.2,0,0,0,7,5,0,8,6,3,,,0
Braian Mansilla,ARG,"MF,FW",Orenburg,27,24.4,7,0,0,47,40,12,112,26,39,,,0
Gustavo Mantuan,BRA,"DF,MF",Zenit,23,18.2,6,0,0,14,59,1,145,11,27,,,0
Juan Manuel Boselli,URU,"MF,FW",Nizhny Novgorod,24,22.1,6,2,1,36,52,5,69,9,4,,,0
Konstantin Maradishvili,RUS,MF,Nizhny Novgorod,24,0.8,0,0,0,0,4,0,0,0,1,,,0
Nicolas Marichal,URU,DF,Dynamo Moscow,23,17.9,0,0,0,16,5,1,2,30,32,,,0
Jimmy MarГ­n,CRC,"MF,FW",Orenburg,26,17.5,4,0,0,20,23,5,133,3,9,,,0
Yevgeni Markov,RUS,FW,Fakel Voronezh,30,11.4,2,1,0,17,26,7,4,6,4,,,0
Marquinhos,BRA,"MF,FW",Spartak Moscow,24,20.5,2,0,0,29,50,11,89,19,18,,,0
Christopher Martins,LUX,MF,Spartak Moscow,27,16.4,7,0,0,47,36,6,17,12,23,,,0
Pavel Maslov,RUS,DF,Spartak Moscow,24,0.2,0,0,0,1,0,0,0,0,0,,,0
Nikita Massalyga,RUS,MF,Spartak Moscow,16,0.5,0,0,0,0,0,0,3,0,0,,,0
Vladislav Masternoy,RUS,MF,Fakel Voronezh,28,3.2,1,0,0,6,3,0,10,3,4,,,0
JesГєs Medina,PAR,"MF,FW",Spartak Moscow,27,6.4,2,0,0,5,8,2,34,5,7,,,1
Nikita Medvedev,RUS,GK,Nizhny Novgorod,29,28.0,2,0,0,0,6,0,0,0,0,,,0
El Mehdi Maouhoub,MAR,FW,Dynamo Moscow,21,8.9,4,1,1,15,11,12,5,5,4,,,0
Robert MejГ­a,COL,MF,FC Khimki,23,17.7,6,0,0,37,22,1,4,31,31,,,0
Viktor Melekhin,RUS,DF,Rostov,20,9.4,4,0,0,14,14,0,1,32,11,,,0
Stefan Melentijevic,SRB,DF,FC Khimki,20,0.7,0,0,0,0,0,0,0,2,1,,,0
Pavel Meleshin,RUS,FW,Spartak Moscow,20,0.2,0,0,0,0,1,0,0,0,1,,,0
Georgi Melkadze,RUS,FW,Akhmat Grozny,27,11.2,3,0,0,22,17,2,4,5,8,,,0
VГ­ctor MГ©ndez,CHI,MF,Samara,24,6.5,1,0,0,9,4,0,2,7,4,,,0
Dylan Mertens,NED,"MF,FW",Fakel Voronezh,29,15.6,5,1,0,36,11,0,16,4,17,,,0
Iaroslav Mikhailov,RUS,MF,Orenburg,21,18.5,2,0,0,25,11,1,13,33,28,,,0
Ognjen Mimovic,SRB,DF,Zenit,19,1.2,1,0,0,3,1,0,3,0,4,,,0
Aleksey Mironov,RUS,MF,Rostov,24,0.1,0,0,0,1,0,0,1,0,0,,,0
Reziuan Mirzov,RUS,"MF,FW",FC Khimki,31,12.4,4,0,0,13,22,6,22,2,7,,,0
Mario Mitaj,ALB,DF,Loko Moscow,20,0.1,0,0,0,1,0,0,0,0,0,,,0
Anton Mitryushkin,RUS,GK,Loko Moscow,28,8.0,0,0,0,0,1,0,0,0,0,,,0
Mohammad Mohebbi,IRN,FW,Rostov,25,11.4,2,0,0,16,21,15,11,3,6,,,0
MoisГ©s,BRA,DF,CSKA Moscow,29,24.4,4,0,0,25,14,3,35,15,23,,,0
CГ©sar Montes,MEX,DF,Loko Moscow,27,15.9,1,0,0,18,9,0,0,15,18,,,0
Evgeni Morozov,RUS,DF,Loko Moscow,23,8.6,5,0,0,13,7,3,0,10,9,,,0
Bogdan Moskvichev,RUS,GK,Orenburg,20,16.8,1,0,0,0,4,0,0,0,1,,,0
Vladimir Moskvichev,RUS,MF,FK Akron Tolyatti,24,2.8,1,0,0,6,4,0,2,1,11,,,0
Andrei Mostovoy,RUS,MF,Zenit,26,15.4,1,0,0,9,41,3,42,5,11,,,0
Nichita MoИ›pan,MDA,"MF,FW",Fakel Voronezh,23,9.1,3,1,0,15,18,0,33,3,16,,,0
Enri Mukba,RUS,DF,Rubin Kazan,18,0.4,0,0,0,2,0,0,1,0,0,,,0
Anton Mukhin,RUS,MF,Nizhny Novgorod,19,4.8,2,0,0,7,5,1,0,4,6,,,0
TomГЎs Muro,ARG,MF,Orenburg,22,0.4,1,0,0,1,3,0,0,0,1,,,0
Tamerlan Musaev,RUS,FW,CSKA Moscow,23,22.2,2,0,0,32,21,9,9,7,17,,,0
Egor Nazarenko,RUS,MF,Dynamo Moscow,18,0.2,0,0,0,2,0,0,0,1,1,,,0
IonuИ› Nedelcearu,ROU,DF,FK Akron Tolyatti,28,11.5,2,0,0,20,12,0,0,7,8,,,0
Maksim Nenakhov,RUS,DF,Loko Moscow,25,21.7,4,0,0,29,38,0,46,27,37,,,0
Moumi Ngamaleu,CMR,MF,Dynamo Moscow,30,18.1,3,0,0,21,58,9,28,20,14,,,0
Shamar Nicholson,JAM,FW,Spartak Moscow,27,2.7,1,0,0,4,2,3,2,0,0,,,0
Artur Nigmatullin,RUS,GK,Rubin Kazan,33,2.0,0,0,0,0,0,0,0,0,0,,,0
Nino,BRA,DF,Zenit,27,28.5,3,0,0,19,26,1,7,30,20,,,0
Konstantin Nizhegorodov,RUS,DF,Rubin Kazan,22,4.1,1,0,0,5,3,0,1,7,4,,,0
Gerzino Nyamsi,CMR,DF,Loko Moscow,27,21.1,2,0,0,22,7,1,1,17,18,,,0
Ivan Oblyakov,RUS,"MF,FW",CSKA Moscow,26,28.0,5,1,1,27,43,2,126,25,31,,,0
Igor Obukhov,RUS,GK,FC Khimki,28,9.0,0,0,0,0,3,0,0,0,0,,,0
Daniil Odoevski,RUS,GK,Rostov,21,8.3,0,0,0,1,2,0,0,0,0,,,0
Stepan Oganesyan,RUS,MF,Orenburg,22,3.2,1,0,0,5,3,2,11,1,6,,,0
Viktor Okishor,RUS,MF,Dynamo Moscow,17,0.7,0,0,0,4,1,0,5,0,1,,,0
Lucas Olaza,URU,DF,Krasnodar,30,26.3,4,0,0,24,22,1,146,21,38,,,0
Ivan Oleinikov,RUS,MF,Akhmat Grozny,25,21.0,2,0,0,20,36,6,38,7,23,,,0
Olakunle Olusegun,NGA,MF,Krasnodar,22,6.5,1,0,0,7,8,0,8,10,8,,,0
Mikhail Oparin,RUS,GK,Akhmat Grozny,31,1.0,0,0,0,0,0,0,0,0,0,,,0
Orinho,BRA,DF,FC Khimki,29,16.5,1,0,0,11,23,0,43,13,22,,,0
Dominik Oroz,CRO,DF,Samara,23,13.9,6,1,1,23,2,0,2,22,15,,,1
Franco Orozco,ARG,MF,Samara,22,7.1,0,0,0,7,23,3,27,1,2,,,0
Maksim Osipenko,RUS,DF,Rostov,30,28.1,2,0,0,18,22,3,30,46,23,,,0
Ognjen OЕѕegoviД‡,SRB,FW,Nizhny Novgorod,30,11.0,4,0,0,19,39,10,4,1,6,,,0
Maksim Paliyenko,RUS,MF,FK Akron Tolyatti,29,4.6,1,0,0,3,5,0,15,5,4,,,0
Valentin Paltsev,RUS,DF,D'mo Makhachkala,23,28.0,4,0,0,20,65,0,17,43,40,,,0
Kirill Panchenko,RUS,"FW,MF",FC Khimki,34,0.6,0,0,0,0,2,2,0,0,0,,,0
Kaio PantaleГЈo,BRA,DF,Krasnodar,28,11.0,1,0,0,16,13,1,1,23,15,,,0
MatГ­as PГ©rez,ARG,DF,Orenburg,25,16.0,5,0,0,18,4,0,1,40,31,,,1
Dmitriy Pestryakov,RUS,"FW,DF",FK Akron Tolyatti,17,11.4,2,0,0,12,19,0,19,11,10,,,0
Sergei Pesyakov,RUS,GK,Samara,35,17.7,2,0,0,0,2,0,0,0,0,,,0
Sergei Petrov,RUS,DF,Krasnodar,33,18.9,4,0,0,11,13,0,53,27,20,,,0
Kevin Pina,CPV,MF,Krasnodar,26,23.2,6,0,0,47,25,2,3,25,44,,,0
Sergey Pinyaev,RUS,"MF,FW",Loko Moscow,19,19.3,3,0,0,20,24,1,79,8,7,,,0
Vladimir Pisarskiy,RUS,FW,Samara,28,0.2,0,0,0,0,0,0,0,0,0,,,0
Miralem PjaniД‡,BIH,MF,CSKA Moscow,34,10.5,4,0,0,11,11,0,51,17,11,,,0
Egor Pogostnov,RUS,DF,Loko Moscow,20,7.0,2,0,0,14,2,0,0,6,6,,,0
Nikolai Poiarkov,RUS,DF,Rostov,24,0.8,0,0,0,0,0,0,1,0,0,,,0
Ilya Pomazun,RUS,GK,Spartak Moscow,27,2.8,0,0,0,0,0,0,0,0,0,,,0
Kirill Pomeshkin,RUS,MF,D'mo Makhachkala,20,0.0,0,0,0,0,0,0,0,0,0,,,0
Pavel Popov,RUS,FW,Samara,21,0.2,1,0,0,1,0,0,0,1,1,,,0
Danila Prokhin,RUS,"DF,MF",Orenburg,23,24.6,7,1,0,29,11,0,12,42,46,,,0
Danil Prutsev,RUS,MF,Spartak Moscow,24,8.8,1,0,0,9,8,0,11,4,6,,,0
Belajdi Pusi,ALB,FW,Fakel Voronezh,26,2.0,0,0,0,3,1,2,4,0,0,,,0
Kiryl Pyachenin,BLR,DF,Samara,27,14.6,3,0,0,10,11,1,50,30,33,,,0
Maksim Radchenko,RUS,MF,Rostov,17,0.5,0,0,0,0,0,0,0,0,0,,,0
Amar RahmanoviД‡,BIH,MF,Samara,30,0.9,1,0,0,5,2,0,1,0,0,,,0
Vadim Rakov,RUS,MF,Loko Moscow,19,8.3,3,0,0,10,4,2,36,3,13,,,0
Nikolai Rasskazov,RUS,"DF,MF",Samara,26,20.9,4,0,0,23,11,1,30,23,22,,,0
Umarali Raxmonaliyev,UZB,FW,Rubin Kazan,20,0.9,0,0,0,0,0,0,0,0,0,,,0
Oleg Reabciuk,MDA,DF,Spartak Moscow,26,24.0,5,0,0,37,38,2,104,35,11,,,0
Atsamaz Revazov,RUS,FW,Orenburg,19,0.6,1,0,0,4,2,0,11,0,0,,,0
RodrigГЈo,BRA,DF,Zenit,28,0.8,0,0,0,0,1,0,0,3,3,,,0
Ilia Rozhkov,RUS,"DF,MF",Rubin Kazan,19,23.7,4,0,0,29,28,1,21,45,31,,,0
Aleksandr Rudenko,RUS,"MF,FW",FC Khimki,25,15.6,3,0,0,27,16,5,19,5,9,,,0
Rodrigo Ruiz DГ­az,PAR,FW,Akhmat Grozny,25,1.6,0,0,0,4,3,0,0,0,1,,,0
Dmitrii Rybchinskii,RUS,MF,Orenburg,25,14.9,1,0,0,18,16,2,34,5,27,,,0
Victor SГЎ,BRA,MF,Krasnodar,30,20.9,4,0,0,27,40,6,22,21,24,,,0
Lechi Sadulaev,RUS,"MF,FW",Akhmat Grozny,24,25.4,4,0,0,47,91,11,156,27,13,,,0
Ilya Sadygov,RUS,FW,FC Khimki,23,1.3,2,0,0,4,0,1,0,1,2,,,0
Saeid Saharkhizan,IRN,"FW,MF",Orenburg,21,16.9,5,1,0,20,16,6,8,3,2,,,0
Oumar Sako,NIG,DF,Rostov,28,22.2,7,1,1,49,13,1,15,36,20,,,0
Nikita Saltykov,RUS,MF,Loko Moscow,19,1.7,1,0,0,4,3,1,6,2,3,,,0
Maksim Samorodov,KAZ,"MF,FW",Akhmat Grozny,22,18.9,2,0,0,39,14,8,28,15,32,,,0
Ilya Samoshnikov,RUS,"MF,DF",Loko Moscow,26,21.7,7,0,0,32,30,1,48,12,28,,,0
Aleksandr Sandrachuk,RUS,"MF,DF",D'mo Makhachkala,22,4.8,1,0,0,4,5,0,10,2,4,,,0
Douglas Santos,BRA,DF,Zenit,30,30.0,1,0,0,12,26,1,134,35,37,,,0
Pedrinho Santos,BRA,MF,Zenit,18,15.4,2,1,1,15,33,5,66,13,18,,,0
Rodrigo Saravia,URU,MF,Rostov,23,11.1,1,0,0,20,3,0,16,5,9,,,0
Vladislav Sarveli,RUS,"MF,FW",Loko Moscow,26,9.0,2,0,0,12,10,1,11,3,4,,,0
MiloЕЎ Е atara,BIH,DF,Akhmat Grozny,28,9.8,1,0,0,11,6,0,1,11,8,,,0
Maksim Savelev,RUS,FW,Orenburg,22,7.6,3,0,0,19,17,5,2,2,2,,,0
Konstantin Savichev,RUS,DF,FK Akron Tolyatti,30,24.8,11,1,1,31,6,0,82,37,34,,,2
Rayan Senhadji,FRA,DF,Fakel Voronezh,27,17.3,4,1,0,19,8,2,2,27,31,,,0
Serder Serderov,RUS,FW,D'mo Makhachkala,30,7.4,2,0,0,9,7,9,0,1,3,,,0
Ivan Sergeyev,RUS,"FW,MF",Zenit,29,22.8,0,0,0,14,14,8,4,6,5,,,0
Edgar Sevikyan,ARM,MF,Loko Moscow,22,5.5,1,0,0,8,13,1,23,2,7,,,0
Dardan Shabanhaxhaj,AUT,"FW,MF",Rubin Kazan,23,16.6,2,0,0,22,14,6,49,4,5,,,0
Anton Shamonin,RUS,FW,Rostov,19,1.2,2,0,0,5,2,0,1,0,2,,,0
Daniil Shantalii,RUS,MF,Rostov,20,10.6,2,0,0,12,10,0,9,6,8,,,0
Kirill Shchetinin,RUS,MF,Rostov,22,17.0,2,0,0,25,39,2,67,12,39,,,0
Mikhail Shchetinin,RUS,MF,Fakel Voronezh,19,7.9,1,0,0,19,7,0,5,15,10,,,0
Giorgi Shelia,RUS,GK,Akhmat Grozny,35,27.0,1,0,0,0,9,0,0,0,1,,,0
Vladislav Shitov,RUS,"FW,MF",Samara,21,10.4,0,0,0,22,9,3,9,6,12,,,0
Maksim Shnaptsev,RUS,DF,Nizhny Novgorod,20,3.0,0,0,0,3,7,0,4,7,1,,,0
Idar Shumakhov,RUS,DF,D'mo Makhachkala,25,28.0,3,0,0,21,18,3,5,46,25,,,0
Anton Shvets,RUS,"MF,DF",Akhmat Grozny,31,8.8,3,0,0,22,6,0,5,21,18,,,0
Maksim Sidorov,RUS,DF,Orenburg,26,25.4,5,1,1,24,38,2,73,25,20,,,0
Ismael Silva Lima,BRA,MF,Akhmat Grozny,29,20.1,7,0,0,32,31,2,47,16,21,,,0
Aleksandr Silyanov,RUS,DF,Loko Moscow,23,24.7,2,0,0,12,26,0,18,36,34,,,0
Dmitri Skopintsev,RUS,DF,Dynamo Moscow,27,12.1,1,0,0,9,8,0,26,21,23,,,2
Egor Smelov,RUS,MF,Dynamo Moscow,19,1.2,0,0,0,4,2,0,1,0,0,,,0
Fyodor Smolov,RUS,FW,Krasnodar,34,4.6,1,0,0,7,4,6,6,2,5,,,0
Aleksandr Sobolev,RUS,"FW,MF",Zenit,27,10.5,3,0,0,19,15,11,1,5,5,,,0
Pablo Solari,ARG,"MF,FW",Spartak Moscow,23,5.1,5,0,0,9,7,3,53,1,7,,,0
Aleksandr Soldatenkov,RUS,DF,Samara,27,23.0,4,0,0,17,5,0,1,31,22,,,1
Sven Е oЕЎtariДЌ KariДЌ,SVN,DF,Nizhny Novgorod,26,19.7,2,0,0,15,18,0,15,39,20,,,0
Eduard Spertsyan,ARM,MF,Krasnodar,24,25.4,2,0,0,39,46,4,122,19,20,,,0
Mateo Stamatov,BUL,"DF,MF",Nizhny Novgorod,25,9.1,3,0,0,8,6,1,18,8,6,,,0
Evgenii Staver,RUS,GK,Rubin Kazan,26,28.0,2,0,0,0,1,0,0,0,1,,,0
Danil Stepanov,RUS,"DF,MF",FC Khimki,24,8.2,1,0,0,9,13,0,19,13,15,,,0
Semen Stolbov,RUS,DF,Orenburg,21,1.2,1,0,0,5,1,0,2,0,2,,,0
Timur Suleimanov,RUS,FW,Loko Moscow,24,8.5,7,0,0,39,16,6,6,2,5,,,0
Arciom Е umanski,BLR,FW,CSKA Moscow,19,1.1,1,0,0,2,2,1,2,0,0,,,0
Temirkhan Sundukov,RUS,"MF,DF",D'mo Makhachkala,22,21.9,7,0,0,37,16,0,55,21,45,,,0
Aleksei Sutormin,RUS,"FW,DF",Rostov,30,13.6,2,1,0,24,19,4,59,7,23,,,0
Maksim Syshchenko,RUS,DF,Orenburg,20,2.5,0,0,0,4,0,0,0,1,2,,,0
Nikolai Sysuyev,RUS,GK,Orenburg,25,13.2,2,0,0,0,1,0,0,0,0,,,0
Jemal Tabidze,GEO,DF,D'mo Makhachkala,28,16.6,5,0,0,14,16,0,5,27,23,,,0
Kasra Taheri,IRN,FW,Rubin Kazan,17,0.2,1,0,0,3,2,0,0,0,0,,,0
Amine Talal,MAR,"MF,FW",Akhmat Grozny,28,10.4,2,0,0,11,21,5,2,2,8,,,0
Aleksei Tatayev,RUS,DF,Orenburg,25,8.4,4,0,0,19,14,0,2,16,9,,,0
Mavis Tchibota,CGO,FW,FK Akron Tolyatti,28,0.1,0,0,0,0,0,0,1,1,0,,,0
Sergei Terekhov,RUS,DF,FC Khimki,34,5.7,2,0,0,6,7,0,5,11,11,,,0
Egor Teslenko,GRE,DF,Rubin Kazan,23,26.4,9,1,1,28,18,1,7,41,34,,,0
Jordhy Thompson,CHI,MF,Orenburg,19,2.1,0,0,0,0,1,0,13,1,2,,,0
Dmitri Tikhiy,RUS,DF,Nizhny Novgorod,31,3.5,1,0,0,5,2,0,5,5,2,,,0
Nair Tiknizyan,ARM,"MF,DF",Loko Moscow,25,11.7,2,0,0,9,4,5,32,10,10,,,0
Artyom Timofeyev,RUS,MF,Loko Moscow,30,6.1,4,1,1,14,5,0,6,16,5,,,0
Ivan Timoshenko,RUS,FW,FK Akron Tolyatti,25,4.7,0,0,0,6,4,0,0,0,2,,,0
Darko TodoroviД‡,BIH,"DF,MF",Akhmat Grozny,27,23.9,6,0,0,34,25,3,53,33,28,,,0
VГ­tor Tormena,BRA,DF,Krasnodar,28,22.8,4,0,0,25,5,0,1,30,19,,,0
Vladislav Torop,RUS,GK,CSKA Moscow,20,2.0,0,0,0,0,3,0,0,0,0,,,0
Aleksandr Troshechkin,RUS,MF,Nizhny Novgorod,28,11.8,3,0,0,23,9,1,2,10,16,,,0
Valeri Tsarukyan,RUS,"FW,MF",Nizhny Novgorod,22,7.3,0,0,0,12,30,0,20,3,7,,,0
Dmitri Tsypchenko,RUS,FW,Samara,25,4.4,1,0,0,7,1,1,4,1,5,,,0
ZГ© Turbo,GNB,FW,Nizhny Novgorod,27,5.3,2,0,0,15,14,7,1,1,0,,,0
Konstantin Tyukavin,RUS,FW,Dynamo Moscow,22,16.7,0,0,0,18,21,12,1,2,7,,,0
Manfred Ugalde,CRC,FW,Spartak Moscow,22,23.6,2,0,0,46,57,10,11,4,13,,,0
Vadim Ulyanov,RUS,GK,Akhmat Grozny,22,2.0,0,0,0,0,0,0,0,0,0,,,0
Nail Umyarov,RUS,MF,Spartak Moscow,24,25.9,6,0,0,43,27,0,3,65,39,,,0
Daniil Utkin,RUS,MF,Rostov,24,15.600000000000001,3,0,0,8,22,1,54,16,15,,,0
Rizvan Utsiyev,RUS,DF,Akhmat Grozny,36,1.0,0,0,0,1,1,0,1,3,0,,,0
ValentГ­n Vada,ARG,"MF,FW",Rubin Kazan,28,13.4,1,0,0,19,17,2,72,7,9,,,0
Ilya Vakhaniya,RUS,DF,Rostov,23,25.4,4,0,0,23,34,3,80,57,31,,,0
Dmitrii Vasilev,RUS,DF,Zenit,20,0.1,0,0,0,0,0,0,0,0,0,,,0
Nikita Vasiliev,RUS,"MF,FW",Rubin Kazan,17,1.1,0,0,0,1,0,0,0,1,1,,,0
Ilia Vasin,RUS,FW,Fakel Voronezh,18,0.0,0,0,0,0,0,0,0,0,0,,,0
Aleksandr Vasyutin,RUS,GK,FK Akron Tolyatti,29,13.6,0,0,0,1,4,0,0,0,0,,,0
Thiago Vecino,URU,FW,Nizhny Novgorod,25,2.6,2,0,0,8,1,0,0,1,0,,,0
Danila Vedernikov,RUS,"DF,MF",Nizhny Novgorod,23,3.7,1,0,0,1,1,0,4,1,5,,,0
Lucas Vera,ARG,"MF,FW",FC Khimki,27,27.2,3,0,0,8,23,3,161,8,15,,,0
Luka VeЕЎner TiДЌiД‡,SVN,"MF,DF",Nizhny Novgorod,23,17.5,3,0,0,18,11,0,32,11,10,,,0
Paulo Vitor,BRA,DF,FK Akron Tolyatti,23,14.4,1,0,0,6,5,1,2,14,16,,,0
Maksim Vityugov,RUS,MF,Samara,26,6.6,2,0,0,9,6,1,3,11,6,,,0
David Volk,RUS,GK,D'mo Makhachkala,23,20.0,1,0,0,0,4,0,0,0,1,,,0
Sergei Volkov,RUS,GK,FK Akron Tolyatti,29,16.4,0,0,0,0,2,0,1,0,0,,,0
Sergey Volkov,RUS,DF,Zenit,21,1.4,0,0,0,3,1,0,4,2,2,,,0
Zakhar Volkov,BLR,DF,FC Khimki,26,0.1,0,0,0,0,0,0,0,0,0,,,0
Dmitry Vorobyev,RUS,FW,Loko Moscow,26,21.8,3,0,0,37,18,8,7,5,11,,,0
Igor VujaДЌiД‡,MNE,DF,Rubin Kazan,29,26.4,7,0,0,30,50,2,0,36,21,,,0
Aleksandr Vyacheslavovich Zhirov,RUS,DF,Akhmat Grozny,33,17.9,2,0,0,10,3,1,8,19,14,,,0
Wendel,BRA,MF,Zenit,26,19.8,4,1,0,9,26,1,14,14,6,,,0
Willyan,BRA,DF,CSKA Moscow,29,25.1,3,1,0,21,28,2,5,47,22,,,0
Vyacheslav Yakimov,RUS,MF,Fakel Voronezh,26,13.8,3,1,0,32,13,1,5,16,30,,,0
Vladislav Yakovlev,RUS,FW,CSKA Moscow,22,0.0,0,0,0,0,0,0,0,0,0,,,0
Denis Yakuba,RUS,"DF,MF",Samara,28,0.3,0,0,0,0,1,0,1,0,0,,,0
Magomed Yakuev,RUS,MF,Akhmat Grozny,20,0.2,0,0,0,0,0,0,0,0,1,,,0
Roman Yevgenyev,RUS,DF,Samara,25,15.5,4,1,1,7,6,2,1,17,8,,,0
Roman Yezhov,RUS,MF,Samara,26,15.2,2,0,0,9,30,9,51,7,17,,,0
Igor Yurganov,RUS,DF,Fakel Voronezh,30,16.4,3,0,0,15,14,2,12,16,10,,,0
Zalimkhan Yusupov,RUS,MF,D'mo Makhachkala,26,4.1,3,0,0,8,7,0,14,6,10,,,0
Anton Zabolotny,RUS,FW,FC Khimki,33,27.7,5,0,0,46,58,12,3,6,12,,,0
Leon Zaidenzal,RUS,DF,Dynamo Moscow,20,0.0,0,0,0,0,0,0,0,0,0,,,0
SaЕЎa Zdjelar,SRB,MF,CSKA Moscow,29,15.5,3,0,0,24,18,0,8,20,26,,,0
Ilya Zhbanov,RUS,FW,Rostov,20,0.3,0,0,0,1,0,0,3,0,0,,,0
Rifat Zhemaletdinov,RUS,"FW,MF",CSKA Moscow,27,9.8,1,0,0,18,15,2,10,8,5,,,0
Anton Zinkovskiy,RUS,"MF,FW",Spartak Moscow,28,12.0,1,0,0,8,21,0,68,5,14,,,0
KiryЕ‚ ZinoviДЌ,BLR,"MF,FW",D'mo Makhachkala,21,6.1,2,0,0,12,16,2,5,4,6,,,0
Roman Zobnin,RUS,"MF,DF",Spartak Moscow,30,9.1,4,1,1,12,15,0,12,12,9,,,0
Daniil Zorin,RUS,MF,Spartak Moscow,20,5.2,1,0,0,6,12,2,2,1,4,,,1
Aleksandr Zotov,RUS,MF,Rubin Kazan,33,13.5,4,0,0,14,15,1,14,15,11,,,0
Georgi Zotov,RUS,DF,Orenburg,34,4.2,1,0,0,4,6,0,5,9,3,,,0
Ifet Дђakovac,BIH,MF,FK Akron Tolyatti,26,5.0,1,0,0,7,5,0,14,9,8,,,0
Jan Дђapo,SVN,"MF,DF",D'mo Makhachkala,21,7.7,2,0,0,12,3,1,27,8,12,,,0
Aleksa Дђurasovic,SRB,MF,FK Akron Tolyatti,21,28.0,2,0,0,12,25,0,7,34,27,,,1
