Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Danny da Costa,GER,DF,Mainz 05,31,25,25,2006,22.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,21,109,22,0.0,0.04,0.04,0.0,0.04,0.0,0.03,0.03,0.0,0.03,1.5,0,19,4,0,22,29,24,0,5,1,20.0,0.22,0.04,0.0,0.0
Yan Couto,BRA,"DF,FW",Dortmund,22,21,8,895,9.9,0,0,0,0,0,0,5,0,0.3,0.3,0.9,1.2,46,68,83,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,20.0,0,12,7,0,53,10,16,0,6,2,33.3,0.6,0.2,0.0,0.0
Tomas Cvancara,CZE,FW,Gladbach,23,28,7,831,9.2,2,0,2,2,0,0,5,1,3.8,3.8,0.9,4.7,15,23,50,0.22,0.0,0.22,0.22,0.22,0.41,0.1,0.51,0.41,0.51,3.0,1,11,6,1,15,4,0,0,24,9,37.5,2.6,0.97,0.08,0.22
Finn Dahmen,GER,GK,Augsburg,26,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Dahne,GER,GK,Holstein Kiel,30,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mahmoud Dahoud,GER,MF,Eint Frankfurt,28,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,3.5,0,10,2,0,4,2,4,0,7,2,28.6,1.73,0.49,0.14,0.5
Ameen Al-Dakhil,BEL,DF,Stuttgart,22,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,7.5,0,4,5,0,0,9,6,0,1,0,0.0,0.21,0.0,0.0,0.0
Bence Dardai,HUN,MF,Wolfsburg,18,21,16,1304,14.5,1,1,2,1,0,0,0,0,1.0,1.0,1.0,2.1,5,39,24,0.07,0.07,0.14,0.07,0.14,0.07,0.07,0.14,0.07,0.14,12.0,0,9,16,0,10,12,14,0,11,1,9.1,0.76,0.07,0.09,1.0
Lukas Daschner,GER,"MF,FW",Bochum,25,14,3,412,4.6,1,1,2,1,0,1,0,0,2.7,1.9,0.7,2.6,8,11,19,0.22,0.22,0.44,0.22,0.44,0.6,0.15,0.74,0.42,0.57,0.9,0,4,2,0,19,0,2,0,9,6,66.7,1.97,1.31,0.11,0.17
Alphonso Davies,CAN,DF,Bayern Munich,23,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16,50.0,0,8,26,3,19,13,16,0,17,3,17.6,0.98,0.17,0.06,0.33
Olivier Deman,BEL,DF,Werder Bremen,24,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,3.0,0,1,2,0,6,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Ermedin Demirovic,BIH,FW,Stuttgart,26,34,20,1855,20.6,15,1,16,15,0,2,2,0,14.1,12.4,1.9,14.3,20,31,115,0.73,0.05,0.78,0.73,0.78,0.69,0.09,0.78,0.6,0.7,22.0,0,24,27,18,3,1,7,0,65,30,46.2,3.15,1.46,0.23,0.5
Justin Diehl,GER,"FW,DF",Stuttgart,19,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94,3.0,0,2,0,0,10,0,0,0,7,1,14.3,6.06,0.87,0.14,1.0
Eric Dier,ENG,DF,Bayern Munich,30,21,16,1463,16.3,2,1,3,2,0,0,1,0,1.1,1.1,0.1,1.2,12,73,1,0.12,0.06,0.18,0.12,0.18,0.07,0.01,0.08,0.07,0.08,8.0,0,16,4,1,2,14,12,0,9,6,66.7,0.55,0.37,0.22,0.33
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,23,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.31,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56,6.0,0,10,4,1,8,7,2,0,8,0,0.0,2.46,0.0,0.0,0.0
Eren Dinkci,GER,"MF,FW",Freiburg,22,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.0,0.23,0.23,0.0,0.23,0.09,0.16,0.25,0.09,0.25,8.0,0,9,6,1,16,7,14,0,14,3,21.4,1.05,0.23,0.0,0.0
Ritsu Doan,JPN,"FW,MF",Freiburg,26,34,33,2862,31.8,10,7,17,10,0,0,2,0,6.6,6.6,3.7,10.3,64,130,178,0.31,0.22,0.53,0.31,0.53,0.21,0.12,0.32,0.21,0.32,25.0,0,27,56,8,80,14,43,0,61,23,37.7,1.92,0.72,0.16,0.43
Danilho Doekhi,NED,DF,Union Berlin,26,34,34,3060,34.0,1,1,2,1,0,0,4,0,2.6,2.6,1.4,4.0,13,96,14,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.08,0.12,13.0,0,36,14,2,10,44,23,0,32,4,12.5,0.94,0.12,0.03,0.25
Niklas Dorsch,GER,MF,Heidenheim,26,23,19,1367,15.2,2,2,4,2,0,0,5,1,1.0,1.0,1.1,2.1,14,58,21,0.13,0.13,0.26,0.13,0.26,0.07,0.07,0.14,0.07,0.14,3.5,0,15,22,0,37,16,18,0,9,3,33.33,0.59,0.2,0.22,0.67
Patrick Drewes,GER,GK,Bochum,31,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tim Drexler,GER,DF,Hoffenheim,19,8,5,357,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,3.0,0,8,2,0,1,0,8,0,2,2,100.0,0.5,0.5,0.0,0.0
Marvin Ducksch,GER,FW,Werder Bremen,30,32,30,2418,26.9,8,8,16,7,1,2,3,0,10.1,8.5,8.5,17.0,26,86,166,0.3,0.3,0.6,0.26,0.56,0.38,0.31,0.69,0.32,0.63,6.0,0,6,17,14,169,7,6,0,71,29,40.8,2.64,1.08,0.1,0.24
Julien Duranville,BEL,"FW,MF",Dortmund,18,12,2,283,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,16,7,33,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,8.5,0,10,7,2,13,0,0,0,5,2,40.0,1.59,0.64,0.0,0.0
Adam Dzwigala,POL,"DF,MF",St. Pauli,28,16,2,373,4.1,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.4,1,14,4,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.6,0,5,3,0,3,3,10,0,6,0,0.0,1.45,0.0,0.0,0.0
Johannes Eggestein,GER,FW,St. Pauli,26,27,22,1853,20.6,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,138,0.15,0.19,0.34,0.1,0.29,0.23,0.1,0.33,0.15,0.25,2.5,0,12,12,14,35,0,4,0,36,13,36.1,1.75,0.63,0.06,0.15
Maximilian Eggestein,GER,MF,Freiburg,27,33,33,2845,31.6,2,0,2,2,0,0,4,0,2.0,2.0,1.5,3.5,34,141,41,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11,10.0,0,22,24,1,9,39,31,0,36,12,33.3,1.14,0.38,0.06,0.17
Hugo Ekitike,FRA,FW,Eint Frankfurt,22,33,31,2563,28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26.0,93,53,215,0.53,0.28,0.81,0.49,0.77,0.76,0.24,0.99,0.68,0.91,75.0,0,39,17,19,17,5,12,0,117,48,41.0,4.11,1.69,0.12,0.29
Elif Elmas,MKD,MF,RB Leipzig,24,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,14.0,0,2,0,1,0,0,1,0,2,1,50.0,4.09,2.05,0.0,0.0
Nico Elvedi,SUI,DF,Gladbach,27,25,25,2135,23.7,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.5,20,55,5,0.04,0.04,0.08,0.04,0.08,0.09,0.02,0.1,0.09,0.1,8.0,0,9,15,1,1,27,24,1,12,4,33.3,0.51,0.17,0.08,0.25
Arne Engels,BEL,"MF,FW",Augsburg,20,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,12.0,0,3,1,0,4,0,0,0,3,1,33.3,3.42,1.14,0.0,0.0
Patrick Erras,GER,DF,Holstein Kiel,29,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11,0.8,0,10,0,0,0,9,6,0,8,1,12.5,0.87,0.11,0.13,1.0
Samuel Essende,COD,FW,Augsburg,26,30,21,1636,18.2,7,2,9,7,0,0,4,2,4.2,4.2,1.3,5.5,33,21,118,0.39,0.11,0.5,0.39,0.5,0.23,0.07,0.3,0.23,0.3,4.5,0,45,34,13,5,1,6,0,44,13,29.5,2.42,0.72,0.16,0.54
Frank Feller,GER,GK,Heidenheim,20,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kilian Fischer,GER,DF,Wolfsburg,23,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,6.0,0,34,7,0,39,19,46,0,6,1,16.7,0.24,0.04,0.17,1.0
Jonas Fohrenbach,GER,DF,Heidenheim,28,27,22,1832,20.4,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,36,59,50,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.08,0.01,0.08,1.5,0,13,4,1,58,15,24,0,8,1,12.5,0.39,0.05,0.0,0.0
Marco Friedl,AUT,DF,Werder Bremen,26,26,25,2161,24.0,0,0,0,0,0,0,10,2,0.5,0.5,0.2,0.7,4,69,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,12.0,1,26,16,3,2,36,41,2,4,3,75.0,0.17,0.12,0.0,0.0
Marvin Friedrich,GER,DF,Gladbach,28,22,9,989,11.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,11,36,3,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,3.5,0,5,4,0,0,6,9,0,7,2,28.6,0.64,0.18,0.0,0.0
Jeremie Frimpong,NED,"DF,MF",Leverkusen,23,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,100,55,272,0.19,0.19,0.39,0.19,0.39,0.16,0.16,0.32,0.16,0.32,50.0,0,20,31,9,113,8,24,0,34,16,47.1,1.32,0.62,0.15,0.31
Chris Fuhrich,GER,"MF,FW",Stuttgart,26,33,23,1981,22.0,2,3,5,2,0,0,1,0,2.9,2.9,3.7,6.6,114,95,202,0.09,0.14,0.23,0.09,0.23,0.13,0.17,0.3,0.13,0.3,15.0,0,9,6,1,83,7,11,0,36,12,33.3,1.64,0.55,0.06,0.17
Shio Fukuda,JPN,FW,Gladbach,20,6,0,60,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,1,3,1.5,0.0,1.5,1.5,1.5,0.65,0.0,0.65,0.65,0.65,0.5,0,2,0,1,1,0,0,0,3,1,33.3,4.5,1.5,0.33,1.0
Cristian Gamboa,CRC,DF,Bochum,34,12,1,226,2.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.3,2,5,9,0.4,0.0,0.4,0.4,0.4,0.06,0.07,0.14,0.06,0.14,0.5,0,1,3,0,6,2,3,0,4,1,25.0,1.59,0.4,0.25,1.0
Aleix Garcia,ESP,MF,Leverkusen,27,28,17,1455,16.2,3,4,7,3,0,0,3,0,1.0,1.0,4.9,5.9,27,120,47,0.19,0.25,0.43,0.19,0.43,0.06,0.3,0.36,0.06,0.36,20.0,0,8,9,1,93,14,9,0,15,5,33.3,0.93,0.31,0.2,0.6
Viggo Gebel,GER,MF,RB Leipzig,16,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,NED,DF,RB Leipzig,24,24,17,1557,17.3,1,0,1,1,0,0,2,0,1.1,1.1,1.0,2.0,21,93,34,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,20.0,0,17,6,1,13,16,24,0,8,2,25.0,0.46,0.12,0.13,0.5
Dennis Geiger,GER,"MF,FW",Hoffenheim,26,20,7,734,8.2,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,12,37,21,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,2.0,0,26,10,0,5,7,14,0,5,1,20.0,0.61,0.12,0.0,0.0
Valentin Gendrey,FRA,DF,Hoffenheim,24,22,14,1414,15.7,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,24,49,86,0.06,0.06,0.13,0.06,0.13,0.07,0.12,0.19,0.07,0.19,7.0,0,12,27,2,51,15,13,0,10,5,50.0,0.64,0.32,0.1,0.2
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,30,29,15,1518,16.9,1,1,2,1,0,0,5,1,1.2,1.2,0.2,1.4,27,57,63,0.06,0.06,0.12,0.06,0.12,0.07,0.01,0.08,0.07,0.08,2.5,0,20,13,2,23,16,14,0,15,4,26.7,0.89,0.24,0.07,0.25
Max Geschwill,GER,DF,Holstein Kiel,23,19,13,1282,14.2,1,2,3,1,0,0,2,0,0.9,0.9,0.8,1.6,6,58,16,0.07,0.14,0.21,0.07,0.21,0.06,0.05,0.12,0.06,0.12,1.5,0,13,9,1,10,31,22,1,9,2,22.2,0.63,0.14,0.11,0.5
Dimitris Giannoulis,GRE,DF,Augsburg,28,31,31,2650,29.4,1,4,5,1,0,0,8,0,1.1,1.1,4.2,5.3,60,104,164,0.03,0.14,0.17,0.03,0.17,0.04,0.14,0.18,0.04,0.18,3.0,0,17,20,1,120,47,33,0,13,4,30.8,0.44,0.14,0.08,0.25
Armin Gigovic,BIH,MF,Holstein Kiel,22,31,23,1895,21.1,5,1,6,5,0,0,5,0,1.9,1.9,2.1,3.9,37,50,45,0.24,0.05,0.28,0.24,0.28,0.09,0.1,0.19,0.09,0.19,3.0,0,22,28,2,14,22,14,0,26,11,42.3,1.23,0.52,0.19,0.45
Benedikt Gimber,GER,DF,Heidenheim,27,32,32,2671,29.7,0,0,0,0,0,0,9,0,0.7,0.7,0.3,1.0,7,46,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,3.0,0,63,49,1,3,32,47,0,13,1,7.7,0.44,0.03,0.0,0.0
Matthias Ginter,GER,DF,Freiburg,30,32,28,2561,28.5,2,1,3,2,0,0,5,0,2.8,2.8,0.7,3.5,11,113,16,0.07,0.04,0.11,0.07,0.11,0.1,0.02,0.12,0.1,0.12,7.0,0,13,26,1,12,17,17,0,24,4,16.7,0.84,0.14,0.08,0.5
Jamie Gittens,ENG,"FW,MF",Dortmund,19,32,21,1776,19.7,8,3,11,8,0,0,4,0,3.6,3.6,2.5,6.1,113,42,180,0.41,0.15,0.56,0.41,0.56,0.18,0.13,0.31,0.18,0.31,50.0,0,25,44,3,49,10,17,0,52,24,46.2,2.64,1.22,0.15,0.33
Serge Gnabry,GER,"FW,MF",Bayern Munich,29,27,13,1242,13.8,7,5,12,7,0,1,0,0,7.5,6.8,5.1,11.9,44,48,149,0.51,0.36,0.87,0.51,0.87,0.55,0.37,0.92,0.49,0.86,22.0,0,19,6,8,22,6,10,0,49,18,36.7,3.55,1.3,0.14,0.39
Tidiam Gomis,FRA,"MF,FW",RB Leipzig,17,8,1,152,1.7,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,5,3,14,0.0,0.59,0.59,0.0,0.59,0.15,0.55,0.7,0.15,0.7,3.0,0,3,2,2,4,1,0,0,5,1,20.0,2.96,0.59,0.0,0.0
Leon Goretzka,GER,"MF,DF",Bayern Munich,29,26,13,1325,14.7,4,1,5,4,0,0,2,0,2.8,2.8,1.7,4.4,35,127,28,0.27,0.07,0.34,0.27,0.34,0.19,0.11,0.3,0.19,0.3,22.0,0,12,11,0,6,17,9,0,32,11,34.4,2.17,0.75,0.13,0.36
Robin Gosens,GER,DF,Union Berlin,30,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15,8.0,0,5,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0
Mario Gotze,GER,"MF,FW",Eint Frankfurt,32,24,18,1542,17.1,3,2,5,3,0,0,1,0,2.9,2.9,3.1,6.0,29,88,96,0.18,0.12,0.29,0.18,0.29,0.17,0.18,0.35,0.17,0.35,4.0,0,15,15,1,39,7,28,0,8,5,62.5,0.47,0.29,0.38,0.6
Jeffrey Gouweleeuw,NED,DF,Augsburg,33,33,33,2944,32.7,1,4,5,1,0,1,9,0,1.7,0.9,2.2,3.1,24,142,19,0.03,0.12,0.15,0.03,0.15,0.05,0.07,0.12,0.03,0.1,1.5,0,22,13,2,17,39,31,0,18,5,27.8,0.55,0.15,0.06,0.2
Kamil Grabara,POL,GK,Wolfsburg,25,29,29,2585,28.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Michael Gregoritsch,AUT,FW,Freiburg,30,20,5,639,7.1,2,1,3,2,0,0,2,0,1.8,1.8,0.4,2.2,6,19,36,0.28,0.14,0.42,0.28,0.42,0.25,0.06,0.31,0.25,0.31,3.0,0,7,5,4,1,1,2,0,16,6,37.5,2.25,0.85,0.13,0.33
Vincenzo Grifo,ITA,"FW,MF",Freiburg,31,34,31,2432,27.0,8,11,19,8,0,3,2,0,7.9,5.6,6.9,12.5,58,128,147,0.3,0.41,0.7,0.3,0.7,0.29,0.26,0.55,0.21,0.46,6.0,0,15,12,2,157,8,21,0,66,29,43.9,2.44,1.07,0.12,0.28
Florian Grillitsch,AUT,MF,Hoffenheim,28,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2.0,0,4,11,0,5,9,9,0,6,1,16.7,0.9,0.15,0.0,0.0
Alex Grimaldo,ESP,DF,Leverkusen,28,32,31,2636,29.3,2,7,9,2,0,0,6,1,2.5,2.5,8.1,10.6,86,160,252,0.07,0.24,0.31,0.07,0.31,0.09,0.28,0.36,0.09,0.36,30.0,1,15,25,8,217,17,15,0,44,14,31.8,1.5,0.48,0.05,0.14
Pascal Gross,GER,"MF,DF",Dortmund,33,30,28,2327,25.9,0,9,9,0,0,0,5,1,2.4,2.4,5.1,7.5,41,178,122,0.0,0.35,0.35,0.0,0.35,0.09,0.2,0.29,0.09,0.29,5.0,0,18,12,0,178,9,29,0,27,7,25.9,1.04,0.27,0.0,0.0
Marco Grull,AUT,"FW,MF",Werder Bremen,26,30,13,1181,13.1,6,1,7,6,0,0,1,0,4.0,4.0,1.8,5.8,24,38,93,0.46,0.08,0.53,0.46,0.53,0.3,0.14,0.44,0.3,0.44,4.0,0,22,31,6,21,5,10,0,25,10,40.0,1.91,0.76,0.24,0.6
Raphael Guerreiro,POR,"DF,MF",Bayern Munich,30,23,19,1572,17.5,4,4,8,4,0,0,2,0,2.9,2.9,2.9,5.8,39,85,126,0.23,0.23,0.46,0.23,0.46,0.16,0.17,0.33,0.16,0.33,8.0,0,9,7,0,27,10,14,0,21,11,52.4,1.2,0.63,0.19,0.36
Morgan Guilavogui,GUI,"FW,MF",St. Pauli,26,25,21,1807,20.1,6,2,8,6,0,0,6,0,7.1,7.1,1.9,9.1,42,41,135,0.3,0.1,0.4,0.3,0.4,0.36,0.1,0.45,0.36,0.45,4.0,0,47,34,11,10,13,19,0,41,15,36.6,2.04,0.75,0.15,0.4
Serhou Guirassy,GUI,FW,Dortmund,28,30,29,2598,28.9,21,4,25,18,3,4,4,0,22.7,19.6,3.9,23.5,25,43,128,0.73,0.14,0.87,0.62,0.76,0.79,0.14,0.92,0.68,0.81,45.0,0,16,53,12,1,5,6,0,89,37,41.6,3.08,1.28,0.2,0.49
Peter Gulacsi,HUN,GK,RB Leipzig,34,30,30,2631,29.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Robert Gumny,POL,DF,Augsburg,26,7,2,271,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,5,10,13,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26,1.5,0,4,4,0,4,1,3,0,4,2,50.0,1.33,0.66,0.0,0.0
Christian Gunter,GER,DF,Freiburg,31,29,27,2314,25.7,2,2,4,2,0,0,0,0,0.8,0.6,2.5,3.2,19,52,109,0.08,0.08,0.16,0.08,0.16,0.03,0.1,0.13,0.02,0.12,3.5,0,14,4,5,123,7,22,1,20,6,30.0,0.78,0.23,0.1,0.33
Janik Haberer,GER,"MF,DF",Union Berlin,30,28,21,1696,18.8,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.6,13,59,22,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,2.5,0,21,15,3,15,18,28,0,15,3,20.0,0.8,0.16,0.0,0.0
Robin Hack,GER,"FW,MF",Gladbach,25,33,27,2172,24.1,4,7,11,4,0,0,4,0,5.4,5.4,3.6,9.0,51,95,141,0.17,0.29,0.46,0.17,0.46,0.22,0.15,0.38,0.22,0.38,12.0,0,19,21,9,61,9,19,0,58,24,41.4,2.4,0.99,0.07,0.17
Amadou Haidara,MLI,MF,RB Leipzig,26,28,16,1320,14.7,0,1,1,0,0,0,7,0,1.4,1.4,0.9,2.2,7,65,24,0.0,0.07,0.07,0.0,0.07,0.09,0.06,0.15,0.09,0.15,16.0,0,23,8,0,12,18,17,0,18,2,11.1,1.23,0.14,0.0,0.0
Andreas Hanche-Olsen,NOR,DF,Mainz 05,27,22,12,1284,14.3,1,1,2,1,0,0,4,1,0.8,0.8,0.3,1.1,2,34,5,0.07,0.07,0.14,0.07,0.14,0.06,0.02,0.08,0.06,0.08,6.0,1,20,8,0,1,11,14,0,12,2,16.7,0.84,0.14,0.08,0.5
Phil Harres,GER,FW,Holstein Kiel,22,26,17,1544,17.2,8,1,9,8,0,0,3,0,5.9,5.9,1.3,7.2,12,16,71,0.47,0.06,0.52,0.47,0.52,0.34,0.07,0.42,0.34,0.42,4.0,0,35,20,5,6,4,9,0,37,17,45.9,2.16,0.99,0.22,0.47
Ramon Hendriks,NED,DF,Stuttgart,23,25,10,1154,12.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,8,36,22,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,5.0,0,12,14,0,12,15,11,0,5,1,20.0,0.39,0.08,0.0,0.0
Paul Hennrich,GER,MF,Hoffenheim,19,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benjamin Henrichs,GER,DF,RB Leipzig,27,15,10,935,10.4,0,2,2,0,0,0,3,0,0.5,0.4,1.4,1.8,9,29,55,0.0,0.19,0.19,0.0,0.19,0.05,0.14,0.18,0.04,0.18,15.0,0,13,9,0,19,15,16,0,10,1,10.0,0.96,0.1,0.0,0.0
Mario Hermoso,ESP,DF,Leverkusen,29,4,3,293,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,20,3,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,7.0,0,2,1,0,4,9,0,0,4,0,0.0,1.23,0.0,0.0,0.0
Piero Hincapie,ECU,DF,Leverkusen,22,32,28,2670,29.7,2,2,4,2,0,0,8,0,2.9,2.9,3.2,6.1,52,152,72,0.07,0.07,0.13,0.07,0.13,0.1,0.11,0.21,0.1,0.21,50.0,0,26,43,0,36,32,40,1,22,3,13.6,0.74,0.1,0.09,0.67
Adam Hlozek,CZE,"FW,MF",Hoffenheim,22,27,22,1871,20.8,8,4,12,8,0,0,2,0,5.6,5.6,3.5,9.1,54,68,102,0.38,0.19,0.58,0.38,0.58,0.27,0.17,0.44,0.27,0.44,18.0,0,16,30,6,20,4,11,0,59,25,42.4,2.84,1.2,0.14,0.32
Nicolas Hofler,GER,MF,Freiburg,34,20,7,794,8.8,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,1,30,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.5,0,12,5,0,1,14,22,0,4,0,0.0,0.45,0.0,0.0,0.0
Jonas Hofmann,GER,"MF,DF",Leverkusen,32,11,4,356,4.0,2,1,3,2,0,0,1,0,1.0,1.0,0.4,1.4,10,14,29,0.51,0.25,0.76,0.51,0.76,0.25,0.11,0.35,0.25,0.35,2.0,0,1,9,0,5,0,0,0,9,5,55.6,2.28,1.26,0.22,0.4
Philipp Hofmann,GER,FW,Bochum,31,32,27,2277,25.3,3,3,6,3,0,0,4,0,5.5,5.5,3.3,8.8,8,53,112,0.12,0.12,0.24,0.12,0.24,0.22,0.13,0.35,0.22,0.35,1.0,0,36,31,4,10,5,12,0,54,19,35.2,2.13,0.75,0.06,0.16
