Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Lucas Holer,GER,"FW,MF",Freiburg,30,31,21,1867,20.7,6,4,10,6,0,1,3,0,7.7,6.9,2.9,9.8,21,47,122,0.29,0.19,0.48,0.29,0.48,0.37,0.14,0.51,0.33,0.47,3.0,0,31,30,8,14,6,24,0,35,19,54.3,1.69,0.92,0.17,0.32
Benedict Hollerbach,GER,"FW,MF",Union Berlin,23,34,30,2540,28.2,9,1,10,9,0,0,3,0,7.0,7.0,1.6,8.6,103,68,214,0.32,0.04,0.35,0.32,0.35,0.25,0.06,0.31,0.25,0.31,12.0,0,43,45,17,73,3,20,0,77,24,31.2,2.73,0.85,0.12,0.38
Lewis Holtby,GER,MF,Holstein Kiel,33,25,13,1238,13.8,0,1,1,0,0,0,1,1,0.5,0.5,1.5,2.1,14,47,34,0.0,0.07,0.07,0.0,0.07,0.04,0.11,0.15,0.04,0.15,0.5,0,13,23,0,46,19,19,0,7,1,14.3,0.51,0.07,0.0,0.0
Gerrit Holtmann,PHI,"DF,FW",Bochum,29,23,12,1136,12.6,2,1,3,2,0,0,2,0,2.0,2.0,2.9,4.9,50,33,97,0.16,0.08,0.24,0.16,0.24,0.16,0.23,0.39,0.16,0.39,0.7,0,26,7,4,90,16,18,0,31,8,25.8,2.46,0.63,0.06,0.25
Franck Honorat,FRA,FW,Gladbach,27,19,18,1439,16.0,4,7,11,4,0,0,0,0,4.5,4.5,5.3,9.8,63,45,124,0.25,0.44,0.69,0.25,0.69,0.28,0.33,0.61,0.28,0.61,12.0,0,7,5,8,123,5,6,0,31,9,29.0,1.94,0.56,0.13,0.44
Mathias Honsak,AUT,"FW,DF",Heidenheim,27,22,12,1181,13.1,5,1,6,5,0,0,1,0,3.3,3.3,1.6,4.9,37,29,58,0.38,0.08,0.46,0.38,0.46,0.26,0.12,0.38,0.26,0.38,2.0,0,14,13,2,47,9,9,0,29,10,34.5,2.21,0.76,0.17,0.5
Timo Horn,GER,GK,Bochum,31,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lukas Hradecky,FIN,GK,Leverkusen,34,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robin Hranac,CZE,DF,Hoffenheim,24,4,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,5,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hong Hyunseok,KOR,MF,Mainz 05,25,23,4,530,5.9,0,1,1,0,0,0,0,0,0.5,0.5,1.5,1.9,10,23,31,0.0,0.17,0.17,0.0,0.17,0.08,0.25,0.33,0.08,0.33,3.5,0,3,8,1,4,7,3,0,5,2,40.0,0.85,0.34,0.0,0.0
Oscar Hojlund,DEN,MF,Eint Frankfurt,19,20,7,722,8.0,1,0,1,1,0,0,0,0,1.0,1.0,1.1,2.0,17,49,9,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.25,0.12,0.25,7.5,0,12,3,0,1,5,12,0,6,2,33.3,0.75,0.25,0.17,0.5
Arijon Ibrahimovic,GER,FW,Bayern Munich,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andrej Ilic,SRB,FW,Union Berlin,24,16,11,937,10.4,7,0,7,6,1,1,1,0,4.9,4.1,0.3,4.4,5,13,59,0.67,0.0,0.67,0.58,0.58,0.47,0.03,0.5,0.39,0.42,4.0,0,14,8,8,3,3,2,0,27,11,40.7,2.59,1.06,0.22,0.55
Jackson Irvine,AUS,MF,St. Pauli,31,29,29,2610,29.0,0,6,6,0,0,0,2,0,3.2,3.0,3.9,7.0,19,117,58,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.1,0.24,2.0,0,38,16,2,17,35,29,0,41,13,31.7,1.41,0.45,0.0,0.0
Ko Itakura,JPN,DF,Gladbach,27,31,31,2790,31.0,3,0,3,3,0,0,5,0,1.6,1.6,0.8,2.5,23,69,5,0.1,0.0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,12.0,0,28,12,1,8,28,29,0,21,7,33.3,0.68,0.23,0.14,0.43
Hiroki Ito,JPN,DF,Bayern Munich,25,6,3,250,2.8,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,3,18,6,0.36,0.0,0.36,0.36,0.36,0.13,0.14,0.27,0.13,0.27,25.0,0,2,3,0,2,4,0,0,1,1,100.0,0.36,0.36,1.0,1.0
Marko Ivezic,SRB,DF,Holstein Kiel,22,23,18,1657,18.4,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,40,9,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,2.0,0,27,5,1,2,26,18,0,7,0,0.0,0.38,0.0,0.0,0.0
Lee Jae-sung,KOR,MF,Mainz 05,31,33,31,2650,29.4,7,6,13,7,0,0,4,0,5.3,5.3,5.0,10.3,28,105,165,0.24,0.2,0.44,0.24,0.44,0.18,0.17,0.35,0.18,0.35,2.5,0,23,40,9,31,37,24,0,39,16,41.0,1.32,0.54,0.18,0.44
Kristijan Jakic,CRO,MF,Augsburg,27,31,27,2306,25.6,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,24,106,49,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,6.5,0,22,28,3,14,29,24,0,18,6,33.3,0.7,0.23,0.0,0.0
Luca Jaquez,SUI,DF,Stuttgart,21,5,2,253,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,18,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,6.0,0,4,0,0,1,3,0,0,1,0,0.0,0.36,0.0,0.0,0.0
Dominik Javorcek,SVK,"DF,MF",Holstein Kiel,21,13,4,386,4.3,0,2,2,0,0,0,2,0,0.0,0.0,1.0,1.0,7,4,23,0.0,0.47,0.47,0.0,0.47,0.0,0.23,0.24,0.0,0.24,0.55,0,7,6,1,21,5,0,0,1,0,0.0,0.23,0.0,0.0,0.0
Finn Jeltsch,GER,DF,Stuttgart,18,12,9,780,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,8,31,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,20.0,0,7,5,0,3,13,14,0,2,0,0.0,0.23,0.0,0.0,0.0
Fredrik Jensen,FIN,MF,Augsburg,26,20,9,763,8.5,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,16,20,58,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,3.5,0,5,5,3,21,5,7,0,11,0,0.0,1.3,0.0,0.0,0.0
Moritz Jenz,GER,DF,Mainz 05,25,19,18,1600,17.8,0,0,0,0,0,0,4,0,1.6,1.6,0.3,1.8,1,47,3,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,5.0,0,27,6,1,0,29,23,0,10,4,40.0,0.56,0.23,0.0,0.0
Carl Johansson,SWE,DF,Holstein Kiel,30,10,7,568,6.3,0,0,0,0,0,0,0,1,0.0,0.0,0.4,0.5,0,12,0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,0.5,0,5,4,0,0,11,2,0,1,1,100.0,0.16,0.16,0.0,0.0
Anthony Jung,GER,DF,Werder Bremen,32,28,20,1898,21.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,20,121,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9,15,2,4,26,21,0,1,0,0.0,0.05,0.0,0.0,0.0
Josip Juranovic,CRO,"DF,MF",Union Berlin,28,17,13,1159,12.9,0,1,1,0,0,0,4,0,0.3,0.3,1.8,2.1,19,52,45,0.0,0.08,0.08,0.0,0.08,0.02,0.14,0.16,0.02,0.16,4.0,0,8,6,1,77,6,13,0,6,2,33.3,0.47,0.16,0.0,0.0
David Jurasek,CZE,DF,Hoffenheim,23,14,6,619,6.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,17,22,42,0.0,0.15,0.15,0.0,0.15,0.02,0.13,0.14,0.02,0.14,5.0,0,1,2,1,55,7,3,0,5,2,40.0,0.73,0.29,0.0,0.0
Yusuf Kabadayi,GER,"FW,MF",Augsburg,20,5,0,71,0.8,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,2,3,8,1.27,0.0,1.27,1.27,1.27,0.82,0.06,0.89,0.82,0.89,1.5,0,1,1,1,1,0,0,0,4,1,25.0,5.07,1.27,0.25,1.0
Almugera Kabar,GER,DF,Dortmund,18,5,1,137,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.5,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,1.0,1,2,2,0,1,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Issa Kabore,BFA,"DF,FW",Werder Bremen,23,9,3,308,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,15,8,35,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.45,0.2,0.45,4.0,0,4,8,1,19,2,5,0,7,0,0.0,2.05,0.0,0.0,0.0
Pavel Kaderabek,CZE,DF,Hoffenheim,32,24,18,1576,17.5,2,0,2,2,0,0,6,0,0.8,0.8,2.0,2.7,15,47,86,0.11,0.0,0.11,0.11,0.11,0.04,0.11,0.16,0.04,0.16,1.7,0,21,8,4,73,21,14,0,14,3,21.4,0.8,0.17,0.14,0.67
Jakub Kaminski,POL,"DF,MF",Wolfsburg,22,22,12,1130,12.6,0,2,2,0,0,0,2,0,0.9,0.9,3.3,4.2,41,40,69,0.0,0.16,0.16,0.0,0.16,0.07,0.26,0.34,0.07,0.34,5.0,0,10,3,0,52,11,9,1,15,3,20.0,1.19,0.24,0.0,0.0
Kevin Kampl,SVN,MF,RB Leipzig,33,26,18,1593,17.7,1,0,1,1,0,0,5,0,0.8,0.8,1.4,2.2,21,106,32,0.06,0.0,0.06,0.06,0.06,0.05,0.08,0.13,0.05,0.13,2.5,0,20,7,1,29,22,20,0,7,2,28.6,0.4,0.11,0.14,0.5
Harry Kane,ENG,FW,Bayern Munich,31,31,28,2381,26.5,26,9,35,17,9,9,5,0,20.3,13.3,5.3,18.6,29,97,143,0.98,0.34,1.32,0.64,0.98,0.77,0.2,0.97,0.5,0.7,75.0,0,9,21,16,14,4,10,0,114,54,47.4,4.31,2.04,0.15,0.31
Atakan Karazor,,MF,Stuttgart,27,32,31,2618,29.1,2,4,6,2,0,0,10,1,2.3,2.0,2.6,4.6,19,140,33,0.07,0.14,0.21,0.07,0.21,0.08,0.09,0.17,0.07,0.16,12.0,1,37,59,2,4,33,32,0,14,7,50.0,0.48,0.24,0.14,0.29
Mikkel Kaufmann,DEN,FW,Heidenheim,23,9,3,372,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,10,21,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.15,0.13,0.15,1.2,0,5,14,0,2,2,4,0,3,3,100.0,0.73,0.73,0.0,0.0
Yannik Keitel,GER,MF,Stuttgart,24,11,2,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,3,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,3.5,0,2,6,0,2,4,6,0,5,2,40.0,1.67,0.67,0.0,0.0
Andu Kelati,GER,"MF,DF",Holstein Kiel,21,8,2,288,3.2,1,1,2,1,0,0,2,1,0.9,0.9,0.8,1.7,3,19,11,0.31,0.31,0.62,0.31,0.62,0.27,0.26,0.53,0.27,0.53,0.8,1,4,5,0,6,3,4,0,6,3,50.0,1.87,0.94,0.17,0.33
Thomas Keller,GER,"DF,MF",Heidenheim,24,6,2,148,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.5,0,6,4,0,0,4,5,0,1,0,0.0,0.61,0.0,0.0,0.0
Aljoscha Kemlein,GER,MF,Union Berlin,19,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,7.0,0,15,2,1,5,7,5,0,11,3,27.3,1.07,0.29,0.09,0.33
Luca Kerber,GER,"MF,DF",Heidenheim,22,23,7,783,8.7,2,0,2,2,0,0,4,0,0.6,0.6,0.7,1.3,1,16,12,0.23,0.0,0.23,0.23,0.23,0.07,0.08,0.15,0.07,0.15,1.5,0,22,8,0,3,5,16,0,7,5,71.4,0.8,0.57,0.29,0.4
Rani Khedira,GER,MF,Union Berlin,30,32,31,2723,30.3,1,1,2,1,0,0,7,0,1.4,1.4,0.6,2.1,12,80,34,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,2.5,0,44,19,1,22,47,42,0,14,1,7.1,0.46,0.03,0.07,1.0
Joshua Kimmich,GER,MF,Bayern Munich,29,33,32,2847,31.6,3,7,10,3,0,0,4,0,1.8,1.8,7.4,9.2,51,362,77,0.09,0.22,0.32,0.09,0.32,0.06,0.24,0.29,0.06,0.29,45.0,0,15,27,2,177,22,28,0,34,10,29.4,1.07,0.32,0.09,0.3
Tim Kleindienst,GER,FW,Gladbach,28,31,31,2737,30.4,16,7,23,15,1,2,5,1,13.6,11.9,6.2,18.0,45,63,145,0.53,0.23,0.76,0.49,0.72,0.45,0.2,0.65,0.39,0.59,17.0,1,75,25,23,15,13,15,0,75,39,52.0,2.47,1.28,0.2,0.38
Lukas Klostermann,GER,DF,RB Leipzig,28,28,20,1838,20.4,1,0,1,1,0,0,5,0,0.3,0.3,0.1,0.4,16,83,26,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.02,0.02,0.02,8.0,0,13,7,0,12,25,14,0,4,2,50.0,0.2,0.1,0.25,0.5
Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,22,30,18,1597,17.7,4,5,9,4,0,0,3,0,4.9,4.9,5.2,10.0,53,58,146,0.23,0.28,0.51,0.23,0.51,0.28,0.29,0.57,0.28,0.57,15.0,0,27,28,11,32,11,22,0,30,12,40.0,1.69,0.68,0.13,0.33
Magnus Knudsen,NOR,MF,Holstein Kiel,23,31,22,1850,20.6,0,1,1,0,0,0,7,0,0.7,0.7,1.3,2.0,16,54,25,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.1,0.03,0.1,2.5,0,27,10,0,7,10,30,0,12,4,33.3,0.58,0.19,0.0,0.0
Gregor Kobel,SUI,GK,Dortmund,26,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,0,2,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robin Koch,GER,DF,Eint Frankfurt,28,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07,18.0,0,23,13,1,1,25,11,0,17,6,35.3,0.59,0.21,0.18,0.5
Derrick Kohn,GHA,"DF,FW",Werder Bremen,25,27,14,1343,14.9,2,2,4,2,0,0,2,0,0.7,0.7,1.6,2.4,36,39,122,0.13,0.13,0.27,0.13,0.27,0.05,0.11,0.16,0.05,0.16,5.0,0,14,19,4,56,11,12,0,13,4,30.8,0.87,0.27,0.15,0.5
Dominik Kohr,GER,"DF,MF",Mainz 05,30,28,28,2295,25.5,2,0,2,2,0,0,11,1,1.6,1.6,0.6,2.1,26,101,31,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,3.5,0,46,36,1,14,42,46,0,13,5,38.5,0.51,0.2,0.15,0.4
Marco Komenda,CRO,DF,Holstein Kiel,27,19,17,1307,14.5,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,13,53,16,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,0.8,0,16,13,0,15,7,17,0,3,0,0.0,0.21,0.0,0.0,0.0
Mert Komur,GER,MF,Augsburg,19,20,5,654,7.3,2,1,3,2,0,0,1,0,1.1,1.1,1.5,2.6,18,11,46,0.28,0.14,0.41,0.28,0.41,0.16,0.2,0.36,0.16,0.36,5.0,0,7,12,3,26,2,2,0,13,7,53.8,1.79,0.96,0.15,0.29
Kacper Koscierski,GER,DF,Bochum,17,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Henri Koudossou,GER,DF,Augsburg,24,21,4,748,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,19,23,48,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,2.0,0,7,5,2,24,14,9,0,2,0,0.0,0.24,0.0,0.0,0.0
Konstantinos Koulierakis,GRE,DF,Wolfsburg,20,30,28,2468,27.4,0,2,2,0,0,0,4,0,1.0,1.0,1.0,1.9,20,104,8,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,25.0,0,24,13,2,13,32,22,0,22,3,13.6,0.8,0.11,0.0,0.0
Matej Kovar,CZE,GK,Leverkusen,24,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andrej Kramaric,CRO,"MF,FW",Hoffenheim,33,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,0.36,0.26,0.62,0.26,0.52,0.38,0.14,0.52,0.31,0.45,4.0,0,12,28,9,116,9,8,0,69,26,37.7,2.24,0.85,0.12,0.31
Frans Kratzig,GER,DF,Stuttgart,21,17,16,1273,14.1,1,2,3,1,0,0,1,0,0.6,0.6,1.8,2.5,25,39,59,0.07,0.14,0.21,0.07,0.21,0.04,0.13,0.17,0.04,0.18,3.5,0,8,4,4,39,18,19,0,9,3,33.33,0.64,0.21,0.11,0.33
Tom Krauss,GER,MF,Bochum,23,14,13,1077,12.0,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,16,84,20,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,4.0,0,14,16,0,10,11,17,0,11,2,18.2,0.92,0.17,0.0,0.0
Rasmus Kristensen,DEN,DF,Eint Frankfurt,27,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,0.18,0.11,0.29,0.18,0.29,0.09,0.11,0.2,0.09,0.2,14.0,0,25,12,0,60,20,37,0,24,8,33.3,0.86,0.29,0.21,0.63
Lukas Kubler,GER,DF,Freiburg,31,28,22,1842,20.5,5,1,6,5,0,0,5,0,2.7,2.7,0.8,3.5,24,78,49,0.24,0.05,0.29,0.24,0.29,0.13,0.04,0.17,0.13,0.17,1.5,0,25,23,1,30,48,20,0,18,11,61.1,0.88,0.54,0.28,0.45
Jonah Kusi-Asare,SWE,FW,Bayern Munich,17,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,1.12,1.12,2.5,0,0,0,0,0,0,0,0,1,0,0.0,30.0,0.0,0.0,0.0
Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,26,7,0,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,12,16,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,1.0,0,3,1,0,1,0,3,0,6,1,16.7,3.14,0.52,0.0,0.0
Nediljko Labrovic,CRO,GK,Augsburg,24,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Konrad Laimer,AUT,DF,Bayern Munich,27,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,87,141,113,0.11,0.11,0.21,0.11,0.21,0.11,0.14,0.25,0.11,0.25,25.0,0,35,12,1,21,5,24,0,18,6,33.3,0.95,0.32,0.11,0.33
Stefan Lainer,AUT,DF,Gladbach,31,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,25,25,32,0.12,0.0,0.12,0.12,0.12,0.04,0.12,0.15,0.04,0.15,1.2,0,11,6,3,29,12,13,1,4,1,25.0,0.48,0.12,0.25,1.0
Hugo Larsson,SWE,MF,Eint Frankfurt,20,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,16,121,33,0.11,0.04,0.15,0.11,0.15,0.12,0.08,0.19,0.12,0.19,40.0,0,21,5,2,8,33,29,0,21,10,47.6,0.79,0.38,0.14,0.3
Diogo Leite,POR,DF,Union Berlin,25,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,17.0,0,25,37,2,9,53,34,1,18,8,44.4,0.64,0.28,0.06,0.13
Maxim Leitsch,GER,DF,Mainz 05,26,14,6,674,7.5,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,4,25,5,0.13,0.0,0.13,0.13,0.13,0.16,0.03,0.19,0.16,0.19,1.5,0,10,4,0,3,8,4,0,6,1,16.7,0.8,0.13,0.17,1.0
Jamie Leweling,GER,"MF,FW",Stuttgart,23,27,22,1663,18.5,2,2,4,2,0,0,4,0,1.6,1.6,3.8,5.4,55,51,164,0.11,0.11,0.22,0.11,0.22,0.08,0.21,0.29,0.08,0.29,20.0,0,17,29,4,57,11,7,0,29,16,55.2,1.57,0.87,0.07,0.13
Philipp Lienhart,AUT,DF,Freiburg,28,32,31,2770,30.8,1,0,1,1,0,0,5,0,0.5,0.5,0.8,1.2,44,138,9,0.03,0.0,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04,12.0,0,22,19,3,8,31,13,0,8,1,12.5,0.26,0.03,0.13,1.0
Marin Ljubicic,CRO,"FW,MF",Union Berlin,22,13,1,281,3.1,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.1,1,6,19,0.32,0.32,0.64,0.32,0.64,0.14,0.2,0.34,0.14,0.34,4.0,0,9,8,1,1,0,1,0,2,1,50.0,0.64,0.32,0.5,1.0
Anthony Losilla,FRA,MF,Bochum,38,21,13,1137,12.6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,45,11,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,0.5,0,18,9,1,4,18,15,0,5,0,0.0,0.4,0.0,0.0,0.0
Yannik Luhrs,GER,DF,Dortmund,20,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.6,0,2,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Castello Lukeba,FRA,DF,RB Leipzig,21,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,40.0,0,12,15,0,11,18,18,0,4,1,25.0,0.23,0.06,0.0,0.0
Senne Lynen,BEL,MF,Werder Bremen,25,32,32,2733,30.4,0,1,1,0,0,0,9,0,1.1,1.1,0.6,1.7,9,91,28,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,9.0,0,39,25,0,5,64,38,0,24,3,12.5,0.79,0.1,0.0,0.0
Shuto Machino,JPN,"FW,MF",Holstein Kiel,24,32,23,1953,21.7,11,2,13,9,2,2,2,0,6.5,4.9,3.0,7.9,30,59,108,0.51,0.09,0.6,0.41,0.51,0.3,0.14,0.44,0.23,0.36,5.0,0,20,25,9,33,7,5,0,51,23,45.1,2.35,1.06,0.18,0.39
Arne Maier,GER,MF,Augsburg,25,28,7,938,10.4,0,0,0,0,0,0,0,1,1.5,1.5,1.5,3.0,19,44,56,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,4.0,0,9,7,0,68,6,6,0,18,6,33.3,1.73,0.58,0.0,0.0
Patrick Mainka,GER,DF,Heidenheim,29,34,34,3060,34.0,1,1,2,1,0,0,3,0,1.9,1.9,0.3,2.3,21,102,12,0.03,0.03,0.06,0.03,0.06,0.06,0.01,0.07,0.06,0.07,3.0,0,17,21,2,5,65,32,0,25,9,36.0,0.74,0.26,0.04,0.11
Lovro Majer,CRO,MF,Wolfsburg,26,9,3,304,3.4,2,1,3,1,1,1,1,0,1.4,0.6,1.1,1.7,8,17,10,0.59,0.3,0.89,0.3,0.59,0.41,0.31,0.72,0.18,0.49,17.0,0,6,6,0,16,1,2,0,7,5,71.4,2.07,1.48,0.14,0.2
Jordy Makengo,FRA,DF,Freiburg,22,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,6.0,0,5,6,2,25,6,9,0,0,0,0.0,0.0,0.0,0.0,0.0
Jarzinho Malanga,GER,DF,Stuttgart,18,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Julian Malatini,ARG,DF,Werder Bremen,23,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.2,0.2,0.4,0.2,0.4,0.05,0.09,0.14,0.05,0.14,2.5,0,9,5,0,3,7,9,0,3,1,33.3,0.59,0.2,0.33,1.0
Donyell Malen,NED,"FW,MF",Dortmund,25,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.0,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,25.0,0,2,7,3,13,3,0,0,19,6,31.6,2.79,0.88,0.16,0.5
