Player,Nation,Pos,Squad,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
Igor Matanovic,CRO,FW,Eintracht Frankfurt,21,3.5,0,0,0,6,11,1,0,1,0,,,0
Chrislain Matsima,FRA,DF,Augsburg,22,28.3,4,0,0,11,10,1,3,50,21,,,1
Jean MattГ©o Bahoya,FRA,MF,Eintracht Frankfurt,19,10.2,3,0,0,9,7,2,31,3,19,,,0
Maurides,BRA,FW,St Pauli,30,0.0,0,0,0,0,0,0,0,0,0,,,0
Jakov MediД‡,CRO,DF,Bochum,25,17.8,2,0,0,10,7,2,1,22,10,,,0
Connor Metcalfe,AUS,"MF,FW",St Pauli,24,4.0,2,1,1,5,4,0,7,3,0,,,0
Karol Mets,EST,DF,St Pauli,31,10.0,1,0,0,7,5,0,3,11,8,,,0
Alexander Meyer,GER,GK,Dortmund,33,2.0,0,0,0,0,0,0,0,0,0,,,0
Florian Micheler,AUT,MF,Hoffenheim,19,0.4,1,0,0,1,0,0,0,0,0,,,0
Enzo Millot,FRA,MF,Stuttgart,22,20.5,9,0,0,25,37,3,41,13,13,,,0
Kim Min-jae,KOR,DF,Bayern Munich,27,25.4,2,0,0,25,4,0,0,33,17,,,0
Maximilian MittelstГ¤dt,GER,"DF,MF",Stuttgart,27,27.4,5,0,0,24,38,2,166,47,55,,,0
Koji Miyoshi,JPN,"MF,FW",Bochum,27,5.2,0,1,0,10,4,2,9,2,5,,,0
Max Moerstedt,GER,"FW,MF",Hoffenheim,18,5.0,2,0,0,6,10,1,0,0,3,,,0
David Mokwa,FRA,FW,Hoffenheim,20,0.2,0,0,0,1,0,0,0,0,0,,,0
Steve MouniГ©,BEN,MF,Augsburg,29,3.9,2,0,0,9,5,1,3,1,4,,,0
Nordi Mukiele,FRA,"DF,MF",Leverkusen,26,10.0,4,0,0,6,14,1,13,16,17,,,1
Florian MГјller,GER,GK,Freiburg,26,8.4,0,0,0,0,1,0,0,0,0,,,0
Kevin MГјller,GER,GK,Heidenheim,33,32.7,0,0,0,0,3,0,0,0,1,,,0
Marius MГјller,GER,GK,Wolfsburg,31,5.3,0,0,0,0,0,0,0,0,0,,,0
Thomas MГјller,GER,"MF,FW",Bayern Munich,34,13.6,3,0,0,14,12,3,46,2,6,,,0
Jamal Musiala,GER,MF,Bayern Munich,21,20.0,3,0,0,20,55,2,8,7,21,,,0
Florent Muslija,KVX,"FW,MF",Freiburg,26,1.9,0,0,0,0,2,0,14,2,4,,,0
Phillipp Mwene,AUT,MF,Mainz 05,30,29.0,7,0,0,24,24,3,86,24,30,,,0
Joakim MГ¦hle,DEN,"DF,MF",Wolfsburg,27,24.3,6,0,0,9,16,0,25,26,14,,,0
Nathan N'Goumou,CMR,MF,Gladbach,24,9.2,0,0,0,7,12,7,21,4,11,,,0
Stanley N'Soki,FRA,DF,Hoffenheim,25,14.5,3,1,0,12,6,0,1,28,18,,,2
Nikolas Nartey,DEN,MF,Stuttgart,24,0.2,0,0,0,0,0,0,0,0,0,,,0
Paul Nebel,GER,MF,Mainz 05,21,26.1,5,1,1,37,38,5,111,14,27,,,0
Kosta NedeljkoviД‡,SRB,"DF,MF",RB Leipzig,18,5.3,1,0,0,7,1,1,17,2,8,,,0
Ivan NekiД‡,CRO,DF,Holstein Kiel,23,0.8,0,0,0,1,0,0,0,3,1,,,0
David Nemeth,AUT,DF,St Pauli,23,23.7,3,0,0,21,14,0,7,18,29,,,0
Luca Netz,GER,DF,Gladbach,21,10.8,2,0,0,8,6,1,16,10,14,,,0
Manuel Neuer,GER,GK,Bayern Munich,38,22.0,0,0,0,0,1,0,0,0,0,,,0
Florian Neuhaus,GER,MF,Gladbach,27,4.2,1,0,0,4,7,0,8,6,3,,,0
Moritz Nicolas,GER,GK,Gladbach,26,18.2,0,0,0,0,0,0,0,1,0,,,0
Julian Niehues,GER,MF,Heidenheim,23,1.7,1,0,0,1,2,0,0,0,1,,,0
Justin Njinmah,GER,"FW,MF",Werder Bremen,23,10.6,1,0,0,7,17,12,19,4,1,,,0
Niels Nkounkou,FRA,"MF,DF",Eintracht Frankfurt,23,4.2,1,0,0,5,2,0,23,9,9,,,0
Felix Nmecha,GER,MF,Dortmund,23,16.8,3,0,0,22,26,0,6,24,21,,,0
Lukas Nmecha,GER,FW,Wolfsburg,25,5.2,1,0,0,7,15,0,6,2,0,,,0
Arnaud Nordin,FRA,"FW,MF",Mainz 05,26,0.9,0,0,0,1,3,0,9,0,0,,,0
Alexander NГјbel,GER,GK,Stuttgart,27,34.0,0,0,0,0,4,0,0,0,0,,,0
Antonio Nusa,NOR,"MF,DF",RB Leipzig,19,17.3,0,0,0,14,28,9,35,8,17,,,0
David Odogu,GER,DF,Wolfsburg,18,2.2,0,0,0,2,0,1,0,2,4,,,0
Tim Oermann,GER,DF,Bochum,20,24.6,0,0,0,16,8,0,14,24,30,,,0
Ifechukwu Ogbus,SUI,DF,Freiburg,18,0.2,0,0,0,1,0,0,0,1,1,,,0
Finn Ole Becker,GER,MF,Hoffenheim,24,7.4,1,0,0,5,7,0,8,9,5,,,0
Michael Olise,FRA,MF,Bayern Munich,22,25.9,3,0,0,22,66,5,134,8,20,,,0
Jonas Omlin,SUI,GK,Gladbach,30,10.9,0,1,0,1,1,0,0,0,0,,,0
Karim Onisiwo,AUT,MF,Mainz 05,32,1.2,0,0,0,3,2,1,2,0,0,,,0
Frank Onyeka,NGA,MF,Augsburg,26,28.7,8,0,0,47,74,3,20,37,46,,,0
LoГЇs Openda,BEL,FW,RB Leipzig,24,27.3,5,1,1,29,77,27,27,5,4,,,0
Gift Orban,NGA,FW,Hoffenheim,22,7.6,2,0,0,15,7,8,6,0,1,,,0
Willi Orban,HUN,DF,RB Leipzig,31,24.7,4,2,0,23,14,4,5,20,24,,,0
Ivan Ordets,UKR,DF,Bochum,32,20.7,6,0,0,22,19,2,1,43,8,,,0
Patrick Osterhage,GER,MF,Freiburg,24,25.2,6,1,1,25,22,5,21,22,29,,,0
Assan Ouedraogo,GER,MF,RB Leipzig,18,0.6,0,0,0,1,3,0,1,0,0,,,0
Salih Г–zcan,TUR,MF,Dortmund,26,8.2,0,0,0,16,13,1,10,17,8,,,0
Exequiel Palacios,ARG,MF,Leverkusen,25,12.8,2,0,0,9,18,1,4,12,15,,,0
JoГЈo Palhinha,POR,MF,Bayern Munich,29,7.5,2,1,0,13,10,0,2,4,14,,,0
Mats Pannewig,GER,MF,Bochum,19,3.0,1,0,0,5,1,0,3,2,7,,,0
Kevin Paredes,USA,MF,Wolfsburg,21,1.4,1,0,0,1,4,0,1,1,2,,,0
Felix Passlack,GER,"MF,DF",Bochum,26,25.9,4,0,0,28,21,2,111,19,24,,,0
Aleksandar Pavlovic,GER,MF,Bayern Munich,20,16.1,2,0,0,17,9,0,5,6,22,,,0
Mads Pedersen,DEN,DF,Augsburg,27,2.6,0,0,0,5,1,1,5,2,7,,,0
Jordan Pefok,USA,FW,Union Berlin,28,10.1,2,0,0,22,15,7,0,4,6,,,0
Daniel Peretz,ISR,GK,Bayern Munich,24,3.0,1,0,0,0,2,0,0,0,0,,,0
Noah Pesch,CRO,FW,Gladbach,19,0.1,0,0,0,1,0,0,0,0,0,,,0
Luca Philipp,GER,GK,Hoffenheim,23,6.0,0,0,0,0,0,0,0,0,0,,,0
Maximilian Philipp,GER,"FW,MF",Freiburg,30,0.2,0,0,0,0,0,0,0,0,0,,,0
Benedikt Pichler,AUT,FW,Holstein Kiel,27,8.7,1,0,0,14,16,13,10,2,3,,,0
Amos Pieper,GER,DF,Werder Bremen,26,16.6,3,0,0,11,11,0,4,23,17,,,0
Marvin Pieringer,GER,FW,Heidenheim,24,24.5,7,0,0,50,46,15,11,8,11,,,0
Alassane PlГ©a,FRA,MF,Gladbach,31,21.1,3,0,0,18,33,8,44,1,4,,,0
Finn Porath,GER,MF,Holstein Kiel,27,21.9,3,0,0,31,37,0,84,19,27,,,0
Yussuf Poulsen,DEN,"MF,FW",RB Leipzig,30,4.2,1,0,0,8,14,1,2,0,5,,,0
Alexander Prass,AUT,"MF,DF",Hoffenheim,23,17.4,1,0,0,17,25,0,55,11,24,,,0
David Preu,GER,MF,Union Berlin,19,1.3,1,0,0,1,1,1,4,0,0,,,0
Grischa PrГ¶mel,GER,MF,Hoffenheim,29,1.9,0,0,0,0,3,0,2,1,0,,,0
Ivan Prtajin,CRO,FW,Union Berlin,28,1.8,0,0,0,1,1,2,3,0,2,,,0
Tymoteusz Puchacz,POL,MF,Holstein Kiel,25,4.4,0,0,0,2,7,1,38,3,5,,,0
Leopold Querfeld,AUT,DF,Union Berlin,20,19.4,8,0,0,20,13,0,1,17,15,,,0
Grant Ranos,ARM,FW,Gladbach,21,0.2,1,0,0,1,0,0,0,0,0,,,0
David Raum,GER,"MF,DF",RB Leipzig,26,19.8,5,0,0,23,10,6,188,10,28,,,0
Rocco Reitz,GER,MF,Gladbach,22,20.3,1,0,0,19,38,0,23,54,24,,,0
Nicolai Remberg,GER,MF,Holstein Kiel,24,26.9,11,0,0,43,45,2,8,29,24,,,2
Elvis RexhbeГ§aj,KVX,MF,Augsburg,26,19.8,8,0,0,13,42,1,70,16,19,,,0
Gio Reyna,USA,MF,Dortmund,21,3.9,3,0,0,8,3,0,15,0,0,,,0
Fabian Rieder,SUI,MF,Stuttgart,22,9.6,1,0,0,14,11,0,40,11,15,,,0
Lasse RieГџ,GER,GK,Mainz 05,23,2.0,0,0,0,0,0,0,0,0,0,,,0
Lars Ritzka,GER,"MF,DF",St Pauli,26,10.2,1,0,0,10,6,1,19,10,28,,,0
Mads Roerslev,DEN,DF,Wolfsburg,25,3.3,0,0,0,2,3,0,7,5,8,,,0
Merlin RГ¶hl,GER,MF,Freiburg,22,10.7,2,0,0,22,19,0,12,4,9,,,0
Lasse Rosenboom,GER,MF,Holstein Kiel,22,19.3,3,0,0,19,12,0,18,19,35,,,0
Max Rosenfelder,GER,DF,Freiburg,21,13.9,2,0,0,8,14,1,9,8,17,,,0
Tom Rothe,GER,"MF,DF",Union Berlin,19,18.6,4,1,0,25,11,2,46,18,30,,,0
Anthony Rouault,FRA,DF,Stuttgart,23,13.5,1,0,0,19,8,0,1,17,11,,,0
JГ©rГґme Roussillon,FRA,DF,Union Berlin,31,1.5,0,0,0,1,3,0,10,2,0,,,0
Julian Ryerson,NOR,"DF,MF",Dortmund,26,25.1,6,1,1,31,23,0,111,23,28,,,0
Frederik RГёnnow,DEN,GK,Union Berlin,31,28.0,2,0,0,0,4,0,0,0,0,,,0
Elias Saad,TUN,"FW,MF",St Pauli,24,10.0,1,0,0,17,24,7,14,4,14,,,0
Marcel Sabitzer,AUT,MF,Dortmund,30,18.0,3,0,0,12,9,0,23,10,19,,,0
Faik Sakar,GER,MF,RB Leipzig,16,0.0,0,0,0,0,0,0,0,0,0,,,0
Manolis Saliakas,GRE,MF,St Pauli,27,25.7,4,0,0,16,15,0,83,16,23,,,0
Roland Sallai,HUN,"DF,FW",Freiburg,27,0.5,0,0,0,0,1,0,4,1,1,,,0
Diadie SamassГ©kou,MLI,MF,Hoffenheim,28,3.2,0,0,0,5,4,0,0,5,6,,,0
Philipp Sander,GER,MF,Gladbach,26,15.6,2,0,0,16,7,0,22,22,17,,,0
James Sands,USA,MF,St Pauli,24,5.0,1,0,0,11,5,1,2,6,7,,,0
Leroy SanГ©,GER,MF,Bayern Munich,28,18.2,2,0,0,16,25,6,50,7,14,,,0
Kaishu Sano,JPN,MF,Mainz 05,23,33.8,3,0,0,16,33,2,11,63,33,,,0
KauГЈ Santos,BRA,GK,Eintracht Frankfurt,21,8.5,0,0,0,0,2,0,0,0,0,,,1
Joe Scally,USA,DF,Gladbach,21,28.6,6,0,0,23,47,1,49,18,32,,,0
AndrГЎs SchГ¤fer,HUN,MF,Union Berlin,25,17.0,3,0,0,27,33,0,17,24,25,,,0
Patrik Schick,CZE,FW,Leverkusen,28,18.7,4,0,0,23,23,7,1,4,5,,,0
Stefan Schimmer,GER,FW,Heidenheim,30,2.7,1,0,0,2,1,2,2,0,0,,,0
Xaver Schlager,AUT,MF,RB Leipzig,26,2.0,1,0,0,4,3,0,1,0,1,,,0
Keven Schlotterbeck,GER,DF,Augsburg,27,14.4,4,1,1,10,11,1,3,18,17,,,0
Nico Schlotterbeck,GER,DF,Dortmund,24,22.0,7,2,1,18,19,0,14,15,25,,,0
Romano Schmid,AUT,MF,Werder Bremen,24,31.5,4,0,0,28,42,3,143,12,25,,,0
Jan SchГ¶ppner,GER,MF,Heidenheim,25,29.8,8,0,0,31,20,2,12,43,31,,,0
Marvin Schulz,GER,"DF,MF",Holstein Kiel,29,3.4,3,0,0,6,1,0,12,0,4,,,0
Alexander Schwolow,GER,GK,Union Berlin,32,6.0,0,0,0,0,0,0,0,0,0,,,0
LГ©o Scienza,BRA,"MF,FW",Heidenheim,25,12.8,1,0,0,16,63,5,81,5,11,,,0
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,23,23.2,2,0,0,27,2,0,46,31,32,,,0
Benjamin Е eЕЎko,SVN,"FW,MF",RB Leipzig,21,26.4,2,1,1,26,20,18,7,4,3,,,0
Armindo Sieb,GER,"MF,FW",Mainz 05,21,8.5,2,0,0,13,13,10,6,1,5,,,0
Tim Siersleben,GER,DF,Heidenheim,24,13.1,4,0,0,16,7,0,10,20,14,,,0
Kiliann Sildillia,FRA,DF,Freiburg,22,8.9,2,0,0,10,9,1,19,10,9,,,0
AndrГ© Silva,POR,FW,RB Leipzig,28,5.7,1,0,0,4,9,2,2,0,3,,,0
Mohamed Simakan,FRA,DF,RB Leipzig,24,0.6,0,0,0,0,1,0,1,2,0,,,0
Xavi Simons,NED,MF,RB Leipzig,21,23.9,5,0,0,24,56,5,80,13,22,,,0
Danel Sinani,LUX,"FW,MF",St Pauli,27,13.9,3,0,0,25,14,4,70,2,11,,,0
Tobias Sippel,GER,GK,Gladbach,36,0.7,0,0,0,0,0,0,0,0,0,,,0
Ibrahima Sissoko,MLI,MF,Bochum,26,29.0,11,1,1,76,29,2,21,33,40,,,0
Tim Skarke,GER,"FW,MF",Union Berlin,27,12.9,1,0,0,10,15,10,28,5,12,,,0
Ellyes Skhiri,TUN,MF,Eintracht Frankfurt,29,24.8,6,0,0,21,19,2,3,34,24,,,0
Leo Skiri ГstigГҐrd,NOR,DF,Hoffenheim,24,10.3,0,1,0,18,5,1,2,10,7,,,1
Andreas Skov Olsen,DEN,"MF,FW",Wolfsburg,24,5.9,0,0,0,2,3,2,29,2,7,,,0
Robert Skov,DEN,"MF,DF",Union Berlin,28,9.5,1,0,0,14,10,1,62,9,10,,,0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,31,14.7,0,0,0,16,22,2,30,13,8,,,0
Eric Smith,SWE,"DF,MF",St Pauli,27,31.4,7,0,0,27,24,3,100,37,27,,,0
Anton Stach,GER,"MF,DF",Hoffenheim,25,28.7,8,0,0,39,34,0,23,49,47,,,0
Jens Stage,DEN,MF,Werder Bremen,27,24.5,10,0,0,37,30,4,24,18,29,,,0
Josip StaniЕЎiД‡,CRO,DF,Bayern Munich,24,9.7,0,0,0,2,4,0,11,5,11,,,0
Niklas Stark,GER,DF,Werder Bremen,29,23.4,6,1,1,30,28,2,4,36,24,,,0
Pascal Stenzel,GER,DF,Stuttgart,28,3.2,0,0,0,4,2,0,27,2,2,,,0
Leonidas Stergiou,SUI,DF,Stuttgart,22,9.5,0,1,0,6,0,1,14,14,11,,,0
Finley Stevens,WAL,DF,St Pauli,21,0.0,0,0,0,0,0,0,0,0,0,,,0
Angelo Stiller,GER,MF,Stuttgart,23,30.5,6,0,0,21,48,1,94,26,26,,,1
Kevin StГ¶ger,AUT,MF,Gladbach,30,17.2,3,0,0,22,40,1,114,14,20,,,0
Niklas SГјle,GER,DF,Dortmund,28,11.7,1,0,0,5,2,0,1,3,12,,,0
Mattias Svanberg,SWE,MF,Wolfsburg,25,13.5,4,0,0,16,22,0,34,15,10,,,0
Daniel Svensson,SWE,"MF,DF",Dortmund,22,8.7,0,0,0,4,7,1,36,5,11,,,0
Haris Tabakovic,BIH,FW,Hoffenheim,30,9.1,0,0,0,15,8,11,4,1,0,,,0
Jonathan Tah,GER,DF,Leverkusen,28,33.0,3,0,0,16,5,0,7,37,14,,,0
Edmond Tapsoba,BFA,DF,Leverkusen,25,27.9,4,0,0,34,6,1,8,24,21,,,1
Mathys Tel,FRA,MF,Bayern Munich,19,2.8,0,0,0,5,6,1,5,1,1,,,0
Nathan Tella,NGA,"MF,FW",Leverkusen,25,15.1,1,0,0,22,32,10,25,5,11,,,0
Martin Terrier,FRA,"MF,FW",Leverkusen,27,6.5,1,0,0,2,9,2,5,1,2,,,0
Arthur Theate,BEL,DF,Eintracht Frankfurt,24,30.0,6,1,1,14,23,1,26,36,24,,,0
Norman Theuerkauf,GER,"DF,MF",Heidenheim,37,0.2,0,0,0,1,0,0,0,0,0,,,0
Denis Thomalla,GER,"FW,MF",Heidenheim,31,0.0,0,0,0,0,0,0,0,0,0,,,0
Phillip Tietz,GER,FW,Augsburg,27,18.7,4,0,0,36,12,15,2,5,6,,,0
Umut Tohumcu,GER,MF,Hoffenheim,19,4.2,3,0,0,6,6,0,8,3,6,,,0
John Tolkin,USA,"MF,DF",Holstein Kiel,22,8.2,0,0,0,2,9,0,37,8,11,,,0
Tiago TomГЎs,POR,"MF,FW",Wolfsburg,22,20.9,7,0,0,30,50,6,21,10,19,,,0
Keke Topp,GER,FW,Werder Bremen,20,2.8,1,0,0,8,6,2,6,1,1,,,0
Bazoumana TourГ©,CIV,"MF,FW",Hoffenheim,18,6.8,1,0,0,13,3,7,25,3,10,,,0
Lucas Tousart,FRA,MF,Union Berlin,27,6.2,2,0,0,11,6,0,2,6,9,,,0
Omar TraorГ©,GER,"DF,MF",Heidenheim,26,29.1,7,0,0,23,37,1,107,21,28,,,0
Kevin Trapp,GER,GK,Eintracht Frankfurt,34,25.5,0,0,0,0,1,0,0,0,0,,,0
Philipp Treu,GER,MF,St Pauli,23,32.0,2,0,0,20,36,2,59,22,43,,,1
Christopher Trimmel,AUT,"MF,DF",Union Berlin,37,19.3,5,0,0,14,5,1,109,17,24,,,0
Tuta,BRA,"DF,MF",Eintracht Frankfurt,25,25.3,8,0,0,30,9,0,2,42,26,,,1
Lukas Ullrich,GER,DF,Gladbach,20,21.1,4,0,0,22,17,0,47,20,15,,,0
Sven Ulreich,GER,GK,Bayern Munich,35,1.0,0,0,0,0,0,0,0,0,0,,,0
Deniz Undav,GER,"FW,MF",Stuttgart,28,19.2,4,0,0,25,22,12,11,2,10,,,0
Dayot Upamecano,FRA,DF,Bayern Munich,25,19.5,6,0,0,20,11,0,6,31,25,,,0
Jonas Urbig,GER,GK,Bayern Munich,20,8.0,0,0,0,0,0,0,0,0,0,,,0
Can Uzun,TUR,MF,Eintracht Frankfurt,18,7.5,1,0,0,8,16,0,17,1,3,,,0
Josha Vagnoman,GER,"DF,MF",Stuttgart,23,20.4,4,0,0,18,20,0,44,14,13,,,0
Siebe Van Der Heyden,BEL,"DF,MF",St Pauli,26,9.7,4,1,1,16,9,0,18,15,10,,,0
Maarten Vandevoordt,BEL,GK,RB Leipzig,22,4.8,0,0,0,0,0,0,0,0,0,,,0
Ruben Vargas,SUI,MF,Augsburg,25,3.4,3,0,0,5,3,0,14,2,1,,,0
Nikola Vasilj,BIH,GK,St Pauli,28,33.0,2,1,1,1,1,0,0,0,0,,,0
Denis Vavro,SVK,DF,Wolfsburg,28,27.3,4,0,0,7,5,0,8,36,13,,,0
MiloЕЎ VeljkoviД‡,SRB,DF,Werder Bremen,28,11.4,1,0,0,5,3,2,9,3,5,,,0
Nikolas Veratschnig,AUT,MF,Mainz 05,21,4.0,1,0,0,9,6,4,7,4,7,,,0
Arthur Vermeeren,BEL,MF,RB Leipzig,19,17.5,7,0,0,22,1,0,3,23,20,,,0
Yorbe Vertessen,BEL,"MF,FW",Union Berlin,23,8.0,2,0,0,14,17,2,23,3,4,,,0
Gabriel Vidovic,CRO,MF,Mainz 05,20,0.3,0,0,0,0,2,0,0,0,0,,,0
Kevin Vogt,GER,DF,Union Berlin,32,15.2,6,0,0,10,7,0,0,9,7,,,0
Kevin Volland,GER,"FW,MF",Union Berlin,32,0.7,1,0,0,3,0,0,0,0,0,,,0
Aster Vranckx,BEL,MF,Wolfsburg,21,6.2,1,0,0,12,11,0,3,10,6,,,0
Robert Wagner,GER,MF,St Pauli,21,4.5,1,0,0,6,5,0,2,2,4,,,0
Elye Wahi,FRA,FW,Eintracht Frankfurt,21,2.2,1,0,0,2,3,4,5,0,0,,,0
Hauke Wahl,GER,DF,St Pauli,30,33.0,1,0,0,13,15,2,8,29,29,,,0
Paul Wanner,GER,"MF,FW",Heidenheim,18,19.7,2,0,0,23,18,1,54,3,28,,,0
Kjell-Arik WГ¤tjen,GER,MF,Dortmund,18,0.2,0,0,0,0,1,0,0,0,0,,,0
Julian Weigl,GER,MF,Gladbach,28,32.0,8,0,0,23,24,0,10,51,26,,,0
Timon Weiner,GER,GK,Holstein Kiel,25,25.0,4,0,0,2,3,0,0,0,0,,,0
Nelson Weiper,GER,FW,Mainz 05,19,7.8,2,0,0,19,0,7,6,2,4,,,0
Mitchell Weiser,GER,MF,Werder Bremen,30,31.9,9,1,1,30,45,1,80,22,42,,,0
Noah WeiГџhaupt,GER,"FW,MF",Freiburg,22,13.8,0,0,0,11,48,6,80,1,6,,,0
Silvan Widmer,SUI,MF,Mainz 05,31,5.6,3,0,0,5,4,2,12,5,5,,,0
Patrick Wimmer,AUT,"MF,FW",Wolfsburg,23,19.7,5,1,0,35,40,6,44,34,33,,,0
Jonas Wind,DEN,"FW,MF",Wolfsburg,25,21.8,2,0,0,15,40,4,7,6,6,,,0
Florian Wirtz,GER,MF,Leverkusen,21,26.1,3,0,0,22,39,11,102,9,22,,,0
Dani de Wit,NED,"MF,FW",Bochum,26,12.8,1,0,0,24,12,8,8,12,18,,,0
Maximilian Wittek,GER,"DF,MF",Bochum,28,30.1,8,0,0,34,34,0,166,26,40,,,0
Marius Wolf,GER,MF,Augsburg,29,23.8,2,0,0,19,14,4,113,26,15,,,0
Nick Woltemade,GER,"FW,MF",Stuttgart,22,18.0,5,1,1,24,35,6,6,1,6,,,0
Jeong Woo-yeong,KOR,"MF,FW",Union Berlin,24,14.0,2,0,0,16,15,4,37,11,7,,,0
Granit Xhaka,SUI,MF,Leverkusen,31,32.1,3,0,0,34,34,0,30,11,27,,,1
Erencan Yardimci,TUR,FW,Hoffenheim,22,3.5,2,0,0,8,5,5,1,1,3,,,0
Dan-Axel Zagadou,FRA,DF,Stuttgart,25,0.3,1,0,0,1,0,0,0,1,0,,,0
David Zec,SVN,DF,Holstein Kiel,24,17.1,5,0,0,21,8,3,1,14,10,,,0
Robin Zentner,GER,GK,Mainz 05,29,32.0,3,0,0,1,2,0,0,0,1,,,0
Cedric Zesiger,SUI,DF,Wolfsburg,26,19.4,11,1,1,29,12,0,15,25,16,,,0
Michael Zetterer,GER,GK,Werder Bremen,29,34.0,2,0,0,0,6,0,0,1,0,,,0
Budu Zivzivadze,GEO,FW,Heidenheim,30,10.6,0,0,0,9,15,6,5,2,11,,,0
