Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Camutanga,BRA,DF,Vitoria,30,5,5,449,5.0,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.2,0,10,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.5,0,3,2,0,0,1,5,0
Yerson Candelo,COL,DF,Criciúma,31,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,1.0,0,0,0,0,3,1,1,0
Luan Candido,BRA,DF,RB Bragantino,22,26,22,1953,21.7,1,0,1,0,1,1,5,0,1.5,0.8,0.1,0.9,7,50,16,0.05,0.0,0.05,0.0,0.0,0.07,0.01,0.08,0.03,0.04,6.0,0,37,7,2,6,30,27,0
German Cano,ARG,FW,Fluminense,35,27,20,1611,17.9,4,0,4,4,0,0,6,0,5.7,5.7,1.6,7.3,4,20,41,0.22,0.0,0.22,0.22,0.22,0.31,0.09,0.4,0.31,0.4,2.0,0,11,7,2,8,1,5,0
Agustin Canobbio,URU,"FW,MF",Ath Paranaense,25,20,14,1215,13.5,4,1,5,4,0,0,6,1,3.5,3.5,2.5,5.9,47,57,136,0.3,0.07,0.37,0.3,0.37,0.26,0.18,0.44,0.26,0.44,4.0,1,13,23,7,37,3,20,0
Juninho Capixaba,BRA,"DF,MF",RB Bragantino,26,24,23,1872,20.8,2,0,2,2,0,0,4,0,1.5,1.5,0.7,2.2,35,90,73,0.1,0.0,0.1,0.1,0.1,0.07,0.04,0.11,0.07,0.11,1.3,0,41,30,1,45,34,44,0
Felipe Carballo,URU,MF,Grêmio,27,9,5,478,5.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,8,28,25,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,2.0,0,10,2,0,2,3,9,0
Tomas Cardona,ARG,DF,Fortaleza,28,17,16,1435,15.9,1,0,1,1,0,0,4,0,0.5,0.5,0.0,0.5,11,50,0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,0.375,0,23,4,1,1,31,16,0
Edson Carioca,BRA,FW,Juventude,26,16,9,740,8.2,3,2,5,3,0,0,2,0,1.8,1.8,0.3,2.1,19,23,59,0.36,0.24,0.61,0.36,0.61,0.24,0.05,0.28,0.24,0.28,0.1,0,16,17,4,13,6,13,0
Carlinhos,BRA,FW,Flamengo,26,13,5,423,4.7,2,0,2,2,0,0,2,1,2.4,2.4,0.1,2.6,6,1,21,0.43,0.0,0.43,0.43,0.43,0.52,0.03,0.55,0.52,0.55,0.0,0,8,3,4,0,0,4,0
Antonio Carlos,BRA,DF,Fluminense,30,13,11,1080,12.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.5,8,40,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2.0,0,11,12,1,4,20,5,0
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,23,19,9,865,9.6,2,0,2,2,0,0,2,1,1.7,1.7,0.6,2.3,9,15,41,0.21,0.0,0.21,0.21,0.21,0.18,0.06,0.24,0.18,0.24,4.0,0,27,10,4,1,2,9,0
Joao Carlos,BRA,"MF,FW",Criciúma,22,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,0.0,0,0,1,0,1,2,0,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,31,22,13,1031,11.5,4,2,6,4,0,0,3,0,1.7,1.7,2.7,4.4,26,52,38,0.35,0.17,0.52,0.35,0.52,0.15,0.23,0.38,0.15,0.38,0.9,0,1,1,0,1,1,2,0
Andre Carrillo,PER,MF,Corinthians,32,13,8,730,8.1,0,2,2,0,0,0,3,0,0.2,0.2,2.2,2.4,13,66,25,0.0,0.25,0.25,0.0,0.25,0.03,0.27,0.29,0.03,0.29,2.5,0,14,9,2,91,5,4,0
Ronie Carrillo,ECU,FW,Juventude,27,14,9,678,7.5,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.3,6,10,29,0.13,0.0,0.13,0.13,0.13,0.13,0.03,0.17,0.13,0.17,0.15,0,19,2,0,15,8,14,0
Gabriel Carvalho,BRA,"FW,MF",Internacional,16,24,15,1301,14.5,1,3,4,1,0,0,3,0,3.2,3.2,4.0,7.2,50,61,168,0.07,0.21,0.28,0.07,0.28,0.22,0.27,0.5,0.22,0.5,0.0,0,12,9,4,7,1,4,0
