Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Sandro Ramirez,ESP,"FW,MF",Las Palmas,29.0,31.0,25.0,2034.0,22.6,9.0,3.0,12.0,8.0,1.0,1.0,6.0,0.0,0.4,0.13,0.53,0.35,0.49,2.5,0.0,26.0,43.0,5.0,122.0,18.0,17.0,0.0,52.0,21.0,40.4,2.3,0.93,0.15,0.38,ES1,4.1,3.3,3.4,6.7,52.0,52.0,121.0,0.18,0.15,0.33,0.15,0.29
Jacobo Ramon,ESP,DF,Real Madrid,19.0,3.0,2.0,204.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.44,0.0,0.44,0.44,0.44,1.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,50.0,0.88,0.44,0.5,1.0,ES1,0.2,0.2,0.2,0.4,0.0,1.0,2.0,0.07,0.09,0.16,0.07,0.16
Raphinha,BRA,"FW,MF",Barcelona,27.0,36.0,32.0,2839.0,31.5,18.0,9.0,27.0,16.0,2.0,2.0,4.0,0.0,0.57,0.29,0.86,0.51,0.79,90.0,0.0,11.0,37.0,10.0,216.0,10.0,23.0,0.0,114.0,43.0,37.7,3.61,1.36,0.14,0.37,ES1,19.2,17.6,12.7,30.3,94.0,135.0,349.0,0.61,0.4,1.01,0.56,0.96
Andrei Ratiu,ROU,DF,Rayo Vallecano,26.0,35.0,34.0,3065.0,34.1,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.06,0.09,0.15,0.06,0.15,12.0,0.0,25.0,21.0,5.0,79.0,26.0,46.0,0.0,31.0,8.0,25.8,0.91,0.23,0.06,0.25,ES1,1.8,1.8,5.7,7.5,122.0,145.0,167.0,0.05,0.17,0.22,0.05,0.22
Raul,ESP,"FW,MF",Osasuna,23.0,32.0,5.0,750.0,8.3,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.48,0.0,0.48,0.48,0.48,3.0,0.0,11.0,12.0,6.0,6.0,1.0,7.0,0.0,25.0,12.0,48.0,3.0,1.44,0.16,0.33,ES1,3.5,3.5,0.7,4.1,10.0,16.0,49.0,0.41,0.08,0.5,0.41,0.5
Abde Rebbach,ALG,"FW,MF",Alavés,25.0,8.0,4.0,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,5.0,6.0,2.0,17.0,0.0,1.0,0.0,6.0,1.0,16.7,1.4,0.23,0.0,0.0,ES1,0.2,0.2,0.3,0.5,16.0,5.0,34.0,0.04,0.07,0.11,0.04,0.11
Daniel Requena,ESP,MF,Villarreal,20.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Diego Rico,ESP,DF,Getafe,31.0,33.0,32.0,2819.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.1,0.1,0.0,0.1,1.2,0.0,38.0,56.0,3.0,150.0,32.0,50.0,0.0,16.0,3.0,18.8,0.51,0.1,0.0,0.0,ES1,0.4,0.4,2.7,3.1,27.0,136.0,84.0,0.01,0.09,0.1,0.01,0.1
Luis Rioja,ESP,"MF,FW",Valencia,30.0,37.0,33.0,2854.0,31.8,5.0,3.0,8.0,3.0,2.0,2.0,6.0,0.0,0.16,0.09,0.25,0.09,0.19,2.0,0.0,19.0,39.0,11.0,207.0,21.0,21.0,0.0,30.0,14.0,46.67,0.94,0.44,0.17,0.36,ES1,3.3,1.7,4.6,6.3,97.0,104.0,231.0,0.1,0.14,0.25,0.05,0.2
Rodrigo Riquelme,ESP,"MF,DF",Atlético Madrid,24.0,16.0,4.0,516.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,12.0,0.0,8.0,8.0,4.0,35.0,2.0,5.0,0.0,14.0,4.0,28.6,2.44,0.7,0.0,0.0,ES1,0.9,0.9,0.8,1.7,43.0,24.0,62.0,0.16,0.14,0.3,0.16,0.3
Alberto Risco,ESP,"MF,FW",Getafe,18.0,5.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,1.0,25.0,5.22,1.3,0.0,0.0,ES1,0.2,0.2,0.1,0.3,3.0,3.0,6.0,0.22,0.19,0.41,0.22,0.41
Mihailo Ristic,SRB,"DF,MF",Celta Vigo,28.0,10.0,6.0,429.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,0.9,0.0,8.0,2.0,0.0,13.0,2.0,7.0,0.0,2.0,0.0,0.0,0.42,0.0,0.0,0.0,ES1,0.0,0.0,0.2,0.2,8.0,10.0,11.0,0.01,0.04,0.05,0.01,0.05
Gorka Rivera Alonso,ESP,"DF,MF",Getafe,19.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Roca,ESP,MF,Betis,27.0,14.0,11.0,906.0,10.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.2,0.4,6.0,0.0,16.0,5.0,0.0,10.0,14.0,14.0,0.0,12.0,4.0,33.3,1.19,0.4,0.17,0.5,ES1,1.1,1.1,1.0,2.1,11.0,59.0,13.0,0.11,0.1,0.21,0.11,0.21
Rodri,ESP,FW,Betis,24.0,3.0,1.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.0,2.0,1.0,6.0,1.0,1.0,0.0,2.0,2.0,100.0,1.53,1.53,0.0,0.0,ES1,0.2,0.2,0.1,0.2,4.0,8.0,11.0,0.13,0.06,0.19,0.13,0.19
Alvaro Rodriguez,URU,FW,Getafe,20.0,22.0,7.0,852.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.21,0.0,0.21,0.21,0.21,2.5,0.0,30.0,20.0,7.0,4.0,3.0,7.0,0.0,25.0,10.0,40.0,2.64,1.06,0.08,0.2,ES1,1.2,1.2,0.3,1.5,6.0,13.0,50.0,0.13,0.03,0.16,0.13,0.16
Oscar Rodriguez Arnaiz,ESP,"MF,FW",Leganés,26.0,29.0,12.0,1330.0,14.8,1.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,0.07,0.27,0.34,0.07,0.34,2.0,0.0,19.0,25.0,1.0,55.0,21.0,17.0,0.0,33.0,6.0,18.2,2.23,0.41,0.03,0.17,ES1,2.1,2.1,2.2,4.3,24.0,60.0,66.0,0.14,0.15,0.29,0.14,0.29
Arturo Rodriguez,ESP,FW,Las Palmas,17.0,1.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Damian Rodriguez,ESP,MF,Celta Vigo,21.0,17.0,10.0,927.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,9.0,0.0,30.0,6.0,9.0,0.0,4.0,0.0,0.0,0.39,0.0,0.0,0.0,ES1,0.1,0.1,0.8,0.9,8.0,71.0,12.0,0.01,0.08,0.09,0.01,0.09
Dani Rodriguez,ESP,"MF,FW",Mallorca,36.0,37.0,26.0,2162.0,24.0,4.0,7.0,11.0,4.0,0.0,0.0,5.0,0.0,0.17,0.29,0.46,0.17,0.46,0.8,0.0,51.0,40.0,8.0,116.0,12.0,28.0,0.0,31.0,10.0,32.3,1.29,0.42,0.13,0.4,ES1,2.8,2.8,3.1,6.0,37.0,78.0,108.0,0.12,0.13,0.25,0.12,0.25
Daniel Rodriguez,ESP,FW,Barcelona,18.0,1.0,1.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.86,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.06,0.0,0.06,0.06,0.06
James Rodriguez,COL,"MF,FW",Rayo Vallecano,33.0,6.0,1.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,1.0,3.0,13.0,1.0,3.0,0.0,4.0,2.0,50.0,2.57,1.29,0.0,0.0,ES1,0.3,0.3,0.2,0.5,3.0,13.0,7.0,0.19,0.11,0.29,0.19,0.29
Javi Rodriguez,ESP,DF,Celta Vigo,21.0,36.0,26.0,2514.0,27.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,0.11,0.07,0.18,0.11,0.18,15.0,0.0,37.0,22.0,0.0,4.0,32.0,38.0,0.0,12.0,5.0,41.7,0.43,0.18,0.25,0.6,ES1,2.3,2.3,1.0,3.3,29.0,114.0,51.0,0.08,0.04,0.12,0.08,0.12
Jesus Rodriguez,ESP,FW,Betis,18.0,21.0,15.0,1111.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,30.0,0.0,17.0,38.0,2.0,19.0,8.0,13.0,0.0,23.0,8.0,34.8,1.86,0.65,0.09,0.25,ES1,2.3,2.3,0.2,2.5,53.0,35.0,99.0,0.18,0.02,0.2,0.18,0.2
Kirian Rodriguez,ESP,MF,Las Palmas,28.0,21.0,21.0,1758.0,19.5,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,1.0,0.0,9.0,18.0,0.0,17.0,10.0,18.0,0.0,21.0,9.0,42.9,1.08,0.46,0.0,0.0,ES1,1.6,1.6,1.5,3.0,25.0,128.0,39.0,0.08,0.07,0.16,0.08,0.16
Ricardo Rodriguez,SUI,DF,Betis,31.0,18.0,15.0,1274.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,2.0,0.0,12.0,6.0,0.0,14.0,8.0,15.0,0.0,5.0,1.0,20.0,0.35,0.07,0.0,0.0,ES1,0.2,0.2,0.4,0.6,19.0,63.0,32.0,0.01,0.03,0.04,0.01,0.04
Rodrygo,BRA,"FW,MF",Real Madrid,23.0,30.0,22.0,1928.0,21.4,6.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,0.28,0.23,0.51,0.28,0.51,90.0,0.0,8.0,37.0,1.0,79.0,11.0,13.0,0.0,54.0,20.0,37.0,2.52,0.93,0.11,0.3,ES1,4.0,3.9,3.0,6.9,113.0,108.0,253.0,0.19,0.14,0.33,0.18,0.32
Carlos Romero,ESP,DF,Espanyol,22.0,34.0,28.0,2554.0,28.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.07,0.04,0.11,0.07,0.11,5.0,0.0,34.0,21.0,1.0,90.0,28.0,47.0,0.0,29.0,6.0,20.7,1.02,0.21,0.07,0.33,ES1,2.0,2.0,2.1,4.2,50.0,64.0,113.0,0.07,0.07,0.15,0.07,0.15
Isaac Romero,ESP,FW,Sevilla,24.0,31.0,26.0,2156.0,24.0,4.0,2.0,6.0,4.0,0.0,1.0,10.0,1.0,0.17,0.08,0.25,0.17,0.25,6.0,0.0,38.0,37.0,11.0,18.0,7.0,7.0,0.0,54.0,20.0,37.0,2.25,0.83,0.07,0.2,ES1,6.8,6.0,2.1,8.1,21.0,29.0,95.0,0.28,0.09,0.37,0.25,0.34
Luka Romero,ARG,"FW,MF",Alavés,19.0,6.0,2.0,199.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0,0.9,0.0,0.0,0.0,ES1,0.8,0.0,0.2,0.2,3.0,0.0,12.0,0.37,0.08,0.45,0.01,0.09
Oriol Romeu,ESP,MF,Girona,32.0,25.0,17.0,1356.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,28.0,18.0,0.0,7.0,14.0,24.0,0.0,5.0,1.0,20.0,0.33,0.07,0.0,0.0,ES1,0.1,0.1,0.3,0.4,22.0,73.0,8.0,0.01,0.02,0.03,0.01,0.03
Vitor Roque,BRA,FW,Betis,19.0,22.0,14.0,1235.0,13.7,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.29,0.0,0.29,0.29,0.29,20.0,0.0,30.0,30.0,5.0,7.0,7.0,6.0,0.0,41.0,19.0,46.3,2.99,1.38,0.1,0.21,ES1,6.1,6.1,1.2,7.3,24.0,17.0,57.0,0.44,0.09,0.53,0.44,0.53
Valentin Rosier,FRA,DF,Leganés,27.0,32.0,28.0,2595.0,28.8,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.03,0.07,0.1,0.03,0.1,3.0,0.0,44.0,18.0,8.0,39.0,50.0,54.0,0.0,14.0,4.0,28.6,0.49,0.14,0.07,0.25,ES1,0.9,0.9,1.1,2.0,41.0,74.0,89.0,0.03,0.04,0.07,0.03,0.07
Antonio Rudiger,GER,DF,Real Madrid,31.0,29.0,26.0,2291.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,15.0,2.0,4.0,9.0,13.0,0.0,24.0,4.0,16.7,0.94,0.16,0.0,0.0,ES1,1.7,1.7,0.5,2.3,20.0,94.0,4.0,0.07,0.02,0.09,0.07,0.09
Aitor Ruibal,ESP,"DF,FW",Betis,28.0,29.0,13.0,1313.0,14.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.07,0.21,0.27,0.07,0.27,3.5,0.0,10.0,18.0,2.0,32.0,14.0,24.0,0.0,16.0,4.0,25.0,1.1,0.27,0.06,0.25,ES1,0.9,0.9,2.4,3.3,21.0,50.0,64.0,0.06,0.17,0.23,0.06,0.23
Abel Ruiz,ESP,FW,Girona,24.0,23.0,17.0,1346.0,15.0,4.0,0.0,4.0,3.0,1.0,2.0,3.0,0.0,0.27,0.0,0.27,0.2,0.2,4.0,0.0,7.0,12.0,5.0,4.0,4.0,2.0,0.0,23.0,9.0,39.1,1.54,0.6,0.13,0.33,ES1,4.6,3.0,0.5,3.5,21.0,23.0,71.0,0.31,0.03,0.34,0.2,0.23
Ferran Ruiz,ESP,MF,Girona,21.0,1.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Sabaly,SEN,DF,Betis,31.0,22.0,20.0,1581.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,1.8,0.0,18.0,12.0,1.0,30.0,13.0,26.0,0.0,5.0,0.0,0.0,0.28,0.0,0.0,0.0,ES1,0.2,0.2,0.8,1.0,25.0,62.0,63.0,0.01,0.05,0.06,0.01,0.06
Umar Sadiq,NGA,FW,Real Sociedad,27.0,23.0,11.0,1052.0,11.7,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.43,0.0,0.43,0.43,0.43,5.0,0.0,37.0,17.0,18.0,2.0,3.0,7.0,0.0,25.0,7.0,28.0,2.14,0.6,0.2,0.71,ES1,3.6,3.6,0.8999999999999999,4.5,14.0,12.0,67.0,0.31,0.08,0.38,0.31,0.38
Jorge Saenz,ESP,DF,Leganés,27.0,23.0,19.0,1690.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.05,0.0,0.05,0.05,0.05,1.5,0.0,30.0,15.0,1.0,0.0,23.0,23.0,1.0,8.0,3.0,37.5,0.43,0.16,0.13,0.33,ES1,1.3,1.3,0.1,1.4,5.0,36.0,2.0,0.07,0.01,0.07,0.07,0.07
Jan Salas,ESP,"MF,FW",Mallorca,18.0,4.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.19,0.0,0.0,0.0,ES1,0.1,0.1,0.0,0.1,1.0,4.0,4.0,0.12,0.0,0.12,0.12,0.12
Kike Salas,ESP,DF,Sevilla,22.0,31.0,25.0,2238.0,24.9,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,0.12,0.08,0.2,0.12,0.2,8.0,0.0,21.0,15.0,0.0,9.0,30.0,27.0,0.0,23.0,7.0,30.4,0.92,0.28,0.13,0.43,ES1,1.9,1.9,0.6,2.5,7.0,59.0,18.0,0.08,0.02,0.1,0.08,0.1
Albert Sambi Lokonga,BEL,MF,Sevilla,24.0,22.0,16.0,1471.0,16.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,8.0,0.0,22.0,21.0,0.0,2.0,9.0,15.0,0.0,13.0,5.0,38.5,0.8,0.31,0.0,0.0,ES1,0.9,0.9,1.0,1.9,24.0,93.0,20.0,0.06,0.06,0.12,0.06,0.12
Chuky san jose,ESP,MF,Valladolid,20.0,18.0,9.0,728.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,1.5,0.0,3.0,10.0,4.0,24.0,0.0,2.0,0.0,16.0,7.0,43.8,1.98,0.87,0.13,0.29,ES1,2.2,2.2,1.2,3.4,6.0,15.0,27.0,0.28,0.15,0.42,0.28,0.42
Oihan Sancet,ESP,MF,Athletic Club,24.0,29.0,19.0,1620.0,18.0,15.0,1.0,16.0,12.0,3.0,3.0,2.0,0.0,0.83,0.06,0.89,0.67,0.72,60.0,0.0,16.0,24.0,5.0,17.0,5.0,8.0,0.0,50.0,20.0,40.0,2.78,1.11,0.24,0.6,ES1,9.7,7.3,1.9,9.2,52.0,90.0,115.0,0.54,0.1,0.64,0.4,0.51
Antonio Sanchez,ESP,"MF,DF",Mallorca,27.0,33.0,12.0,1395.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,23.0,11.0,4.0,33.0,18.0,17.0,0.0,17.0,2.0,11.8,1.1,0.13,0.0,0.0,ES1,1.1,1.1,0.6,1.7,18.0,38.0,53.0,0.07,0.04,0.11,0.07,0.11
Ivan Sanchez,ESP,"MF,FW",Valladolid,31.0,32.0,11.0,1404.0,15.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.13,0.06,0.19,0.13,0.19,0.6,0.0,15.0,48.0,3.0,114.0,13.0,24.0,0.0,15.0,6.0,40.0,0.96,0.38,0.13,0.33,ES1,0.7,0.7,2.9,3.5,60.0,77.0,93.0,0.04,0.19,0.23,0.04,0.23
Javi Sanchez,ESP,DF,Valladolid,27.0,25.0,25.0,2026.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,1.5,0.0,19.0,3.0,0.0,0.0,24.0,16.0,0.0,11.0,5.0,45.5,0.49,0.22,0.18,0.4,ES1,0.5,0.5,0.3,0.8,4.0,34.0,4.0,0.02,0.01,0.03,0.02,0.03
Juanlu Sanchez,ESP,"MF,DF",Sevilla,20.0,32.0,18.0,1722.0,19.1,4.0,4.0,8.0,4.0,0.0,0.0,6.0,1.0,0.21,0.21,0.42,0.21,0.42,12.0,1.0,18.0,12.0,1.0,40.0,16.0,34.0,0.0,13.0,6.0,46.2,0.68,0.31,0.31,0.67,ES1,2.1,2.1,2.8,5.0,44.0,68.0,83.0,0.11,0.15,0.26,0.11,0.26
Manu Sanchez,ESP,DF,Alavés,23.0,33.0,30.0,2634.0,29.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.03,0.0,0.03,0.03,0.03,6.0,0.0,56.0,21.0,1.0,76.0,30.0,61.0,1.0,12.0,2.0,16.7,0.41,0.07,0.08,0.5,ES1,1.7,1.7,1.2,2.9,47.0,78.0,97.0,0.06,0.04,0.1,0.06,0.1
Maroan Sannadi,MAR,FW,Athletic Club,23.0,16.0,7.0,754.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,10.0,0.0,20.0,30.0,7.0,6.0,1.0,0.0,0.0,19.0,7.0,36.8,2.27,0.84,0.05,0.14,ES1,3.5,3.5,0.6,4.1,21.0,15.0,67.0,0.41,0.07,0.48,0.41,0.48
Yellu Santiago,ESP,MF,Getafe,20.0,19.0,4.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,14.0,6.0,0.0,3.0,2.0,8.0,0.0,1.0,0.0,0.0,0.24,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.01,0.0,0.01,0.01,0.01
Aleksandar Sedlar,SRB,DF,Alavés,32.0,9.0,7.0,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,9.0,5.0,0.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Sergi,ESP,DF,Leganés,32.0,36.0,33.0,2957.0,32.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.06,0.0,0.06,0.06,0.06,0.8,0.0,30.0,12.0,7.0,1.0,38.0,29.0,1.0,13.0,5.0,38.5,0.4,0.15,0.15,0.4,ES1,1.5,1.5,0.4,1.9,3.0,77.0,2.0,0.05,0.01,0.06,0.05,0.06
Nicolas Serrano,ESP,FW,Athletic Club,21.0,4.0,1.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.0,2.0,0.0,13.0,1.0,1.0,0.0,5.0,1.0,20.0,4.02,0.8,0.0,0.0,ES1,0.2,0.2,0.0,0.2,2.0,4.0,18.0,0.13,0.02,0.15,0.13,0.15
Fabio Silva,POR,FW,Las Palmas,22.0,24.0,22.0,1866.0,20.7,10.0,3.0,13.0,8.0,2.0,3.0,7.0,0.0,0.48,0.14,0.63,0.39,0.53,20.0,0.0,39.0,43.0,20.0,19.0,5.0,9.0,0.0,49.0,24.0,49.0,2.36,1.16,0.16,0.33,ES1,8.8,6.4,2.0,8.4,30.0,26.0,119.0,0.42,0.1,0.52,0.31,0.41
Giuliano Simeone,ARG,MF,Atlético Madrid,21.0,33.0,26.0,1926.0,21.4,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,0.09,0.28,0.37,0.09,0.37,35.0,0.0,23.0,42.0,7.0,51.0,15.0,13.0,0.0,22.0,7.0,31.8,1.03,0.33,0.09,0.29,ES1,2.2,2.2,5.2,7.4,69.0,49.0,189.0,0.1,0.24,0.35,0.1,0.35
Daley Sinkgraven,NED,DF,Las Palmas,29.0,4.0,2.0,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,2.0,0.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.02,0.0,0.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,28.0,13.0,6.0,614.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,8.0,11.0,1.0,4.0,2.0,50.0,0.59,0.29,0.0,0.0,ES1,0.1,0.1,0.0,0.2,10.0,43.0,3.0,0.02,0.0,0.02,0.02,0.02
Justin Smith,CAN,MF,Espanyol,21.0,5.0,3.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,5.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.02,0.02,0.0,0.02
Alex Sola,ESP,"MF,FW",Getafe,25.0,19.0,13.0,1029.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,2.5,0.0,24.0,26.0,7.0,18.0,6.0,12.0,0.0,14.0,1.0,7.1,1.22,0.09,0.0,0.0,ES1,1.0,1.0,0.7,1.6,24.0,23.0,61.0,0.08,0.06,0.14,0.08,0.14
Arnau Solà,ESP,MF,Villarreal,21.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Solis,COL,MF,Girona,19.0,19.0,3.0,535.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,2.5,0.0,9.0,6.0,0.0,3.0,5.0,6.0,0.0,4.0,1.0,25.0,0.67,0.17,0.25,1.0,ES1,0.7,0.7,0.1,0.7,9.0,29.0,15.0,0.11,0.01,0.12,0.11,0.12
Hugo Sotelo,ESP,MF,Celta Vigo,20.0,24.0,15.0,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,9.0,1.0,50.0,5.0,16.0,0.0,4.0,0.0,0.0,0.29,0.0,0.0,0.0,ES1,0.2,0.2,1.7,1.8,21.0,83.0,38.0,0.01,0.12,0.13,0.01,0.13
