Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Kaj Sierhuis,NED,FW,Fortuna Sittard,26.0,11,6,531,5.9,1,1,2,1,0,0,1,0,1.8,1.8,1.0,2.8,2,8,25,0.17,0.17,0.34,0.17,0.34,0.3,0.17,0.47,0.3,0.47,1.3,0,6,8,6,3,1,1,0,8,1,12.5,1.36,0.17,0.13,1.0
Oskar Siira Sivertsen,NOR,FW,Go Ahead Eag,20.0,7,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,3,6,12,0.0,0.0,0.0,0.0,0.0,0.06,0.46,0.52,0.06,0.52,1.3,0,2,0,0,6,2,3,0,1,1,100.0,0.61,0.61,0.0,0.0
Daley Sinkgraven,NED,"MF,FW",Fortuna Sittard,29.0,2,1,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,2,0,0,4,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Aymen Sliti,NED,"FW,MF",Feyenoord,18.0,4,0,89,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,5,0,8,1.01,0.0,1.01,1.01,1.01,0.39,0.3,0.69,0.39,0.69,0.75,0,1,1,0,2,1,0,0,4,3,75.0,4.04,3.03,0.25,0.33
Gijs Smal,NED,"DF,MF",Feyenoord,26.0,25,14,1351,15.0,0,2,2,0,0,0,0,0,0.5,0.5,2.4,2.9,44,95,75,0.0,0.13,0.13,0.0,0.13,0.03,0.16,0.19,0.03,0.19,7.0,0,7,7,1,50,11,10,0,10,3,30.0,0.67,0.2,0.0,0.0
Levi Smans,NED,"MF,FW",Heerenveen,20.0,33,25,2298,25.5,3,2,5,3,0,0,2,0,4.2,4.2,5.1,9.4,75,105,154,0.12,0.08,0.2,0.12,0.2,0.17,0.2,0.37,0.17,0.37,2.0,0,23,27,6,102,12,16,0,46,20,43.5,1.8,0.78,0.07,0.15
Kees Smit,NED,"MF,FW",AZ Alkmaar,18.0,18,9,989,11.0,0,0,0,0,0,0,2,0,1.1,1.1,2.0,3.1,22,61,40,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,5.0,0,13,11,0,4,4,18,0,20,4,20.0,1.82,0.36,0.0,0.0
Milan Smit,NED,"FW,MF",Go Ahead Eag,21.0,22,9,837,9.3,3,3,6,3,0,0,0,0,2.8,2.8,1.0,3.8,18,17,37,0.32,0.32,0.65,0.32,0.65,0.3,0.1,0.4,0.3,0.4,1.5,0,6,23,4,6,3,3,0,25,9,36.0,2.69,0.97,0.12,0.33
Kamal Sowah,GHA,"MF,FW",NAC Breda,24.0,12,10,858,9.5,0,0,0,0,0,0,4,0,1.8,1.8,1.8,3.6,9,37,50,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.38,0.19,0.38,0.8,0,12,5,3,9,5,13,0,14,1,7.1,1.47,0.1,0.0,0.0
Mark Spenkelink,NED,GK,RKC Waalwijk,27.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tommy St. Jago,NED,DF,Willem II,24.0,33,33,2925,32.5,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.1,27,104,26,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,1.0,0,20,21,0,20,39,49,1,11,3,27.3,0.34,0.09,0.0,0.0
Finn Stam,NED,DF,Groningen,21.0,19,9,831,9.2,0,1,1,0,0,0,3,0,0.1,0.1,0.1,0.2,10,32,34,0.0,0.11,0.11,0.0,0.11,0.01,0.02,0.02,0.01,0.02,0.45,0,10,9,1,12,10,11,0,3,0,0.0,0.32,0.0,0.0,0.0
Casper Staring,NED,"MF,FW",NAC Breda,23.0,15,5,628,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,17,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.35,0,9,0,0,6,10,8,0,1,0,0.0,0.14,0.0,0.0,0.0
Sem Steijn,NED,MF,Twente,22.0,33,32,2762,30.7,24,7,31,18,6,6,3,0,15.1,10.4,4.7,15.1,33,101,145,0.78,0.23,1.01,0.59,0.81,0.49,0.15,0.64,0.34,0.49,16.0,0,16,15,7,29,10,9,0,93,43,46.2,3.03,1.4,0.19,0.42
Calvin Stengs,NED,"MF,FW",Feyenoord,25.0,12,6,630,7.0,1,3,4,1,0,0,2,0,1.5,1.5,2.4,3.9,21,40,56,0.14,0.43,0.57,0.14,0.57,0.21,0.34,0.55,0.21,0.55,7.0,0,9,7,1,27,2,4,0,13,5,38.5,1.86,0.71,0.08,0.2
Sean Steur,NED,MF,Ajax,16.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Finn Stokkers,NED,FW,Go Ahead Eag,28.0,19,3,442,4.9,3,2,5,3,0,0,1,0,2.8,2.8,0.7,3.5,7,8,44,0.61,0.41,1.02,0.61,1.02,0.57,0.14,0.71,0.57,0.71,0.45,0,7,5,8,2,6,1,0,12,6,50.0,2.44,1.22,0.25,0.5
Mathis Suray,BEL,"FW,MF",Go Ahead Eag,23.0,30,15,1454,16.2,3,0,3,3,0,0,4,0,2.0,2.0,2.2,4.2,23,77,84,0.19,0.0,0.19,0.19,0.19,0.12,0.14,0.26,0.12,0.26,1.5,0,23,15,3,35,5,20,0,32,7,21.9,1.98,0.43,0.09,0.43
Josip Sutalo,CRO,DF,Ajax,24.0,29,28,2450,27.2,2,0,2,2,0,0,3,0,0.7,0.7,0.5,1.2,26,138,3,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.04,0.03,0.04,24.0,0,13,15,0,3,65,18,0,7,2,28.6,0.26,0.07,0.29,1.0
Youssuf Sylla,BEL,"FW,MF",Willem II,21.0,12,0,179,2.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,1,5,17,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.29,0.24,0.29,0.6,0,3,6,2,1,0,0,0,3,0,0.0,1.51,0.0,0.0,0.0
Anas Tahiri,BEL,MF,Almere City,29.0,26,23,1768,19.6,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.8,15,78,19,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04,0.5,0,5,4,0,3,10,12,0,7,1,14.3,0.36,0.05,0.0,0.0
Benjamin Tahirovic,BIH,MF,Ajax,21.0,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Juho Talvitie,FIN,"FW,MF",Heracles Almelo,19.0,31,17,1508,16.8,3,0,3,3,0,0,1,0,3.1,3.1,1.2,4.2,59,41,110,0.18,0.0,0.18,0.18,0.18,0.18,0.07,0.25,0.18,0.25,0.9,0,12,19,0,35,15,11,0,32,10,31.3,1.91,0.6,0.09,0.3
Oussama Targhalline,MAR,MF,Feyenoord,22.0,6,2,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,33,8,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,4.0,0,1,7,0,3,3,8,0,1,0,0.0,0.32,0.0,0.0,0.0
Kenneth Taylor,NED,"MF,FW",Ajax,22.0,33,29,2447,27.2,9,6,15,6,3,3,3,0,7.2,5.0,5.1,10.1,72,138,154,0.33,0.22,0.55,0.22,0.44,0.26,0.19,0.45,0.19,0.37,28.0,0,38,38,5,49,17,20,0,48,21,43.8,1.77,0.77,0.13,0.29
Soren Tengstedt,DEN,"MF,FW",Go Ahead Eag,24.0,12,4,422,4.7,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,12,12,28,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.25,0.23,0.25,0.8,0,2,8,0,4,0,5,0,12,1,8.3,2.56,0.21,0.0,0.0
Jordan Teze,NED,DF,PSV Eindhoven,24.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,9.0,0,0,1,0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Ryan Thomas,NZL,MF,Zwolle,29.0,17,9,850,9.4,0,2,2,0,0,0,4,0,0.0,0.0,1.2,1.2,8,45,19,0.0,0.21,0.21,0.0,0.21,0.0,0.12,0.12,0.0,0.12,0.7,0,12,11,0,1,23,20,0,2,1,50.0,0.21,0.11,0.0,0.0
Guus Til,NED,MF,PSV Eindhoven,26.0,32,23,2019,22.4,10,11,21,10,0,0,2,0,10.6,10.6,6.9,17.5,40,77,200,0.45,0.49,0.94,0.45,0.94,0.47,0.31,0.78,0.47,0.78,12.0,0,22,20,3,44,5,16,0,64,35,54.7,2.85,1.56,0.16,0.29
Malik Tillman,USA,"MF,FW",PSV Eindhoven,22.0,26,22,1915,21.3,12,2,14,12,0,0,2,0,6.7,6.7,6.2,12.9,60,116,143,0.56,0.09,0.66,0.56,0.66,0.32,0.29,0.61,0.32,0.61,32.0,0,29,36,3,36,30,39,0,59,25,42.4,2.77,1.17,0.2,0.48
Quinten Timber,NED,MF,Feyenoord,23.0,18,16,1391,15.5,6,0,6,4,2,2,5,0,3.3,1.8,1.6,3.4,24,68,58,0.39,0.0,0.39,0.26,0.26,0.21,0.1,0.32,0.11,0.22,30.0,0,24,27,0,5,8,24,0,37,16,43.2,2.39,1.04,0.11,0.25
Mickael Tirpan,BEL,DF,Willem II,30.0,24,22,1946,21.6,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.2,51,83,76,0.05,0.05,0.09,0.05,0.09,0.03,0.07,0.1,0.03,0.1,0.6,0,29,21,0,101,27,35,0,7,2,28.6,0.32,0.09,0.14,0.5
Jens Toornstra,NED,MF,Utrecht,35.0,31,16,1333,14.8,1,4,5,1,0,0,0,0,2.4,2.4,3.0,5.3,21,74,71,0.07,0.27,0.34,0.07,0.34,0.16,0.2,0.36,0.16,0.36,0.35,0,12,8,3,60,12,12,1,25,8,32.0,1.69,0.54,0.04,0.13
Bertrand Traore,BFA,FW,Ajax,28.0,32,20,1717,19.1,6,5,11,6,0,0,1,0,8.2,8.2,4.6,12.8,103,116,235,0.31,0.26,0.58,0.31,0.58,0.43,0.24,0.67,0.43,0.67,8.0,0,21,34,7,40,9,10,0,64,21,32.8,3.35,1.1,0.09,0.29
Gernot Trauner,AUT,DF,Feyenoord,32.0,19,16,1388,15.4,0,0,0,0,0,0,5,0,1.1,1.1,0.3,1.4,18,107,2,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,2.5,0,23,9,0,0,34,8,0,14,3,21.4,0.91,0.19,0.0,0.0
Jacob Trenskow,DEN,"FW,MF",Heerenveen,23.0,25,20,1742,19.4,6,3,9,6,0,0,0,0,4.0,4.0,2.9,6.9,62,61,160,0.31,0.15,0.46,0.31,0.46,0.21,0.15,0.36,0.21,0.36,4.0,0,9,9,5,37,16,18,0,51,17,33.3,2.63,0.88,0.12,0.35
Luka Tunjic,CRO,"FW,MF",Fortuna Sittard,18.0,12,3,478,5.3,1,1,2,1,0,0,1,0,0.8,0.8,0.9,1.6,5,16,26,0.19,0.19,0.38,0.19,0.38,0.14,0.16,0.31,0.14,0.31,0.45,0,8,7,0,29,2,4,0,9,3,33.3,1.69,0.56,0.11,0.33
Fofin Turay,NED,MF,Groningen,20.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Calvin Twigt,NED,MF,Go Ahead Eag,21.0,13,4,446,5.0,0,0,0,0,0,0,2,0,0.0,0.0,1.3,1.3,2,16,10,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.27,0.01,0.27,0.6,0,7,10,0,2,4,5,0,2,0,0.0,0.4,0.0,0.0,0.0
Przemyslaw Tyton,POL,GK,Twente,37.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ayase Ueda,JPN,FW,Feyenoord,25.0,21,13,1203,13.4,7,1,8,7,0,0,0,0,7.2,7.2,0.9,8.1,10,12,66,0.52,0.07,0.6,0.52,0.6,0.54,0.06,0.61,0.54,0.61,8.0,0,11,29,1,3,1,3,0,38,15,39.5,2.84,1.12,0.18,0.47
Lars Unnerstall,GER,GK,Twente,34.0,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Naci Unuvar,NED,FW,Twente,21.0,11,3,390,4.3,0,1,1,0,0,0,2,0,1.2,1.2,0.8,2.0,15,22,43,0.0,0.23,0.23,0.0,0.23,0.28,0.18,0.46,0.28,0.46,2.0,0,4,8,2,16,1,4,0,17,2,11.8,3.92,0.46,0.0,0.0
Kyan Vaesen,BEL,FW,Willem II,23.0,27,24,1896,21.1,4,2,6,2,2,2,2,1,5.1,3.5,1.8,5.3,7,25,70,0.19,0.09,0.28,0.09,0.19,0.24,0.09,0.33,0.17,0.25,0.7,0,30,19,11,6,7,5,0,29,13,44.8,1.38,0.62,0.07,0.15
Etienne Vaessen,SUR,GK,Groningen,29.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,9,0,0,0,3,0,1,0,0.0,0.03,0.0,0.0,0.0
Luciano Valente,NED,"MF,FW",Groningen,20.0,32,31,2587,28.7,2,7,9,2,0,0,4,1,3.2,3.2,5.9,9.0,65,132,175,0.07,0.24,0.31,0.07,0.31,0.11,0.2,0.31,0.11,0.31,7.0,0,15,28,7,45,9,13,0,51,23,45.1,1.77,0.8,0.04,0.09
Cherrion Valerius,CUW,DF,NAC Breda,18.0,15,15,1201,13.3,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.8,17,28,64,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,1.0,0,12,21,0,34,23,32,0,4,0,0.0,0.3,0.0,0.0,0.0
Dave Van Den Berg,NED,MF,Zwolle,24.0,32,26,2228,24.8,4,3,7,4,0,0,6,1,2.9,2.9,2.0,4.9,29,113,77,0.16,0.12,0.28,0.16,0.28,0.12,0.08,0.2,0.12,0.2,2.0,1,29,18,3,57,18,27,0,48,13,27.1,1.94,0.53,0.08,0.31
Jan Van den Bergh,BEL,DF,NAC Breda,29.0,30,30,2700,30.0,2,4,6,2,0,0,11,0,2.6,2.6,2.7,5.3,37,135,31,0.07,0.13,0.2,0.07,0.2,0.09,0.09,0.18,0.09,0.18,0.8,0,29,20,7,46,32,39,0,26,9,34.6,0.87,0.3,0.08,0.22
Dario Van den Buijs,BEL,DF,RKC Waalwijk,28.0,14,13,1110,12.3,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,14,55,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.5,0,5,1,0,2,17,18,0,7,3,42.9,0.57,0.24,0.0,0.0
Alec Van Hoorenbeeck,BEL,DF,Twente,25.0,20,11,1116,12.4,2,0,2,2,0,0,1,0,1.4,1.4,0.4,1.8,2,46,6,0.16,0.0,0.16,0.16,0.16,0.11,0.03,0.14,0.11,0.14,0.8,0,6,8,1,4,11,14,0,10,3,30.0,0.81,0.24,0.2,0.67
Per Van Loon,,FW,Willem II,,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0,1,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Syb Van Ottele,NED,"DF,MF",Fortuna Sittard,22.0,31,18,1874,20.8,0,3,3,0,0,0,3,0,0.6,0.6,1.3,1.9,24,106,7,0.0,0.14,0.14,0.0,0.14,0.03,0.06,0.09,0.03,0.09,1.0,0,24,21,0,30,36,39,0,19,3,15.8,0.91,0.14,0.0,0.0
Joey Veerman,NED,MF,PSV Eindhoven,25.0,27,22,1830,20.3,1,8,9,1,0,0,3,0,2.9,2.9,7.1,10.1,33,284,49,0.05,0.39,0.44,0.05,0.44,0.14,0.35,0.5,0.14,0.5,25.0,0,18,8,0,172,7,25,0,31,15,48.4,1.52,0.74,0.03,0.07
Odysseus Velanas,NED,"FW,MF",Zwolle,26.0,29,12,1365,15.2,1,2,3,1,0,0,1,0,3.2,3.2,2.1,5.3,36,37,107,0.07,0.13,0.2,0.07,0.2,0.21,0.14,0.35,0.21,0.35,0.55,0,18,15,5,52,11,10,0,28,7,25.0,1.85,0.46,0.04,0.14
Apostolos Vellios,GRE,FW,Zwolle,32.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dylan Vente,NED,FW,Zwolle,25.0,30,29,2518,28.0,13,0,13,10,3,3,3,0,8.8,6.5,1.6,8.1,37,41,130,0.46,0.0,0.46,0.36,0.36,0.32,0.06,0.37,0.23,0.29,2.0,0,29,27,2,20,4,10,0,46,21,45.7,1.64,0.75,0.22,0.48
Calvin Verdonk,IDN,DF,NEC Nijmegen,27.0,33,31,2853,31.7,1,1,2,1,0,0,9,0,1.1,1.1,3.2,4.3,54,202,84,0.03,0.03,0.06,0.03,0.06,0.03,0.1,0.13,0.03,0.13,2.5,0,25,8,1,72,44,66,1,26,5,19.2,0.82,0.16,0.04,0.2
Valentino Vermeulen,NED,DF,Willem II,23.0,3,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2,0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Arno Verschueren,BEL,"MF,FW",Twente,27.0,34,21,2016,22.4,1,2,3,1,0,0,6,0,4.3,4.3,2.5,6.699999999999999,42,68,126,0.04,0.09,0.13,0.04,0.13,0.19,0.11,0.3,0.19,0.3,1.5,0,46,13,1,26,17,21,1,53,11,20.75,2.37,0.49,0.02,0.09
Dion Versluis,NED,FW,NAC Breda,21.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.63,0.08,0.71,0.63,0.71,0.0,0,0,0,0,0,0,0,0,1,0,0.0,5.0,0.0,0.0,0.0
Niklas Vesterlund,DEN,DF,Utrecht,25.0,8,8,636,7.1,1,2,3,1,0,0,1,0,0.4,0.4,0.5,0.9,11,19,20,0.14,0.28,0.42,0.14,0.42,0.06,0.07,0.13,0.06,0.13,1.0,0,4,3,0,6,7,5,0,4,2,50.0,0.57,0.28,0.25,0.5
Nick Viergever,NED,DF,Utrecht,34.0,33,33,2948,32.8,3,1,4,3,0,0,2,1,3.5,3.5,0.4,3.9,32,188,3,0.09,0.03,0.12,0.09,0.12,0.11,0.01,0.12,0.11,0.12,0.4,0,19,11,0,4,23,34,0,14,7,50.0,0.43,0.21,0.21,0.43
Ricardo Visus,ESP,DF,Almere City,23.0,24,23,1962,21.8,1,0,1,1,0,0,4,1,0.6,0.6,0.6,1.3,25,78,4,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,0.75,0,31,15,1,9,46,22,0,12,5,41.7,0.55,0.23,0.08,0.2
Michel Vlap,NED,"MF,FW",Twente,27.0,34,31,2499,27.8,5,7,12,5,0,0,3,0,5.3,5.3,4.9,10.2,42,191,106,0.18,0.25,0.43,0.18,0.43,0.19,0.17,0.37,0.19,0.37,5.0,0,22,23,2,135,31,30,0,53,13,24.5,1.91,0.47,0.09,0.38
Patrick Vroegh,NED,"MF,DF",RKC Waalwijk,24.0,4,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.15,0,3,0,0,3,2,2,0,1,0,0.0,2.25,0.0,0.0,0.0
Wout Weghorst,NED,FW,Ajax,31.0,24,9,1085,12.1,10,2,12,9,1,2,2,0,7.8,5.6,3.2,8.8,7,31,91,0.83,0.17,1.0,0.75,0.91,0.64,0.26,0.91,0.46,0.73,4.0,0,16,24,5,5,1,2,0,36,18,50.0,2.99,1.49,0.25,0.5
Daouda Weidmann,CIV,MF,RKC Waalwijk,21.0,12,8,788,8.8,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.6,18,25,13,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,0.3,1,16,12,0,10,9,9,0,7,0,0.0,0.8,0.0,0.0,0.0
Robbin Weijenberg,NED,"MF,DF",Go Ahead Eag,19.0,18,3,310,3.4,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,2,16,12,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.34,0.22,0.34,0.25,0,6,3,1,0,2,11,0,3,0,0.0,0.87,0.0,0.0,0.0
Timon Wellenreuther,GER,GK,Feyenoord,28.0,29,29,2610,29.0,0,1,1,0,0,0,2,0,0.0,0.0,0.6,0.6,0,4,0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,6.0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jonas Wendlinger,AUT,GK,Almere City,24.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jannes Wieckhoff,GER,DF,Heracles Almelo,23.0,21,13,1251,13.9,0,2,2,0,0,0,4,0,0.0,0.0,2.0,2.0,37,51,61,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.65,0,11,13,1,35,13,26,0,0,0,0.0,0.0,0.0,0.0,0.0
Owen Wijndal,NED,DF,Ajax,24.0,10,3,372,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,8,12,31,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.17,0.04,0.17,3.5,0,6,9,0,12,2,5,0,4,1,25.0,0.97,0.24,0.0,0.0
Jordy de Wijs,NED,DF,Heerenveen,29.0,3,0,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,3,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mees de Wit,NED,"DF,FW",AZ Alkmaar,26.0,14,5,472,5.2,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,26,26,0.19,0.19,0.38,0.19,0.38,0.16,0.05,0.21,0.16,0.21,1.5,0,5,5,0,8,5,5,0,3,1,33.3,0.57,0.19,0.33,1.0
Ricky van Wolfswinkel,NED,FW,Twente,35.0,26,16,1605,17.8,7,1,8,6,1,1,3,0,5.3,4.6,1.3,5.8,17,29,78,0.39,0.06,0.45,0.34,0.39,0.3,0.07,0.37,0.26,0.33,0.4,0,42,21,14,5,6,20,0,39,21,53.8,2.19,1.18,0.15,0.29
Luuk Wouters,NED,DF,RKC Waalwijk,25.0,12,8,829,9.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,7,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05,0.25,0,5,3,0,10,13,20,0,1,0,0.0,0.11,0.0,0.0,0.0
Redouan El Yaakoubi,NED,DF,RKC Waalwijk,28.0,7,4,403,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,21,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.55,0,5,0,1,0,7,2,0,1,1,100.0,0.22,0.22,0.0,0.0
Marvin Young,NED,DF,Sparta R'dam,18.0,26,24,2171,24.1,0,0,0,0,0,0,5,1,0.7,0.7,0.7,1.4,17,74,10,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,2.5,1,26,12,0,5,34,43,0,5,1,20.0,0.21,0.04,0.0,0.0
Vasilios Zagaritis,GRE,DF,Almere City,23.0,33,33,2957,32.9,0,2,2,0,0,0,4,0,0.8,0.8,3.2,4.0,92,132,142,0.0,0.06,0.06,0.0,0.06,0.02,0.1,0.12,0.02,0.12,0.7,0,23,34,2,174,57,27,0,14,0,0.0,0.43,0.0,0.0,0.0
Jan Zamburek,CZE,MF,Heracles Almelo,23.0,20,10,935,10.4,0,1,1,0,0,0,3,0,0.1,0.1,0.9,1.0,8,24,13,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,0.45,0,18,9,0,36,14,10,0,1,0,0.0,0.1,0.0,0.0,0.0
Oskar Zawada,POL,FW,RKC Waalwijk,28.0,26,24,1945,21.6,9,0,9,9,0,0,2,1,13.7,13.7,1.9,15.6,8,26,71,0.42,0.0,0.42,0.42,0.42,0.63,0.09,0.72,0.63,0.72,0.7,0,21,9,8,1,2,8,0,61,30,49.2,2.82,1.39,0.15,0.3
Gjivai Zechiel,NED,MF,Feyenoord,20.0,22,14,1283,14.3,2,3,5,2,0,0,4,0,2.1,2.1,1.9,3.9,23,65,35,0.14,0.21,0.35,0.14,0.35,0.15,0.13,0.28,0.15,0.27,4.0,0,21,19,0,3,21,17,0,20,5,25.0,1.4,0.35,0.1,0.4
Lequincio Zeefuik,NED,"FW,DF",AZ Alkmaar,19.0,3,0,32,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,0.85,0,3,1,0,0,0,1,0,3,0,0.0,8.44,0.0,0.0,0.0
Ramiz Zerrouki,ALG,MF,Feyenoord,26.0,22,12,1091,12.1,1,2,3,1,0,0,3,1,0.8,0.8,0.8,1.5,11,94,18,0.08,0.16,0.25,0.08,0.25,0.06,0.06,0.12,0.06,0.12,5.0,1,20,10,0,21,12,18,0,7,4,57.1,0.58,0.33,0.14,0.25
