Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Victor Meseguer,ESP,MF,Valladolid,25,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,22,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.15,0.15,0.15,1.5,0,8,5,0,3,3,7,0,6,0,0.0,1.29,0.0,0.0,0.0
Miguel,ESP,FW,Leganés,24,34,17,1724,19.2,1,3,4,0,1,2,3,0,4.9,3.3,1.4,4.8,14,16,90,0.05,0.16,0.21,0.0,0.16,0.26,0.07,0.33,0.17,0.25,2.0,0,23,30,12,10,3,7,0,35,16,45.7,1.83,0.84,0.0,0.0
Eder Militao,BRA,DF,Real Madrid,26,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,1,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11,30.0,0,18,8,0,2,11,17,0,10,3,30.0,0.96,0.29,0.1,0.33
Luis Milla,ESP,MF,Getafe,29,33,32,2875,31.9,1,4,5,0,1,1,6,0,1.8,1.0,3.9,4.9,32,152,30,0.03,0.13,0.16,0.0,0.13,0.06,0.12,0.18,0.03,0.15,3.5,0,38,48,0,200,22,39,0,32,8,25.0,1.0,0.25,0.0,0.0
Pere Milla,ESP,"MF,FW",Espanyol,31,20,1,456,5.1,3,0,3,3,0,0,3,0,1.5,1.5,0.3,1.8,9,13,27,0.59,0.0,0.59,0.59,0.59,0.29,0.06,0.35,0.29,0.35,1.2,0,5,12,2,14,3,2,0,11,5,45.5,2.17,0.99,0.27,0.6
Oscar Mingueza,ESP,"MF,DF",Celta Vigo,25,34,31,2729,30.3,4,6,10,4,0,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.13,0.2,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23,20.0,0,24,31,2,135,23,27,0,33,10,30.3,1.09,0.33,0.12,0.4
Kim Minsu,KOR,"MF,FW",Girona,18,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bojan Miovski,MKD,FW,Girona,25,17,12,869,9.7,2,1,3,2,0,0,0,0,2.7,2.7,0.2,2.9,4,4,33,0.21,0.1,0.31,0.21,0.31,0.28,0.02,0.3,0.28,0.3,2.5,0,13,11,8,3,2,5,0,14,4,28.6,1.45,0.41,0.14,0.5
Rafa Mir,ESP,"FW,MF",Valencia,27,20,5,753,8.4,1,2,3,1,0,0,4,0,3.0,3.0,0.7,3.8,10,20,28,0.12,0.24,0.36,0.12,0.36,0.36,0.09,0.45,0.36,0.45,0.8,0,13,7,5,7,5,5,0,27,8,29.6,3.23,0.96,0.04,0.13
Luka Modric,CRO,MF,Real Madrid,38,35,17,1827,20.3,2,6,8,2,0,0,7,0,1.6,1.6,7.0,8.5,62,208,63,0.1,0.3,0.39,0.1,0.39,0.08,0.34,0.42,0.08,0.42,4.0,0,23,19,2,113,27,20,0,22,6,27.3,1.08,0.3,0.09,0.33
Johan Mojica,COL,DF,Mallorca,31,36,30,2755,30.6,1,2,3,1,0,0,5,0,0.9,0.9,4.1,5.0,66,130,142,0.03,0.07,0.1,0.03,0.1,0.03,0.13,0.16,0.03,0.16,2.0,0,18,24,0,143,28,23,0,17,3,17.6,0.56,0.1,0.06,0.33
Alberto Moleiro,ESP,"FW,MF",Las Palmas,20,35,32,2714,30.2,6,1,7,6,0,0,5,0,5.6,5.6,3.3,8.9,97,116,179,0.2,0.03,0.23,0.2,0.23,0.19,0.11,0.3,0.19,0.3,25.0,0,31,40,2,32,16,13,0,68,24,35.3,2.25,0.8,0.09,0.25
Nahuel Molina,ARG,DF,Atlético Madrid,26,30,17,1590,17.7,0,3,3,0,0,0,1,0,0.8,0.8,1.5,2.3,35,61,96,0.0,0.17,0.17,0.0,0.17,0.05,0.08,0.13,0.05,0.13,20.0,0,13,8,4,55,14,19,0,9,1,11.1,0.51,0.06,0.0,0.0
Jon Moncayola,ESP,MF,Osasuna,26,32,26,2099,23.3,0,0,0,0,0,0,8,0,1.6,1.6,3.7,5.3,25,107,51,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,7.0,0,34,9,0,109,11,39,0,21,9,42.9,0.9,0.39,0.0,0.0
Gonzalo Montiel,ARG,"DF,MF",Sevilla,27,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,5.0,0,3,1,0,3,2,2,0,1,0,0.0,0.8,0.0,0.0,0.0
Gerard Moreno,ESP,FW,Villarreal,32,17,6,721,8.0,3,2,5,0,3,3,0,0,4.2,1.8,3.6,5.5,19,53,60,0.37,0.25,0.62,0.0,0.25,0.53,0.45,0.98,0.23,0.69,4.0,0,10,11,1,10,2,4,0,26,12,46.2,3.25,1.5,0.0,0.0
Xavier Moreno,ESP,FW,Valladolid,19,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mateu Morey,ESP,DF,Mallorca,24,16,8,741,8.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,17,17,32,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,0.8,0,17,10,1,16,17,18,0,3,1,33.3,0.36,0.12,0.0,0.0
Ilaix Moriba,GUI,MF,Celta Vigo,21,33,22,2132,23.7,1,1,2,1,0,0,9,1,1.7,1.7,1.5,3.2,34,119,64,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.14,0.07,0.14,6.0,1,32,58,2,6,12,39,0,34,12,35.3,1.44,0.51,0.03,0.08
Manu Morlanes,ESP,MF,Mallorca,25,23,15,1338,14.9,0,0,0,0,0,0,7,0,0.6,0.6,0.3,0.9,16,88,39,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,2.5,0,15,13,0,8,23,30,0,11,1,9.1,0.74,0.07,0.0,0.0
Raul Moro,ESP,"MF,FW",Valladolid,21,33,26,2341,26.0,4,5,9,4,0,0,2,0,4.1,4.1,5.7,9.8,112,81,190,0.15,0.19,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38,7.5,0,4,16,12,146,10,13,0,45,16,35.6,1.73,0.62,0.09,0.25
Cristhian Mosquera,ESP,DF,Valencia,20,37,37,3319,36.9,1,0,1,1,0,0,6,0,0.4,0.4,0.0,0.4,35,123,6,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,30.0,0,14,25,0,2,32,36,0,5,2,40.0,0.14,0.05,0.2,0.5
Santiago Mourino,URU,DF,Alavés,22,25,20,1849,20.5,0,1,1,0,0,0,7,0,0.9,0.9,0.9,1.8,14,46,1,0.0,0.05,0.05,0.0,0.05,0.05,0.04,0.09,0.05,0.09,3.0,0,32,24,1,4,27,28,0,13,4,30.8,0.63,0.19,0.0,0.0
Abdul Mumin,GHA,DF,Rayo Vallecano,26,24,24,2017,22.4,2,1,3,2,0,0,6,1,0.6,0.6,0.2,0.8,12,40,6,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,5.0,0,22,12,0,6,22,25,0,10,4,40.0,0.45,0.18,0.2,0.5
Aihen Munoz,ESP,DF,Real Sociedad,26,21,13,1098,12.2,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.4,26,38,28,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,4.0,0,15,12,0,35,13,12,0,6,0,0.0,0.49,0.0,0.0,0.0
Alex Munoz,ESP,DF,Las Palmas,30,21,18,1415,15.7,3,0,3,3,0,0,3,0,0.9,0.9,0.5,1.4,15,45,53,0.19,0.0,0.19,0.19,0.19,0.05,0.03,0.09,0.05,0.09,1.0,0,30,14,2,27,16,28,0,9,5,55.6,0.57,0.32,0.33,0.6
Iker Munoz,ESP,MF,Osasuna,21,23,4,610,6.8,0,1,1,0,0,0,2,0,0.5,0.5,1.0,1.4,6,24,10,0.0,0.15,0.15,0.0,0.15,0.07,0.14,0.21,0.07,0.21,3.0,0,12,14,0,7,5,2,0,11,0,0.0,1.62,0.0,0.0,0.0
Javier Munoz,ESP,"MF,DF",Las Palmas,29,35,28,2588,28.8,1,3,4,1,0,0,5,0,1.3,1.3,2.5,3.7,36,108,91,0.03,0.1,0.14,0.03,0.14,0.04,0.09,0.13,0.04,0.13,2.0,0,30,26,2,51,28,34,0,25,6,24.0,0.87,0.21,0.04,0.17
Victor Munoz,ESP,"FW,DF",Real Madrid,21,2,0,36,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,3,0,9,0.0,0.0,0.0,0.0,0.0,1.23,0.0,1.23,1.23,1.23,1.0,0,2,0,0,2,0,0,0,1,0,0.0,2.5,0.0,0.0,0.0
Vedat Muriqi,KVX,FW,Mallorca,30,29,24,2058,22.9,7,2,9,5,2,3,1,2,9.7,7.3,2.2,9.5,23,30,103,0.31,0.09,0.39,0.22,0.31,0.42,0.1,0.52,0.32,0.41,5.0,0,29,41,19,10,7,4,1,54,19,35.2,2.36,0.83,0.09,0.26
Juan Musso,ARG,GK,Atlético Madrid,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matija Nastasic,SRB,DF,Leganés,31,26,24,2110,23.4,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,1,59,0,0.04,0.0,0.04,0.04,0.04,0.0,0.01,0.01,0.0,0.01,0.8,0,15,8,2,0,21,12,0,2,1,50.0,0.09,0.04,0.5,1.0
Natan,BRA,DF,Betis,23,31,23,2175,24.2,1,1,2,1,0,0,5,1,0.3,0.3,0.6,1.0,12,52,6,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,9.0,0,19,13,0,2,28,25,0,9,4,44.4,0.37,0.17,0.11,0.25
Pau Navarro,ESP,DF,Villarreal,19,17,8,916,10.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10,8,0,3,4,17,0,1,0,0.0,0.1,0.0,0.0,0.0
Roberto Navarro,ESP,"MF,FW",Mallorca,22,23,15,1278,14.2,1,0,1,1,0,0,3,0,2.0,2.0,1.9,3.9,45,51,85,0.07,0.0,0.07,0.07,0.07,0.14,0.14,0.28,0.14,0.28,6.0,0,14,21,2,30,19,22,0,18,6,33.3,1.27,0.42,0.06,0.17
Jesus Navas,ESP,"FW,MF",Sevilla,38,15,3,424,4.7,1,0,1,1,0,0,0,0,0.5,0.5,0.5,1.0,13,23,48,0.21,0.0,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22,0.0,0,1,4,3,33,4,2,0,3,2,66.7,0.64,0.42,0.33,0.5
Yvan Neyou,CMR,MF,Leganés,27,30,27,2312,25.7,1,1,2,1,0,0,14,0,0.6,0.6,0.6,1.3,24,96,30,0.04,0.04,0.08,0.04,0.08,0.03,0.03,0.05,0.03,0.05,3.0,0,33,50,0,15,27,34,0,16,3,18.8,0.62,0.12,0.06,0.33
Tanguy Nianzou,FRA,DF,Sevilla,22,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.5,1,10,5,0,0,7,5,1,2,0,0.0,0.35,0.0,0.0,0.0
Saul Niguez,ESP,MF,Sevilla,29,24,17,1553,17.3,1,6,7,1,0,0,8,1,2.8,2.8,2.5,5.3,13,66,39,0.06,0.35,0.41,0.06,0.41,0.16,0.14,0.31,0.16,0.31,3.0,0,44,11,1,17,18,32,0,42,9,21.4,2.43,0.52,0.02,0.11
Tamas Nikitscher,HUN,"MF,DF",Valladolid,24,13,9,858,9.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,13,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,0,18,9,0,1,11,9,0,2,1,50.0,0.21,0.1,0.0,0.0
Adrian Nino,ESP,FW,Atlético Madrid,20,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,1.44,1.44,0.8,0,0,0,0,0,0,0,0,2,0,0.0,15.0,0.0,0.0,0.0
Hugo Novoa,ESP,"DF,MF",Alavés,21,5,2,237,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,7,2,10,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.26,0.18,0.26,1.5,0,1,1,2,7,0,5,0,1,0,0.0,0.38,0.0,0.0,0.0
Randy Nteka,ANG,FW,Rayo Vallecano,26,24,16,1129,12.5,3,0,3,3,0,0,6,0,2.6,2.6,0.5,3.1,10,8,44,0.24,0.0,0.24,0.24,0.24,0.21,0.04,0.25,0.21,0.25,1.5,0,39,15,16,4,4,5,0,16,8,50.0,1.28,0.64,0.19,0.38
Unai Nunez,ESP,DF,Athletic Club,27,10,7,645,7.2,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,2,26,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,3.0,0,10,5,1,0,16,6,0,1,0,0.0,0.14,0.0,0.0,0.0
Ørjan Nyland,NOR,GK,Sevilla,33,30,30,2673,29.7,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.9,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Allan Nyom,CMR,"DF,MF",Getafe,36,20,10,887,9.9,1,2,3,1,0,0,4,0,0.5,0.5,0.3,0.8,5,22,21,0.1,0.2,0.3,0.1,0.3,0.05,0.03,0.09,0.05,0.09,0.3,0,18,9,0,15,5,12,0,9,4,44.4,0.91,0.41,0.11,0.25
Jan Oblak,SVN,GK,Atlético Madrid,31,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Ocampos,ARG,FW,Sevilla,30,2,2,175,1.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,5,7,20,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25,6.0,0,3,2,0,4,0,2,0,4,2,50.0,2.06,1.03,0.0,0.0
Alvaro Odriozola,ESP,DF,Real Sociedad,28,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Thiago Ojeda,ARG,MF,Villarreal,21,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.25,0,1,0,0,1,0,0,0,1,0,0.0,11.25,0.0,0.0,0.0
Aingeru Olabarrieta,ESP,FW,Athletic Club,18,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Olasagasti,ESP,MF,Real Sociedad,23,22,7,857,9.5,1,1,2,1,0,0,2,0,0.9,0.9,0.8,1.7,11,38,41,0.11,0.11,0.21,0.11,0.21,0.1,0.08,0.18,0.1,0.18,4.0,0,15,7,0,9,15,10,0,13,2,15.4,1.37,0.21,0.08,0.5
Brian Olivan,ESP,DF,Espanyol,30,17,12,1017,11.3,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.5,21,40,57,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13,1.8,0,13,6,3,56,10,10,0,6,1,16.7,0.53,0.09,0.0,0.0
Lucas Oliveira Rosa,BRA,DF,Valladolid,24,21,21,1890,21.0,0,1,1,0,0,0,6,0,0.9,0.9,2.0,2.8,31,50,74,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13,3.0,0,35,19,1,36,27,35,0,8,3,37.5,0.38,0.14,0.0,0.0
Dani Olmo,ESP,"MF,FW",Barcelona,26,25,13,1212,13.5,10,3,13,8,2,2,1,0,6.5,4.9,3.0,7.9,33,81,97,0.74,0.22,0.97,0.59,0.82,0.48,0.22,0.7,0.37,0.59,60.0,0,21,26,1,21,5,11,0,42,17,40.5,3.12,1.26,0.19,0.47
Aimar Oroz,ESP,MF,Osasuna,22,37,35,2966,33.0,5,4,9,4,1,1,8,0,4.2,3.5,2.9,6.5,74,163,142,0.15,0.12,0.27,0.12,0.24,0.13,0.09,0.22,0.11,0.2,15.0,0,28,64,5,32,22,20,0,48,16,33.3,1.46,0.49,0.08,0.25
Angel Ortiz,ESP,DF,Betis,20,5,4,353,3.9,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.2,4,15,20,0.0,0.25,0.25,0.0,0.25,0.01,0.03,0.04,0.01,0.04,2.5,0,6,6,0,19,5,8,0,2,0,0.0,0.51,0.0,0.0,0.0
Gabriel Osei Misehouy,NED,"FW,MF",Girona,19,9,1,257,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,5,15,22,0.35,0.0,0.35,0.35,0.35,0.31,0.09,0.41,0.31,0.41,1.0,0,1,5,2,6,0,1,0,6,2,33.3,2.1,0.7,0.17,0.5
David Otorbi,ESP,MF,Valencia,16,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jesus Owono,EQG,GK,Alavés,23,6,5,487,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,1,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Mikel Oyarzabal,ESP,FW,Real Sociedad,27,35,28,2250,25.0,9,3,12,5,4,4,4,1,9.9,6.8,2.4,9.2,31,28,133,0.36,0.12,0.48,0.2,0.32,0.4,0.1,0.5,0.27,0.37,25.0,0,14,22,18,10,4,16,0,43,18,41.9,1.72,0.72,0.12,0.28
Cenk Ozkacar,TUR,DF,Valladolid,23,11,8,757,8.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,15,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,1.2,0,5,1,0,0,17,6,0,2,0,0.0,0.24,0.0,0.0,0.0
Jon Pacheco,ESP,DF,Real Sociedad,23,14,9,854,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,12,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,6.0,0,18,5,0,0,9,9,0,1,0,0.0,0.11,0.0,0.0,0.0
Alex Padilla,ESP,GK,Athletic Club,20,5,3,321,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Isaac Palazon Camacho,ESP,"MF,FW",Rayo Vallecano,29,35,25,2162,24.0,4,4,8,4,0,0,5,0,4.7,4.7,4.4,9.2,30,117,123,0.17,0.17,0.33,0.17,0.33,0.2,0.18,0.38,0.2,0.38,3.5,0,39,53,3,109,8,18,0,61,18,29.5,2.54,0.75,0.07,0.22
Aitor Paredes,ESP,DF,Athletic Club,24,23,21,1812,20.1,3,0,3,3,0,0,4,1,2.3,2.3,0.1,2.3,4,46,2,0.15,0.0,0.15,0.15,0.15,0.11,0.0,0.12,0.11,0.12,22.0,1,23,6,0,1,22,13,0,6,3,50.0,0.3,0.15,0.5,1.0
Daniel Parejo,ESP,MF,Villarreal,35,36,26,2273,25.3,3,3,6,2,1,2,8,0,2.5,0.8,1.8,2.7,19,176,26,0.12,0.12,0.24,0.08,0.2,0.1,0.07,0.17,0.03,0.11,1.5,0,20,37,1,37,25,40,0,14,4,28.6,0.55,0.16,0.14,0.5
Iago Parente,ESP,DF,Valladolid,18,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.15,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alvaro Pascual,ESP,FW,Sevilla,22,8,4,408,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,4,3,27,0.22,0.0,0.22,0.22,0.22,0.24,0.01,0.25,0.24,0.25,1.0,0,11,5,1,3,2,3,0,11,4,36.4,2.43,0.88,0.09,0.25
Alfonso Pedraza,ESP,"DF,MF",Villarreal,28,12,4,460,5.1,0,2,2,0,0,0,0,0,0.5,0.5,1.4,1.9,21,9,43,0.0,0.39,0.39,0.0,0.39,0.09,0.27,0.37,0.09,0.37,2.5,0,4,2,0,25,5,3,0,5,2,40.0,0.98,0.39,0.0,0.0
Pedri,ESP,MF,Barcelona,21,37,35,2879,32.0,4,5,9,4,0,0,3,0,2.2,2.2,7.4,9.6,92,360,136,0.13,0.16,0.28,0.13,0.28,0.07,0.23,0.3,0.07,0.3,140.0,0,10,51,2,57,29,32,0,24,11,45.8,0.75,0.34,0.17,0.36
Adrià Pedrosa,ESP,DF,Sevilla,26,31,27,2298,25.5,1,1,2,1,0,0,7,0,0.9,0.9,1.6,2.5,41,79,96,0.04,0.04,0.08,0.04,0.08,0.04,0.06,0.1,0.04,0.1,7.0,0,38,19,3,95,24,32,0,24,8,33.3,0.94,0.31,0.04,0.13
Pejino,ESP,FW,Las Palmas,28,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.8,0,1,0,0,1,0,1,0,1,0,0.0,5.63,0.0,0.0,0.0
Andy Pelmard,MAD,DF,Las Palmas,24,4,2,205,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03,2.0,0,2,3,0,2,2,0,0,1,0,0.0,0.44,0.0,0.0,0.0
Inaki Pena,ESP,GK,Barcelona,25,16,15,1396,15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ruben Pena,ESP,"FW,DF",Osasuna,33,25,7,775,8.6,0,0,0,0,0,0,1,0,0.7,0.7,0.6,1.3,18,27,57,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,1.2,0,12,7,0,52,7,5,0,10,3,30.0,1.16,0.35,0.0,0.0
Nicolas Pepe,CIV,"FW,MF",Villarreal,29,28,15,1500,16.7,3,6,9,3,0,0,3,0,3.8,3.8,4.8,8.6,76,60,159,0.18,0.36,0.54,0.18,0.54,0.23,0.29,0.52,0.23,0.52,6.0,0,20,25,8,45,7,9,0,39,17,43.6,2.34,1.02,0.08,0.18
Peque,ESP,"MF,FW",Sevilla,21,26,14,1134,12.6,1,1,2,1,0,0,1,0,2.5,2.5,1.2,3.7,14,35,44,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.29,0.2,0.29,3.5,0,22,26,2,11,8,6,0,19,4,21.1,1.51,0.32,0.05,0.25
Ayoze Perez,ESP,FW,Villarreal,31,30,22,1970,21.9,19,2,21,19,0,0,4,0,12.7,12.7,3.0,15.7,59,73,124,0.87,0.09,0.96,0.87,0.96,0.58,0.13,0.71,0.58,0.71,10.0,0,22,39,6,14,7,14,0,75,31,41.3,3.43,1.42,0.25,0.61
Carles Perez,ESP,"MF,FW",Getafe,26,27,15,1431,15.9,3,0,3,3,0,0,2,0,2.4,2.4,1.5,3.9,31,20,77,0.19,0.0,0.19,0.19,0.19,0.15,0.1,0.24,0.15,0.24,2.0,0,44,11,1,41,7,23,0,34,9,26.5,2.14,0.57,0.09,0.33
Francisco Perez,ESP,"FW,MF",Valencia,21,26,4,570,6.3,0,0,0,0,0,0,1,0,0.3,0.3,2.6,2.9,24,13,71,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.45,0.05,0.45,3.0,0,6,12,0,27,3,12,0,6,1,16.7,0.95,0.16,0.0,0.0
Kike Perez,ESP,MF,Valladolid,27,19,14,1191,13.2,2,0,2,2,0,0,6,0,2.1,2.1,1.0,3.1,19,67,28,0.15,0.0,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24,2.8,0,32,21,1,33,9,25,0,20,5,25.0,1.51,0.38,0.1,0.4
Luis Perez,ESP,DF,Valladolid,29,30,28,2558,28.4,0,0,0,0,0,0,2,0,0.2,0.2,2.1,2.2,41,89,117,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,1.4,0,12,25,3,105,28,30,0,5,2,40.0,0.18,0.07,0.0,0.0
Romain Perraud,FRA,DF,Betis,26,28,22,2002,22.2,2,2,4,2,0,0,8,1,0.6,0.6,1.6,2.1,51,62,106,0.09,0.09,0.18,0.09,0.18,0.02,0.07,0.1,0.02,0.1,5.0,0,26,44,5,72,22,21,0,20,5,25.0,0.9,0.22,0.1,0.4
Valentin Pezzolesi,ESP,DF,Las Palmas,17,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pica,ESP,DF,Alavés,22,9,5,499,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,15,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,1.2,0,6,3,0,2,9,7,0,4,1,25.0,0.72,0.18,0.0,0.0
Yeremi Pino,ESP,"MF,FW",Villarreal,21,34,25,1934,21.5,4,7,11,4,0,0,11,0,3.9,3.9,5.3,9.2,42,66,213,0.19,0.33,0.51,0.19,0.51,0.18,0.25,0.43,0.18,0.43,30.0,0,49,30,15,49,10,33,0,29,9,31.0,1.35,0.42,0.14,0.44
