Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Portu,ESP,"FW,MF",Girona,32,27,6,779,8.7,1,2,3,1,0,0,4,0,1.6,1.6,1.7,3.3,20,16,79,0.12,0.23,0.35,0.12,0.35,0.19,0.19,0.38,0.19,0.38,1.8,0,14,10,7,26,0,8,0,8,4,50.0,0.92,0.46,0.13,0.25
Benat Prados,ESP,MF,Athletic Club,23,30,21,1715,19.1,1,0,1,1,0,0,7,0,1.0,1.0,1.1,2.1,20,78,32,0.05,0.0,0.05,0.05,0.05,0.05,0.06,0.11,0.05,0.11,18.0,0,40,15,0,9,28,37,0,16,5,31.3,0.84,0.26,0.06,0.2
Abdon Prats,ESP,"FW,MF",Mallorca,31,24,3,456,5.1,2,0,2,1,1,1,4,0,2.2,1.5,0.1,1.6,0,7,14,0.39,0.0,0.39,0.2,0.2,0.45,0.03,0.47,0.29,0.32,1.2,0,6,19,2,0,2,1,0,14,6,42.9,2.76,1.18,0.07,0.17
Javi Puado,ESP,"FW,MF",Espanyol,26,35,35,2974,33.0,12,4,16,7,5,5,8,0,11.6,7.7,3.0,10.7,73,75,113,0.36,0.12,0.48,0.21,0.33,0.35,0.09,0.44,0.23,0.32,10.0,0,22,27,6,28,5,17,0,71,24,33.8,2.15,0.73,0.1,0.29
Dani Raba,ESP,"FW,MF",Leganés,28,29,24,1879,20.9,8,6,14,4,4,5,6,0,7.5,3.6,5.3,8.9,42,69,101,0.38,0.29,0.67,0.19,0.48,0.36,0.25,0.61,0.17,0.43,2.5,0,40,56,9,87,13,23,0,44,17,38.6,2.11,0.81,0.09,0.24
Arnau Rafus,ESP,GK,Valladolid,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Raillo,ESP,DF,Mallorca,32,36,36,3207,35.6,2,0,2,2,0,0,7,1,2.0,2.0,1.6,3.7,31,108,20,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.1,0.06,0.1,1.8,0,50,9,2,2,27,15,0,35,8,22.9,0.98,0.22,0.06,0.25
Benito Ramirez,ESP,"DF,FW",Las Palmas,29,19,2,478,5.3,0,0,0,0,0,0,2,1,0.3,0.3,0.9,1.2,14,16,62,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,0.7,0,5,8,0,40,1,6,0,10,1,10.0,1.88,0.19,0.0,0.0
Sandro Ramirez,ESP,"FW,MF",Las Palmas,29,31,25,2034,22.6,9,3,12,8,1,1,6,0,4.1,3.3,3.4,6.7,52,52,121,0.4,0.13,0.53,0.35,0.49,0.18,0.15,0.33,0.15,0.29,2.5,0,26,43,5,122,18,17,0,52,21,40.4,2.3,0.93,0.15,0.38
Jacobo Ramon,ESP,DF,Real Madrid,19,3,2,204,2.3,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,0,1,2,0.44,0.0,0.44,0.44,0.44,0.07,0.09,0.16,0.07,0.16,1.0,0,2,1,0,0,3,3,0,2,1,50.0,0.88,0.44,0.5,1.0
Raphinha,BRA,"FW,MF",Barcelona,27,36,32,2839,31.5,18,9,27,16,2,2,4,0,19.2,17.6,12.7,30.3,94,135,349,0.57,0.29,0.86,0.51,0.79,0.61,0.4,1.01,0.56,0.96,90.0,0,11,37,10,216,10,23,0,114,43,37.7,3.61,1.36,0.14,0.37
Andrei Ratiu,ROU,DF,Rayo Vallecano,26,35,34,3065,34.1,2,3,5,2,0,0,5,0,1.8,1.8,5.7,7.5,122,145,167,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22,12.0,0,25,21,5,79,26,46,0,31,8,25.8,0.91,0.23,0.06,0.25
Raul,ESP,"FW,MF",Osasuna,23,32,5,750,8.3,4,0,4,4,0,0,1,0,3.5,3.5,0.7,4.1,10,16,49,0.48,0.0,0.48,0.48,0.48,0.41,0.08,0.5,0.41,0.5,3.0,0,11,12,6,6,1,7,0,25,12,48.0,3.0,1.44,0.16,0.33
Abde Rebbach,ALG,"FW,MF",Alavés,25,8,4,385,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,16,5,34,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,0.7,0,5,6,2,17,0,1,0,6,1,16.7,1.4,0.23,0.0,0.0
Alex Remiro,ESP,GK,Real Sociedad,29,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Daniel Requena,ESP,MF,Villarreal,20,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Diego Rico,ESP,DF,Getafe,31,33,32,2819,31.3,0,3,3,0,0,0,9,1,0.4,0.4,2.7,3.1,27,136,84,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,1.2,0,38,56,3,150,32,50,0,16,3,18.8,0.51,0.1,0.0,0.0
Luis Rioja,ESP,"MF,FW",Valencia,30,37,33,2854,31.8,5,3,8,3,2,2,6,0,3.3,1.7,4.6,6.3,97,104,231,0.16,0.09,0.25,0.09,0.19,0.1,0.14,0.25,0.05,0.2,2.0,0,19,39,11,207,21,21,0,30,14,46.67,0.94,0.44,0.17,0.36
Rodrigo Riquelme,ESP,"MF,DF",Atlético Madrid,24,16,4,516,5.7,0,1,1,0,0,0,0,0,0.9,0.9,0.8,1.7,43,24,62,0.0,0.17,0.17,0.0,0.17,0.16,0.14,0.3,0.16,0.3,12.0,0,8,8,4,35,2,5,0,14,4,28.6,2.44,0.7,0.0,0.0
Alberto Risco,ESP,"MF,FW",Getafe,18,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,6,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.41,0.22,0.41,0.2,0,1,2,0,4,0,4,0,4,1,25.0,5.22,1.3,0.0,0.0
Mihailo Ristic,SRB,"DF,MF",Celta Vigo,28,10,6,429,4.8,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,8,10,11,0.0,0.21,0.21,0.0,0.21,0.01,0.04,0.05,0.01,0.05,0.9,0,8,2,0,13,2,7,0,2,0,0.0,0.42,0.0,0.0,0.0
Gorka Rivera Alonso,ESP,"DF,MF",Getafe,19,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marc Roca,ESP,MF,Betis,27,14,11,906,10.1,2,2,4,2,0,0,4,0,1.1,1.1,1.0,2.1,11,59,13,0.2,0.2,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,6.0,0,16,5,0,10,14,14,0,12,4,33.3,1.19,0.4,0.17,0.5
Rodri,ESP,FW,Betis,24,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,2.7,0,2,2,1,6,1,1,0,2,2,100.0,1.53,1.53,0.0,0.0
Adrian Rodriguez,ESP,GK,Alavés,23,2,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alvaro Rodriguez,URU,FW,Getafe,20,22,7,852,9.5,2,0,2,2,0,0,6,0,1.2,1.2,0.3,1.5,6,13,50,0.21,0.0,0.21,0.21,0.21,0.13,0.03,0.16,0.13,0.16,2.5,0,30,20,7,4,3,7,0,25,10,40.0,2.64,1.06,0.08,0.2
Oscar Rodriguez Arnaiz,ESP,"MF,FW",Leganés,26,29,12,1330,14.8,1,4,5,1,0,0,6,1,2.1,2.1,2.2,4.3,24,60,66,0.07,0.27,0.34,0.07,0.34,0.14,0.15,0.29,0.14,0.29,2.0,0,19,25,1,55,21,17,0,33,6,18.2,2.23,0.41,0.03,0.17
Arturo Rodriguez,ESP,FW,Las Palmas,17,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Damian Rodriguez,ESP,MF,Celta Vigo,21,17,10,927,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,8,71,12,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,3.0,0,13,9,0,30,6,9,0,4,0,0.0,0.39,0.0,0.0,0.0
Dani Rodriguez,ESP,"MF,FW",Mallorca,36,37,26,2162,24.0,4,7,11,4,0,0,5,0,2.8,2.8,3.1,6.0,37,78,108,0.17,0.29,0.46,0.17,0.46,0.12,0.13,0.25,0.12,0.25,0.8,0,51,40,8,116,12,28,0,31,10,32.3,1.29,0.42,0.13,0.4
Daniel Rodriguez,ESP,FW,Barcelona,18,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.2,0,0,0,0,3,0,0,0,2,0,0.0,4.86,0.0,0.0,0.0
James Rodriguez,COL,"MF,FW",Rayo Vallecano,33,6,1,140,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,7,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.29,0.19,0.29,2.5,0,2,1,3,13,1,3,0,4,2,50.0,2.57,1.29,0.0,0.0
Javi Rodriguez,ESP,DF,Celta Vigo,21,36,26,2514,27.9,3,2,5,3,0,0,7,0,2.3,2.3,1.0,3.3,29,114,51,0.11,0.07,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12,15.0,0,37,22,0,4,32,38,0,12,5,41.7,0.43,0.18,0.25,0.6
Jesus Rodriguez,ESP,FW,Betis,18,21,15,1111,12.3,2,0,2,2,0,0,0,0,2.3,2.3,0.2,2.5,53,35,99,0.16,0.0,0.16,0.16,0.16,0.18,0.02,0.2,0.18,0.2,30.0,0,17,38,2,19,8,13,0,23,8,34.8,1.86,0.65,0.09,0.25
Kirian Rodriguez,ESP,MF,Las Palmas,28,21,21,1758,19.5,0,3,3,0,0,0,2,0,1.6,1.6,1.5,3.0,25,128,39,0.0,0.15,0.15,0.0,0.15,0.08,0.07,0.16,0.08,0.16,1.0,0,9,18,0,17,10,18,0,21,9,42.9,1.08,0.46,0.0,0.0
Ricardo Rodriguez,SUI,DF,Betis,31,18,15,1274,14.2,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,19,63,32,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,2.0,0,12,6,0,14,8,15,0,5,1,20.0,0.35,0.07,0.0,0.0
Rodrygo,BRA,"FW,MF",Real Madrid,23,30,22,1928,21.4,6,5,11,6,0,0,0,0,4.0,3.9,3.0,6.9,113,108,253,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,90.0,0,8,37,1,79,11,13,0,54,20,37.0,2.52,0.93,0.11,0.3
Leo Roman,ESP,GK,Mallorca,24,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Romero,ESP,DF,Espanyol,22,34,28,2554,28.4,2,1,3,2,0,0,7,0,2.0,2.0,2.1,4.2,50,64,113,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15,5.0,0,34,21,1,90,28,47,0,29,6,20.7,1.02,0.21,0.07,0.33
Isaac Romero,ESP,FW,Sevilla,24,31,26,2156,24.0,4,2,6,4,0,1,10,1,6.8,6.0,2.1,8.1,21,29,95,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34,6.0,0,38,37,11,18,7,7,0,54,20,37.0,2.25,0.83,0.07,0.2
Luka Romero,ARG,"FW,MF",Alavés,19,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0.0,0.2,0.2,3,0,12,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.45,0.01,0.09,4.0,0,3,3,1,10,1,4,0,2,0,0.0,0.9,0.0,0.0,0.0
Oriol Romeu,ESP,MF,Girona,32,25,17,1356,15.1,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,22,73,8,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1.2,0,28,18,0,7,14,24,0,5,1,20.0,0.33,0.07,0.0,0.0
Vitor Roque,BRA,FW,Betis,19,22,14,1235,13.7,4,0,4,4,0,0,4,0,6.1,6.1,1.2,7.3,24,17,57,0.29,0.0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,20.0,0,30,30,5,7,7,6,0,41,19,46.3,2.99,1.38,0.1,0.21
Valentin Rosier,FRA,DF,Leganés,27,32,28,2595,28.8,1,2,3,1,0,0,8,0,0.9,0.9,1.1,2.0,41,74,89,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.07,0.03,0.07,3.0,0,44,18,8,39,50,54,0,14,4,28.6,0.49,0.14,0.07,0.25
Antonio Rudiger,GER,DF,Real Madrid,31,29,26,2291,25.5,0,0,0,0,0,0,3,0,1.7,1.7,0.5,2.3,20,94,4,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,20.0,0,15,15,2,4,9,13,0,24,4,16.7,0.94,0.16,0.0,0.0
Aitor Ruibal,ESP,"DF,FW",Betis,28,29,13,1313,14.6,1,3,4,1,0,0,5,0,0.9,0.9,2.4,3.3,21,50,64,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23,3.5,0,10,18,2,32,14,24,0,16,4,25.0,1.1,0.27,0.06,0.25
Abel Ruiz,ESP,FW,Girona,24,23,17,1346,15.0,4,0,4,3,1,2,3,0,4.6,3.0,0.5,3.5,21,23,71,0.27,0.0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23,4.0,0,7,12,5,4,4,2,0,23,9,39.1,1.54,0.6,0.13,0.33
Ferran Ruiz,ESP,MF,Girona,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Youssouf Sabaly,SEN,DF,Betis,31,22,20,1581,17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,1.8,0,18,12,1,30,13,26,0,5,0,0.0,0.28,0.0,0.0,0.0
Umar Sadiq,NGA,FW,Real Sociedad,27,23,11,1052,11.7,5,0,5,5,0,0,5,0,3.6,3.6,0.8999999999999999,4.5,14,12,67,0.43,0.0,0.43,0.43,0.43,0.31,0.08,0.38,0.31,0.38,5.0,0,37,17,18,2,3,7,0,25,7,28.0,2.14,0.6,0.2,0.71
Jorge Saenz,ESP,DF,Leganés,27,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07,1.5,0,30,15,1,0,23,23,1,8,3,37.5,0.43,0.16,0.13,0.33
Jan Salas,ESP,"MF,FW",Mallorca,18,4,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.1,0,0,3,0,1,0,1,0,2,0,0.0,4.19,0.0,0.0,0.0
Kike Salas,ESP,DF,Sevilla,22,31,25,2238,24.9,3,2,5,3,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1,8.0,0,21,15,0,9,30,27,0,23,7,30.4,0.92,0.28,0.13,0.43
Albert Sambi Lokonga,BEL,MF,Sevilla,24,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1.0,1.9,24,93,20,0.0,0.12,0.12,0.0,0.12,0.06,0.06,0.12,0.06,0.12,8.0,0,22,21,0,2,9,15,0,13,5,38.5,0.8,0.31,0.0,0.0
Chuky san jose,ESP,MF,Valladolid,20,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.25,0.0,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42,1.5,0,3,10,4,24,0,2,0,16,7,43.8,1.98,0.87,0.13,0.29
Oihan Sancet,ESP,MF,Athletic Club,24,29,19,1620,18.0,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,115,0.83,0.06,0.89,0.67,0.72,0.54,0.1,0.64,0.4,0.51,60.0,0,16,24,5,17,5,8,0,50,20,40.0,2.78,1.11,0.24,0.6
Antonio Sanchez,ESP,"MF,DF",Mallorca,27,33,12,1395,15.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.7,18,38,53,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,2.5,0,23,11,4,33,18,17,0,17,2,11.8,1.1,0.13,0.0,0.0
Ivan Sanchez,ESP,"MF,FW",Valladolid,31,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,0.6,0,15,48,3,114,13,24,0,15,6,40.0,0.96,0.38,0.13,0.33
Javi Sanchez,ESP,DF,Valladolid,27,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,1.5,0,19,3,0,0,24,16,0,11,5,45.5,0.49,0.22,0.18,0.4
Juanlu Sanchez,ESP,"MF,DF",Sevilla,20,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5.0,44,68,83,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26,12.0,1,18,12,1,40,16,34,0,13,6,46.2,0.68,0.31,0.31,0.67
Manu Sanchez,ESP,DF,Alavés,23,33,30,2634,29.3,1,0,1,1,0,0,6,1,1.7,1.7,1.2,2.9,47,78,97,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,6.0,0,56,21,1,76,30,61,1,12,2,16.7,0.41,0.07,0.08,0.5
Maroan Sannadi,MAR,FW,Athletic Club,23,16,7,754,8.4,1,1,2,1,0,0,0,0,3.5,3.5,0.6,4.1,21,15,67,0.12,0.12,0.24,0.12,0.24,0.41,0.07,0.48,0.41,0.48,10.0,0,20,30,7,6,1,0,0,19,7,36.8,2.27,0.84,0.05,0.14
Yellu Santiago,ESP,MF,Getafe,20,19,4,372,4.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,4,16,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.9,0,14,6,0,3,2,8,0,1,0,0.0,0.24,0.0,0.0,0.0
Aleksandar Sedlar,SRB,DF,Alavés,32,9,7,594,6.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,9,5,0,0,11,10,0,1,0,0.0,0.15,0.0,0.0,0.0
Sergi,ESP,DF,Leganés,32,36,33,2957,32.9,2,0,2,2,0,0,2,1,1.5,1.5,0.4,1.9,3,77,2,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,0.8,0,30,12,7,1,38,29,1,13,5,38.5,0.4,0.15,0.15,0.4
Nicolas Serrano,ESP,FW,Athletic Club,21,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,18,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15,1.2,0,2,2,0,13,1,1,0,5,1,20.0,4.02,0.8,0.0,0.0
Fabio Silva,POR,FW,Las Palmas,22,24,22,1866,20.7,10,3,13,8,2,3,7,0,8.8,6.4,2.0,8.4,30,26,119,0.48,0.14,0.63,0.39,0.53,0.42,0.1,0.52,0.31,0.41,20.0,0,39,43,20,19,5,9,0,49,24,49.0,2.36,1.16,0.16,0.33
Rui Silva,POR,GK,Betis,30,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,7.0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Giuliano Simeone,ARG,MF,Atlético Madrid,21,33,26,1926,21.4,2,6,8,2,0,0,4,0,2.2,2.2,5.2,7.4,69,49,189,0.09,0.28,0.37,0.09,0.37,0.1,0.24,0.35,0.1,0.35,35.0,0,23,42,7,51,15,13,0,22,7,31.8,1.03,0.33,0.09,0.29
Unai Simon,ESP,GK,Athletic Club,27,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,3,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Daley Sinkgraven,NED,DF,Las Palmas,29,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.6,0,2,2,0,4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,28,13,6,614,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,43,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.0,0,4,4,0,1,8,11,1,4,2,50.0,0.59,0.29,0.0,0.0
Antonio Sivera,ESP,GK,Alavés,27,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,4,5,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
Justin Smith,CAN,MF,Espanyol,21,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.3,0,5,2,0,1,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Alex Sola,ESP,"MF,FW",Getafe,25,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.0,0.09,0.09,0.0,0.09,0.08,0.06,0.14,0.08,0.14,2.5,0,24,26,7,18,6,12,0,14,1,7.1,1.22,0.09,0.0,0.0
Arnau Solà,ESP,MF,Villarreal,21,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jhon Solis,COL,MF,Girona,19,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0.0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12,2.5,0,9,6,0,3,5,6,0,4,1,25.0,0.67,0.17,0.25,1.0
David Soria,ESP,GK,Getafe,31,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0
Juan Soriano,ESP,GK,Leganés,26,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,3,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Sotelo,ESP,MF,Celta Vigo,20,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.2,0.2,1.7,1.8,21,83,38,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,4.0,0,19,9,1,50,5,16,0,4,0,0.0,0.29,0.0,0.0,0.0
Djibril Sow,SUI,MF,Sevilla,27,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4.0,23,100,50,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18,7.5,0,23,40,0,9,27,14,0,22,6,27.3,0.96,0.26,0.09,0.33
Carl Starfelt,SWE,DF,Celta Vigo,29,28,26,2270,25.2,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,11,66,1,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,6.0,0,21,11,0,0,28,21,0,5,1,20.0,0.2,0.04,0.2,1.0
Orri Steinn Oskarsson,ISL,FW,Real Sociedad,19,23,9,944,10.5,3,0,3,3,0,0,1,0,5.2,5.2,0.2,5.4,6,9,50,0.29,0.0,0.29,0.29,0.29,0.5,0.02,0.52,0.5,0.52,15.0,0,7,6,10,7,2,6,0,19,7,36.8,1.81,0.67,0.16,0.43
Stoichkov,ESP,"MF,FW",Alavés,30,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3,1.5,0,9,16,5,14,1,8,0,18,3,16.7,2.32,0.39,0.0,0.0
Cristhian Stuani,URU,FW,Girona,37,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,2,10,36,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54,1.0,0,35,7,11,2,8,7,0,34,19,55.9,2.84,1.59,0.24,0.42
Alex Suarez,ESP,DF,Las Palmas,31,30,30,2460,27.3,0,0,0,0,0,0,12,0,0.5,0.5,0.1,0.6,6,53,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.0,0,27,21,1,1,15,25,2,6,3,50.0,0.22,0.11,0.0,0.0
Denis Suarez,ESP,MF,Villarreal,30,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,27,35,24,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36,1.2,0,1,7,0,25,4,8,0,10,3,30.0,1.48,0.44,0.1,0.33
