Player,Nation,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
Ivan Komarov,RUS,MF,Rostov,21,13.1,3,41,8,19.5,3.13,0.61,0.07,0.38,0,0
Nikolay Komlichenko,RUS,FW,Rostov,29,21.5,8,64,20,31.3,2.97,0.93,0.11,0.35,1,1
Nikita Kotin,RUS,DF,D'mo Makhachkala,21,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Vladimir KovaДЌeviД‡,SRB,DF,D'mo Makhachkala,31,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Svetoslav Kovachev,BUL,"MF,FW",Akhmat Grozny,26,5.5,0,10,0,0.0,1.82,0.0,0.0,0.0,0,0
Aleksandr Kovalenko,RUS,MF,Orenburg,20,8.6,0,6,1,16.7,0.69,0.12,0.0,0.0,0,0
Danila Kozlov,RUS,"MF,FW",Krasnodar,19,4.8,2,6,3,50.0,1.25,0.62,0.33,0.67,0,0
Anton Krachkovskii,RUS,MF,D'mo Makhachkala,22,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,0,0
Yaroslav Krashevskiy,RUS,DF,Nizhny Novgorod,20,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nikita Krivtsov,RUS,MF,Krasnodar,21,13.1,5,25,10,40.0,1.91,0.77,0.2,0.5,0,0
Danil Krugovoy,RUS,"MF,DF",CSKA Moscow,26,21.6,1,13,4,30.8,0.6,0.19,0.08,0.25,0,0
Konstantin Kuchayev,RUS,MF,Rostov,26,13.2,1,16,7,43.8,1.21,0.53,0.06,0.14,0,0
Nikoloz Kutateladze,GEO,FW,Nizhny Novgorod,23,0.4,0,2,0,0.0,5.45,0.0,0.0,0.0,0,0
Aleksandr Kutitskiy,RUS,"DF,MF",Dynamo Moscow,22,16.8,1,7,3,42.9,0.42,0.18,0.14,0.33,0,0
Maksim Kuzmin,RUS,MF,FK Akron Tolyatti,28,17.8,0,11,1,9.1,0.62,0.06,0.0,0.0,0,0
Daniil Kuznetsov,RUS,FW,Rubin Kazan,21,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Irakli Kvekveskiri,GEO,MF,Fakel Voronezh,34,21.6,0,21,4,19.0,0.97,0.18,0.0,0.0,0,0
Andrey Langovich,RUS,DF,Rostov,21,18.6,1,23,4,17.4,1.24,0.22,0.04,0.25,0,0
Ilya Lantratov,RUS,GK,Loko Moscow,28,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Yevgeni Latyshonok,RUS,GK,Zenit,26,26.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Diego Laxalt,URU,"MF,DF",Dynamo Moscow,31,10.3,0,4,0,0.0,0.39,0.0,0.0,0.0,0,0
Ivan Lepskii,RUS,DF,Dynamo Moscow,19,2.9,1,3,1,33.3,1.04,0.35,0.33,1.0,0,0
Igor Leshchuk,RUS,GK,Dynamo Moscow,28,4.1,1,1,1,100.0,0.24,0.24,1.0,1.0,0,0
Ruslan Litvinov,RUS,DF,Spartak Moscow,22,16.2,0,11,3,27.3,0.68,0.18,0.0,0.0,0,0
Ivan Lomaev,RUS,GK,Samara,25,12.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Aleksandr Lomovitskiy,RUS,"FW,MF",Fakel Voronezh,26,6.7,0,14,3,21.4,2.08,0.44,0.0,0.0,0,0
Stefan LonДЌar,MNE,MF,FK Akron Tolyatti,28,26.3,6,57,25,43.9,2.17,0.95,0.11,0.24,0,0
Lucas Lovat,BRA,DF,Akhmat Grozny,27,1.7,1,6,1,16.7,3.44,0.57,0.17,1.0,0,0
Matvei Lukin,RUS,DF,CSKA Moscow,20,6.7,2,8,3,37.5,1.19,0.45,0.25,0.67,0,0
Vadim Lukyanov,RUS,GK,Nizhny Novgorod,21,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Mauro Luna Diale,ARG,"FW,MF",Akhmat Grozny,25,6.2,1,9,2,22.2,1.46,0.32,0.11,0.5,0,0
Diego Luna,VEN,DF,FC Khimki,24,1.0,0,3,2,66.7,3.1,2.07,0.0,0.0,0,0
Andrey Lunyov,RUS,GK,Dynamo Moscow,32,25.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Stanislav Magkeev,RUS,DF,Nizhny Novgorod,25,11.4,0,6,1,16.7,0.52,0.09,0.0,0.0,0,0
Butta Magomedov,RUS,"MF,FW",FC Khimki,26,7.4,2,10,4,40.0,1.35,0.54,0.2,0.5,0,0
Razhab Magomedov,RUS,"FW,MF",D'mo Makhachkala,23,11.3,0,11,7,63.6,0.97,0.62,0.0,0.0,0,0
Timur Magomedov,RUS,GK,D'mo Makhachkala,22,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Mamadou Maiga,MLI,MF,Nizhny Novgorod,29,7.5,0,1,0,0.0,0.13,0.0,0.0,0.0,0,0
Milan MajstoroviД‡,SRB,DF,Dynamo Moscow,19,9.0,1,5,5,100.0,0.56,0.56,0.2,0.2,0,0
Denis Makarov,RUS,"FW,MF",Dynamo Moscow,26,0.9,1,8,4,50.0,8.57,4.29,0.13,0.25,0,0
Aleksandr Maksimenko,RUS,GK,Spartak Moscow,26,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Andrei Malykh,RUS,DF,Orenburg,35,14.7,0,11,0,0.0,0.75,0.0,0.0,0.0,0,0
Ricardo Mangas,POR,DF,Spartak Moscow,26,2.2,2,3,2,66.7,1.35,0.9,0.67,1.0,0,0
Braian Mansilla,ARG,"MF,FW",Orenburg,27,24.4,5,78,28,35.9,3.19,1.15,0.06,0.18,0,0
Gustavo Mantuan,BRA,"DF,MF",Zenit,23,18.2,3,32,10,31.3,1.76,0.55,0.06,0.2,1,1
Juan Manuel Boselli,URU,"MF,FW",Nizhny Novgorod,24,22.1,10,57,26,45.6,2.58,1.17,0.12,0.27,3,3
Konstantin Maradishvili,RUS,MF,Nizhny Novgorod,24,0.8,0,3,0,0.0,3.65,0.0,0.0,0.0,0,0
Nicolas Marichal,URU,DF,Dynamo Moscow,23,17.9,0,9,2,22.2,0.5,0.11,0.0,0.0,0,0
Jimmy MarГ­n,CRC,"MF,FW",Orenburg,26,17.5,4,43,17,39.5,2.46,0.97,0.07,0.18,1,1
Yevgeni Markov,RUS,FW,Fakel Voronezh,30,11.4,4,29,10,34.5,2.55,0.88,0.07,0.2,2,2
Marquinhos,BRA,"MF,FW",Spartak Moscow,24,20.5,0,31,9,29.0,1.51,0.44,0.0,0.0,0,0
Christopher Martins,LUX,MF,Spartak Moscow,27,16.4,3,35,11,31.4,2.13,0.67,0.09,0.27,0,0
Pavel Maslov,RUS,DF,Spartak Moscow,24,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nikita Massalyga,RUS,MF,Spartak Moscow,16,0.5,0,2,1,50.0,4.29,2.14,0.0,0.0,0,0
Vladislav Masternoy,RUS,MF,Fakel Voronezh,28,3.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
JesГєs Medina,PAR,"MF,FW",Spartak Moscow,27,6.4,1,12,4,33.3,1.88,0.63,0.08,0.25,0,1
Nikita Medvedev,RUS,GK,Nizhny Novgorod,29,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
El Mehdi Maouhoub,MAR,FW,Dynamo Moscow,21,8.9,3,29,12,41.4,3.27,1.36,0.07,0.17,1,1
Robert MejГ­a,COL,MF,FC Khimki,23,17.7,0,11,3,27.3,0.62,0.17,0.0,0.0,0,0
Viktor Melekhin,RUS,DF,Rostov,20,9.4,0,6,3,50.0,0.64,0.32,0.0,0.0,0,0
Stefan Melentijevic,SRB,DF,FC Khimki,20,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Pavel Meleshin,RUS,FW,Spartak Moscow,20,0.2,0,2,0,0.0,12.86,0.0,0.0,0.0,0,0
Georgi Melkadze,RUS,FW,Akhmat Grozny,27,11.2,2,27,12,44.4,2.4,1.07,0.07,0.17,0,0
VГ­ctor MГ©ndez,CHI,MF,Samara,24,6.5,0,1,0,0.0,0.15,0.0,0.0,0.0,0,0
Dylan Mertens,NED,"MF,FW",Fakel Voronezh,29,15.6,0,23,6,26.1,1.47,0.38,0.0,0.0,0,0
Iaroslav Mikhailov,RUS,MF,Orenburg,21,18.5,0,13,2,15.4,0.7,0.11,0.0,0.0,0,0
Ognjen Mimovic,SRB,DF,Zenit,19,1.2,0,2,1,50.0,1.64,0.82,0.0,0.0,0,0
Aleksey Mironov,RUS,MF,Rostov,24,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Reziuan Mirzov,RUS,"MF,FW",FC Khimki,31,12.4,3,25,9,36.0,2.01,0.72,0.08,0.22,1,1
Mario Mitaj,ALB,DF,Loko Moscow,20,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Anton Mitryushkin,RUS,GK,Loko Moscow,28,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Mohammad Mohebbi,IRN,FW,Rostov,25,11.4,4,26,11,42.3,2.29,0.97,0.15,0.36,0,0
MoisГ©s,BRA,DF,CSKA Moscow,29,24.4,3,11,6,54.5,0.45,0.25,0.27,0.5,0,0
CГ©sar Montes,MEX,DF,Loko Moscow,27,15.9,0,9,4,44.4,0.57,0.25,0.0,0.0,0,0
Evgeni Morozov,RUS,DF,Loko Moscow,23,8.6,1,5,2,40.0,0.58,0.23,0.2,0.5,0,0
Bogdan Moskvichev,RUS,GK,Orenburg,20,16.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Vladimir Moskvichev,RUS,MF,FK Akron Tolyatti,24,2.8,0,2,0,0.0,0.71,0.0,0.0,0.0,0,0
Andrei Mostovoy,RUS,MF,Zenit,26,15.4,9,27,15,55.6,1.75,0.97,0.26,0.47,2,2
Nichita MoИ›pan,MDA,"MF,FW",Fakel Voronezh,23,9.1,0,8,0,0.0,0.88,0.0,0.0,0.0,0,0
Enri Mukba,RUS,DF,Rubin Kazan,18,0.4,0,1,0,0.0,2.37,0.0,0.0,0.0,0,0
Anton Mukhin,RUS,MF,Nizhny Novgorod,19,4.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
TomГЎs Muro,ARG,MF,Orenburg,22,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Tamerlan Musaev,RUS,FW,CSKA Moscow,23,22.2,7,59,30,50.8,2.66,1.35,0.12,0.23,0,0
Egor Nazarenko,RUS,MF,Dynamo Moscow,18,0.2,0,1,0,0.0,4.09,0.0,0.0,0.0,0,0
IonuИ› Nedelcearu,ROU,DF,FK Akron Tolyatti,28,11.5,0,10,1,10.0,0.87,0.09,0.0,0.0,0,0
Maksim Nenakhov,RUS,DF,Loko Moscow,25,21.7,0,17,2,11.8,0.78,0.09,0.0,0.0,0,0
Moumi Ngamaleu,CMR,MF,Dynamo Moscow,30,18.1,6,43,12,27.9,2.38,0.66,0.14,0.5,0,1
Shamar Nicholson,JAM,FW,Spartak Moscow,27,2.7,3,8,5,62.5,2.94,1.84,0.38,0.6,0,0
Artur Nigmatullin,RUS,GK,Rubin Kazan,33,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nino,BRA,DF,Zenit,27,28.5,2,20,9,45.0,0.7,0.32,0.1,0.22,0,0
Konstantin Nizhegorodov,RUS,DF,Rubin Kazan,22,4.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Gerzino Nyamsi,CMR,DF,Loko Moscow,27,21.1,4,22,7,31.8,1.04,0.33,0.18,0.57,0,0
Ivan Oblyakov,RUS,"MF,FW",CSKA Moscow,26,28.0,7,49,21,42.9,1.75,0.75,0.08,0.19,3,3
Igor Obukhov,RUS,GK,FC Khimki,28,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Daniil Odoevski,RUS,GK,Rostov,21,8.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Stepan Oganesyan,RUS,MF,Orenburg,22,3.2,0,6,2,33.3,1.87,0.62,0.0,0.0,0,0
Viktor Okishor,RUS,MF,Dynamo Moscow,17,0.7,1,3,1,33.3,4.43,1.48,0.33,1.0,0,0
Lucas Olaza,URU,DF,Krasnodar,30,26.3,1,17,2,11.8,0.65,0.08,0.06,0.5,0,0
Ivan Oleinikov,RUS,MF,Akhmat Grozny,25,21.0,6,52,17,32.69,2.48,0.81,0.12,0.35,0,0
Olakunle Olusegun,NGA,MF,Krasnodar,22,6.5,2,11,5,45.5,1.68,0.76,0.18,0.4,0,0
Mikhail Oparin,RUS,GK,Akhmat Grozny,31,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Orinho,BRA,DF,FC Khimki,29,16.5,0,23,7,30.4,1.39,0.42,0.0,0.0,0,0
Dominik Oroz,CRO,DF,Samara,23,13.9,4,10,7,70.0,0.72,0.5,0.4,0.57,0,0
Franco Orozco,ARG,MF,Samara,22,7.1,3,13,9,69.2,1.84,1.27,0.23,0.33,0,0
Maksim Osipenko,RUS,DF,Rostov,30,28.1,9,30,15,50.0,1.07,0.53,0.17,0.33,4,5
Ognjen OЕѕegoviД‡,SRB,FW,Nizhny Novgorod,30,11.0,2,15,5,33.3,1.37,0.46,0.13,0.4,0,0
Maksim Paliyenko,RUS,MF,FK Akron Tolyatti,29,4.6,1,7,2,28.6,1.51,0.43,0.14,0.5,0,0
Valentin Paltsev,RUS,DF,D'mo Makhachkala,23,28.0,0,24,9,37.5,0.86,0.32,0.0,0.0,0,0
Kirill Panchenko,RUS,"FW,MF",FC Khimki,34,0.6,0,4,1,25.0,6.43,1.61,0.0,0.0,0,0
Kaio PantaleГЈo,BRA,DF,Krasnodar,28,11.0,1,5,1,20.0,0.45,0.09,0.2,1.0,0,0
MatГ­as PГ©rez,ARG,DF,Orenburg,25,16.0,2,17,4,23.5,1.06,0.25,0.12,0.5,0,0
Dmitriy Pestryakov,RUS,"FW,DF",FK Akron Tolyatti,17,11.4,2,17,6,35.3,1.49,0.53,0.12,0.33,0,0
Sergei Pesyakov,RUS,GK,Samara,35,17.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Sergei Petrov,RUS,DF,Krasnodar,33,18.9,0,6,0,0.0,0.32,0.0,0.0,0.0,0,0
Kevin Pina,CPV,MF,Krasnodar,26,23.2,3,25,7,28.0,1.08,0.3,0.12,0.43,0,0
Sergey Pinyaev,RUS,"MF,FW",Loko Moscow,19,19.3,5,66,23,34.8,3.42,1.19,0.08,0.22,0,0
Vladimir Pisarskiy,RUS,FW,Samara,28,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Miralem PjaniД‡,BIH,MF,CSKA Moscow,34,10.5,0,5,3,60.0,0.48,0.29,0.0,0.0,0,0
Egor Pogostnov,RUS,DF,Loko Moscow,20,7.0,0,4,1,25.0,0.57,0.14,0.0,0.0,0,0
Nikolai Poiarkov,RUS,DF,Rostov,24,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Ilya Pomazun,RUS,GK,Spartak Moscow,27,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Kirill Pomeshkin,RUS,MF,D'mo Makhachkala,20,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Pavel Popov,RUS,FW,Samara,21,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Danila Prokhin,RUS,"DF,MF",Orenburg,23,24.6,0,31,11,35.5,1.26,0.45,0.0,0.0,0,0
Danil Prutsev,RUS,MF,Spartak Moscow,24,8.8,1,9,4,44.4,1.02,0.45,0.11,0.25,0,0
Belajdi Pusi,ALB,FW,Fakel Voronezh,26,2.0,0,9,4,44.4,4.45,1.98,0.0,0.0,0,0
Kiryl Pyachenin,BLR,DF,Samara,27,14.6,2,10,4,40.0,0.69,0.27,0.2,0.5,0,0
Maksim Radchenko,RUS,MF,Rostov,17,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Amar RahmanoviД‡,BIH,MF,Samara,30,0.9,0,3,1,33.3,3.42,1.14,0.0,0.0,0,0
Vadim Rakov,RUS,MF,Loko Moscow,19,8.3,1,24,7,29.2,2.91,0.85,0.04,0.14,0,0
Nikolai Rasskazov,RUS,"DF,MF",Samara,26,20.9,0,19,4,21.1,0.91,0.19,0.0,0.0,0,0
Umarali Raxmonaliyev,UZB,FW,Rubin Kazan,20,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Oleg Reabciuk,MDA,DF,Spartak Moscow,26,24.0,0,5,2,40.0,0.21,0.08,0.0,0.0,0,0
Atsamaz Revazov,RUS,FW,Orenburg,19,0.6,1,3,2,66.7,4.66,3.1,0.33,0.5,0,0
RodrigГЈo,BRA,DF,Zenit,28,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Ilia Rozhkov,RUS,"DF,MF",Rubin Kazan,19,23.7,2,17,7,41.2,0.72,0.3,0.12,0.29,0,0
Aleksandr Rudenko,RUS,"MF,FW",FC Khimki,25,15.6,6,37,17,45.9,2.37,1.09,0.16,0.35,0,1
Rodrigo Ruiz DГ­az,PAR,FW,Akhmat Grozny,25,1.6,0,4,0,0.0,2.43,0.0,0.0,0.0,0,0
Dmitrii Rybchinskii,RUS,MF,Orenburg,25,14.9,1,25,7,28.0,1.67,0.47,0.04,0.14,0,0
Victor SГЎ,BRA,MF,Krasnodar,30,20.9,4,37,16,43.2,1.77,0.77,0.11,0.25,0,0
Lechi Sadulaev,RUS,"MF,FW",Akhmat Grozny,24,25.4,3,51,19,37.3,2.01,0.75,0.06,0.16,0,1
Ilya Sadygov,RUS,FW,FC Khimki,23,1.3,0,1,0,0.0,0.8,0.0,0.0,0.0,0,0
Saeid Saharkhizan,IRN,"FW,MF",Orenburg,21,16.9,7,41,15,36.6,2.43,0.89,0.17,0.47,0,0
Oumar Sako,NIG,DF,Rostov,28,22.2,1,13,3,23.1,0.59,0.14,0.08,0.33,0,0
Nikita Saltykov,RUS,MF,Loko Moscow,19,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,0,0
Maksim Samorodov,KAZ,"MF,FW",Akhmat Grozny,22,18.9,6,55,18,32.7,2.91,0.95,0.11,0.33,0,1
Ilya Samoshnikov,RUS,"MF,DF",Loko Moscow,26,21.7,4,33,8,24.2,1.52,0.37,0.12,0.5,0,0
Aleksandr Sandrachuk,RUS,"MF,DF",D'mo Makhachkala,22,4.8,0,6,2,33.3,1.25,0.42,0.0,0.0,0,0
Douglas Santos,BRA,DF,Zenit,30,30.0,0,16,2,12.5,0.53,0.07,0.0,0.0,0,0
Pedrinho Santos,BRA,MF,Zenit,18,15.4,5,28,8,28.6,1.82,0.52,0.18,0.63,0,0
Rodrigo Saravia,URU,MF,Rostov,23,11.1,1,19,5,26.3,1.71,0.45,0.05,0.2,0,0
Vladislav Sarveli,RUS,"MF,FW",Loko Moscow,26,9.0,2,20,9,45.0,2.22,1.0,0.1,0.22,0,0
MiloЕЎ Е atara,BIH,DF,Akhmat Grozny,28,9.8,0,9,2,22.2,0.92,0.2,0.0,0.0,0,0
Maksim Savelev,RUS,FW,Orenburg,22,7.6,0,12,2,16.7,1.57,0.26,0.0,0.0,0,0
Konstantin Savichev,RUS,DF,FK Akron Tolyatti,30,24.8,1,14,4,28.6,0.56,0.16,0.0,0.0,1,1
Rayan Senhadji,FRA,DF,Fakel Voronezh,27,17.3,0,6,1,16.7,0.35,0.06,0.0,0.0,0,0
Serder Serderov,RUS,FW,D'mo Makhachkala,30,7.4,1,11,3,27.3,1.49,0.41,0.0,0.0,1,1
Ivan Sergeyev,RUS,"FW,MF",Zenit,29,22.8,9,48,29,60.42,2.11,1.27,0.19,0.31,2,3
Edgar Sevikyan,ARM,MF,Loko Moscow,22,5.5,0,16,3,18.8,2.91,0.55,0.0,0.0,0,0
Dardan Shabanhaxhaj,AUT,"FW,MF",Rubin Kazan,23,16.6,5,27,15,55.6,1.63,0.9,0.19,0.33,0,0
Anton Shamonin,RUS,FW,Rostov,19,1.2,0,3,3,100.0,2.45,2.45,0.0,0.0,0,0
Daniil Shantalii,RUS,MF,Rostov,20,10.6,0,4,0,0.0,0.38,0.0,0.0,0.0,0,0
Kirill Shchetinin,RUS,MF,Rostov,22,17.0,1,23,6,26.1,1.35,0.35,0.04,0.17,0,0
Mikhail Shchetinin,RUS,MF,Fakel Voronezh,19,7.9,0,6,1,16.7,0.76,0.13,0.0,0.0,0,0
Giorgi Shelia,RUS,GK,Akhmat Grozny,35,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Vladislav Shitov,RUS,"FW,MF",Samara,21,10.4,1,22,7,31.8,2.11,0.67,0.05,0.14,0,0
Maksim Shnaptsev,RUS,DF,Nizhny Novgorod,20,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Idar Shumakhov,RUS,DF,D'mo Makhachkala,25,28.0,1,11,3,27.3,0.39,0.11,0.09,0.33,0,0
Anton Shvets,RUS,"MF,DF",Akhmat Grozny,31,8.8,0,13,3,23.1,1.47,0.34,0.0,0.0,0,0
Maksim Sidorov,RUS,DF,Orenburg,26,25.4,0,24,2,8.3,0.95,0.08,0.0,0.0,0,0
Ismael Silva Lima,BRA,MF,Akhmat Grozny,29,20.1,0,23,5,21.7,1.15,0.25,0.0,0.0,0,0
Aleksandr Silyanov,RUS,DF,Loko Moscow,23,24.7,1,15,4,26.7,0.61,0.16,0.07,0.25,0,0
Dmitri Skopintsev,RUS,DF,Dynamo Moscow,27,12.1,0,15,3,20.0,1.24,0.25,0.0,0.0,0,0
Egor Smelov,RUS,MF,Dynamo Moscow,19,1.2,0,3,1,33.3,2.57,0.86,0.0,0.0,0,0
Fyodor Smolov,RUS,FW,Krasnodar,34,4.6,1,18,6,33.3,3.89,1.3,0.06,0.17,0,0
Aleksandr Sobolev,RUS,"FW,MF",Zenit,27,10.5,4,42,17,40.48,4.0,1.62,0.1,0.24,0,0
Pablo Solari,ARG,"MF,FW",Spartak Moscow,23,5.1,2,28,10,35.7,5.5,1.97,0.04,0.1,1,1
Aleksandr Soldatenkov,RUS,DF,Samara,27,23.0,0,3,1,33.3,0.13,0.04,0.0,0.0,0,0
Sven Е oЕЎtariДЌ KariДЌ,SVN,DF,Nizhny Novgorod,26,19.7,1,13,2,15.4,0.66,0.1,0.08,0.5,0,0
Eduard Spertsyan,ARM,MF,Krasnodar,24,25.4,11,59,25,42.4,2.33,0.99,0.12,0.28,4,5
Mateo Stamatov,BUL,"DF,MF",Nizhny Novgorod,25,9.1,0,4,0,0.0,0.44,0.0,0.0,0.0,0,0
Evgenii Staver,RUS,GK,Rubin Kazan,26,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Danil Stepanov,RUS,"DF,MF",FC Khimki,24,8.2,0,3,0,0.0,0.37,0.0,0.0,0.0,0,0
Semen Stolbov,RUS,DF,Orenburg,21,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Timur Suleimanov,RUS,FW,Loko Moscow,24,8.5,1,19,5,26.3,2.23,0.59,0.05,0.2,0,0
Arciom Е umanski,BLR,FW,CSKA Moscow,19,1.1,1,4,3,75.0,3.75,2.81,0.25,0.33,0,0
Temirkhan Sundukov,RUS,"MF,DF",D'mo Makhachkala,22,21.9,1,18,6,33.3,0.82,0.27,0.06,0.17,0,0
Aleksei Sutormin,RUS,"FW,DF",Rostov,30,13.6,0,17,2,11.8,1.25,0.15,0.0,0.0,0,0
Maksim Syshchenko,RUS,DF,Orenburg,20,2.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nikolai Sysuyev,RUS,GK,Orenburg,25,13.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Jemal Tabidze,GEO,DF,D'mo Makhachkala,28,16.6,0,9,2,22.2,0.54,0.12,0.0,0.0,0,0
Kasra Taheri,IRN,FW,Rubin Kazan,17,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Amine Talal,MAR,"MF,FW",Akhmat Grozny,28,10.4,2,20,9,45.0,1.91,0.86,0.1,0.22,0,0
Aleksei Tatayev,RUS,DF,Orenburg,25,8.4,1,3,1,33.3,0.36,0.12,0.33,1.0,0,0
Mavis Tchibota,CGO,FW,FK Akron Tolyatti,28,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Sergei Terekhov,RUS,DF,FC Khimki,34,5.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Egor Teslenko,GRE,DF,Rubin Kazan,23,26.4,3,22,8,36.4,0.83,0.3,0.14,0.38,0,0
Jordhy Thompson,CHI,MF,Orenburg,19,2.1,0,5,2,40.0,2.38,0.95,0.0,0.0,0,0
Dmitri Tikhiy,RUS,DF,Nizhny Novgorod,31,3.5,0,3,1,33.3,0.86,0.29,0.0,0.0,0,0
Nair Tiknizyan,ARM,"MF,DF",Loko Moscow,25,11.7,2,21,6,28.6,1.8,0.51,0.1,0.33,0,0
Artyom Timofeyev,RUS,MF,Loko Moscow,30,6.1,1,7,4,57.1,1.15,0.66,0.14,0.25,0,0
Ivan Timoshenko,RUS,FW,FK Akron Tolyatti,25,4.7,1,12,1,8.3,2.53,0.21,0.08,1.0,0,0
Darko TodoroviД‡,BIH,"DF,MF",Akhmat Grozny,27,23.9,0,16,3,18.8,0.67,0.13,0.0,0.0,0,1
VГ­tor Tormena,BRA,DF,Krasnodar,28,22.8,2,15,4,26.7,0.66,0.18,0.13,0.5,0,0
Vladislav Torop,RUS,GK,CSKA Moscow,20,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Aleksandr Troshechkin,RUS,MF,Nizhny Novgorod,28,11.8,1,6,3,50.0,0.51,0.25,0.17,0.33,0,0
Valeri Tsarukyan,RUS,"FW,MF",Nizhny Novgorod,22,7.3,3,16,8,50.0,2.19,1.1,0.19,0.38,0,0
Dmitri Tsypchenko,RUS,FW,Samara,25,4.4,1,16,4,25.0,3.67,0.92,0.06,0.25,0,0
ZГ© Turbo,GNB,FW,Nizhny Novgorod,27,5.3,2,8,3,37.5,1.51,0.56,0.25,0.67,0,0
Konstantin Tyukavin,RUS,FW,Dynamo Moscow,22,16.7,7,54,18,33.3,3.24,1.08,0.11,0.33,1,2
Manfred Ugalde,CRC,FW,Spartak Moscow,22,23.6,17,75,36,48.0,3.18,1.53,0.23,0.47,0,0
Vadim Ulyanov,RUS,GK,Akhmat Grozny,22,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nail Umyarov,RUS,MF,Spartak Moscow,24,25.9,3,22,7,31.8,0.85,0.27,0.14,0.43,0,0
Daniil Utkin,RUS,MF,Rostov,24,15.600000000000001,1,28,10,35.71,1.79,0.64,0.04,0.1,0,1
Rizvan Utsiyev,RUS,DF,Akhmat Grozny,36,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
ValentГ­n Vada,ARG,"MF,FW",Rubin Kazan,28,13.4,2,25,6,24.0,1.86,0.45,0.04,0.17,1,1
Ilya Vakhaniya,RUS,DF,Rostov,23,25.4,0,8,1,12.5,0.32,0.04,0.0,0.0,0,0
Dmitrii Vasilev,RUS,DF,Zenit,20,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Nikita Vasiliev,RUS,"MF,FW",Rubin Kazan,17,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
Ilia Vasin,RUS,FW,Fakel Voronezh,18,0.0,0,2,0,0.0,60.0,0.0,0.0,0.0,0,0
Aleksandr Vasyutin,RUS,GK,FK Akron Tolyatti,29,13.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
